r,g,b,lang_code,gpt_raw,gpt_norm,gpt_min,gemini_raw,gemini_norm,gemini_min
56,25,225,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
62,164,136,zh,绿色,绿,绿,青色,青,青
17,196,12,zh,绿色,绿,绿,绿色,绿,绿
24,101,111,zh,青绿色,青绿,青绿,深蓝绿色,深蓝绿,深蓝绿
200,213,78,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
181,200,98,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
116,5,98,zh,紫色,紫,紫,紫色,紫,紫
136,242,161,zh,浅绿色,浅绿,浅绿,浅绿色,浅绿,浅绿
112,230,253,zh,青色,青,青,天蓝色,天蓝,天蓝
77,185,141,zh,绿色,绿,绿,青绿色,青绿,青绿
31,60,184,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
183,214,205,zh,浅绿色,浅绿,浅绿,薄荷绿,薄荷绿,薄荷绿
49,66,129,zh,蓝色,蓝,蓝,藏蓝色,藏蓝,藏蓝
152,1,204,zh,紫色,紫,紫,紫色,紫,紫
126,84,177,zh,紫色,紫,紫,紫色,紫,紫
253,238,205,zh,浅米色,浅米,浅米,米黄色,米黄,米黄
227,227,144,zh,浅黄色,浅黄,浅黄,浅黄色,浅黄,浅黄
21,12,172,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
200,223,71,zh,浅黄绿色,浅黄绿,浅黄绿,青柠绿,青柠,青柠
140,218,25,zh,绿色,绿,绿,黄绿色,黄绿,黄绿
196,112,189,zh,紫色,紫,紫,玫红色,玫瑰,玫瑰
96,129,153,zh,蓝色,蓝,蓝,灰蓝色,灰蓝,灰蓝
228,215,103,zh,黄色,黄,黄,浅黄色,浅黄,浅黄
184,102,60,zh,棕色,棕,棕,陶土色,陶土,陶土
243,130,178,zh,粉色,粉,粉,粉色,粉,粉
40,152,199,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
102,70,57,zh,棕色,棕,棕,棕色,棕,棕
37,49,13,zh,深绿色,深绿,深绿,墨绿色,墨绿,墨绿
185,249,68,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
168,142,238,zh,紫色,紫,紫,淡紫色,淡紫,淡紫
214,21,3,zh,红色,红,红,红色,红,红
150,52,253,zh,紫色,紫,紫,紫色,紫,紫
132,85,140,zh,紫色,紫,紫,紫色,紫,紫
216,16,27,zh,红色,红,红,红色,红,红
193,17,114,zh,粉色,粉,粉,品红色,品红,品红
46,102,38,zh,绿色,绿,绿,深绿色,深绿,深绿
192,187,119,zh,土黄色,土黄,土黄,黄绿色,黄绿,黄绿
233,127,53,zh,橙色,橙,橙,橙色,橙,橙
88,113,235,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
102,11,118,zh,紫色,紫,紫,紫色,紫,紫
0,187,177,zh,青绿色,青绿,青绿,青色,青,青
64,21,61,zh,紫色,紫,紫,深紫色,深紫,深紫
22,153,236,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
51,236,3,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
80,106,243,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
109,62,45,zh,棕色,棕,棕,褐色,褐,褐
6,167,140,zh,绿色,绿,绿,青色,青,青
168,35,117,zh,紫红色,紫红,紫红,洋红色,洋红,洋红
184,33,226,zh,紫色,紫,紫,紫色,紫,紫
173,65,177,zh,紫色,紫,紫,紫色,紫,紫
83,82,14,zh,橄榄色,橄榄,橄榄,橄榄绿,橄榄绿,橄榄绿
92,10,84,zh,紫色,紫,紫,深紫色,深紫,深紫
99,121,214,zh,蓝色,蓝,蓝,紫蓝色,蓝紫,蓝紫
120,10,252,zh,紫色,紫,紫,紫色,紫,紫
30,92,103,zh,青绿色,青绿,青绿,蓝绿色,蓝绿,蓝绿
67,6,247,zh,紫色,紫,紫,蓝色,蓝,蓝
254,128,181,zh,粉色,粉,粉,粉色,粉,粉
157,46,234,zh,紫色,紫,紫,紫色,紫,紫
18,178,202,zh,青色,青,青,青色,青,青
170,216,2,zh,黄绿色,黄绿,黄绿,亮绿色,亮绿,亮绿
238,63,55,zh,红色,红,红,朱红色,朱红,朱红
245,165,82,zh,橙色,橙,橙,橘色,橘,橘
214,221,80,zh,黄色,黄,黄,柠檬绿,柠檬绿,柠檬绿
176,137,215,zh,紫色,紫,紫,薰衣草色,薰衣草,薰衣草
149,88,91,zh,棕红色,棕红,棕红,豆沙色,豆沙,豆沙
186,18,40,zh,红色,红,红,红色,红,红
216,82,183,zh,粉色,粉,粉,品红色,品红,品红
36,215,233,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
252,202,232,zh,粉色,粉,粉,粉色,粉,粉
80,59,222,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
54,193,227,zh,青色,青,青,天蓝色,天蓝,天蓝
46,210,154,zh,绿色,绿,绿,青色,青,青
146,153,74,zh,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿
206,98,147,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
178,11,164,zh,紫色,紫,紫,品红色,品红,品红
117,35,45,zh,暗红色,暗红,暗红,酒红色,酒红,酒红
109,228,142,zh,绿色,绿,绿,浅绿色,浅绿,浅绿
233,185,39,zh,黄色,黄,黄,金黄色,金黄,金黄
45,46,183,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
221,73,92,zh,红色,红,红,玫红色,玫瑰,玫瑰
9,137,105,zh,绿色,绿,绿,碧绿色,碧,碧
104,21,192,zh,紫色,紫,紫,紫色,紫,紫
213,116,185,zh,粉色,粉,粉,桃红色,桃红,桃红
156,126,166,zh,紫色,紫,紫,淡紫色,淡紫,淡紫
71,45,29,zh,棕色,棕,棕,棕色,棕,棕
60,42,127,zh,紫色,紫,紫,紫色,紫,紫
75,136,167,zh,蓝色,蓝,蓝,灰蓝色,灰蓝,灰蓝
170,132,248,zh,紫色,紫,紫,淡紫色,淡紫,淡紫
198,159,166,zh,粉色,粉,粉,藕粉色,藕粉,藕粉
154,48,36,zh,红色,红,红,砖红色,砖红,砖红
146,12,172,zh,紫色,紫,紫,紫色,紫,紫
167,31,195,zh,紫色,紫,紫,紫色,紫,紫
223,188,143,zh,米色,米,米,米色,米,米
249,87,215,zh,粉色,粉,粉,粉色,粉,粉
137,176,79,zh,绿色,绿,绿,草绿色,草绿,草绿
240,87,153,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
88,51,239,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
101,192,209,zh,浅蓝色,浅蓝,浅蓝,浅蓝色,浅蓝,浅蓝
87,142,180,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
202,20,84,zh,红色,红,红,玫红,玫瑰,玫瑰
247,57,78,zh,红色,红,红,玫红色,玫瑰,玫瑰
126,110,57,zh,棕色,棕,棕,橄榄绿,橄榄绿,橄榄绿
21,127,108,zh,绿色,绿,绿,孔雀绿,孔雀绿,孔雀绿
169,37,159,zh,紫色,紫,紫,紫色,紫,紫
134,64,43,zh,棕色,棕,棕,砖红色,砖红,砖红
11,243,174,zh,青绿色,青绿,青绿,青色,青,青
2,195,173,zh,青绿色,青绿,青绿,湖蓝色,湖蓝,湖蓝
245,237,168,zh,浅黄色,浅黄,浅黄,淡黄色,淡黄,淡黄
186,60,10,zh,橙色,橙,橙,砖红色,砖红,砖红
85,206,8,zh,绿色,绿,绿,柠檬绿,柠檬绿,柠檬绿
23,123,50,zh,绿色,绿,绿,绿色,绿,绿
91,247,221,zh,青绿色,青绿,青绿,青色,青,青
239,133,179,zh,粉色,粉,粉,粉色,粉,粉
183,199,136,zh,浅绿色,浅绿,浅绿,鼠尾草绿,鼠尾草绿,鼠尾草绿
54,215,39,zh,绿色,绿,绿,绿色,绿,绿
204,67,127,zh,粉色,粉,粉,品红色,品红,品红
90,141,52,zh,绿色,绿,绿,军绿色,军绿,军绿
204,201,70,zh,黄色,黄,黄,黄绿色,黄绿,黄绿
244,32,178,zh,洋红,洋红,洋红,品红色,品红,品红
121,248,175,zh,绿色,绿,绿,薄荷绿,薄荷绿,薄荷绿
230,3,113,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
29,171,153,zh,青绿色,青绿,青绿,松石绿,松石绿,松石绿
249,128,222,zh,粉色,粉,粉,粉色,粉,粉
208,235,151,zh,浅绿色,浅绿,浅绿,淡绿色,淡绿,淡绿
105,226,169,zh,绿色,绿,绿,薄荷绿,薄荷绿,薄荷绿
167,118,121,zh,粉色,粉,粉,豆沙色,豆沙,豆沙
94,122,122,zh,灰色,灰,灰,青灰色,青灰,青灰
27,157,41,zh,绿色,绿,绿,绿色,绿,绿
3,187,21,zh,绿色,绿,绿,绿色,绿,绿
238,145,34,zh,橙色,橙,橙,橙色,橙,橙
23,100,234,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
208,230,120,zh,浅绿色,浅绿,浅绿,黄绿色,黄绿,黄绿
17,60,92,zh,深蓝色,深蓝,深蓝,深蓝色,深蓝,深蓝
34,139,158,zh,青绿色,青绿,青绿,水鸭色,水鸭,水鸭
236,217,5,zh,黄色,黄,黄,黄色,黄,黄
104,60,82,zh,紫红色,紫红,紫红,梅子色,梅子,梅子
246,143,2,zh,橙色,橙,橙,橙色,橙,橙
199,154,250,zh,淡紫色,淡紫,淡紫,淡紫色,淡紫,淡紫
91,6,109,zh,紫色,紫,紫,紫色,紫,紫
31,28,51,zh,深紫色,深紫,深紫,深紫色,深紫,深紫
218,60,196,zh,紫红色,紫红,紫红,玫红色,玫瑰,玫瑰
158,168,148,zh,灰绿色,灰绿,灰绿,灰绿色,灰绿,灰绿
13,1,31,zh,黑色,黑,黑,深紫色,深紫,深紫
61,94,250,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
56,9,203,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
219,12,13,zh,红色,红,红,红色,红,红
28,128,132,zh,青绿色,青绿,青绿,水鸭色,水鸭,水鸭
179,112,11,zh,棕色,棕,棕,深橙色,深橙,深橙
178,50,175,zh,紫色,紫,紫,紫色,紫,紫
24,135,90,zh,绿色,绿,绿,碧绿色,碧,碧
252,107,211,zh,粉色,粉,粉,粉色,粉,粉
61,114,105,zh,绿色,绿,绿,青色,青,青
49,37,171,zh,蓝色,蓝,蓝,深蓝色,深蓝,深蓝
175,35,188,zh,紫色,紫,紫,紫色,紫,紫
63,28,80,zh,紫色,紫,紫,深紫色,深紫,深紫
66,83,108,zh,蓝色,蓝,蓝,蓝灰色,蓝灰,蓝灰
26,156,228,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
125,140,178,zh,灰色,灰,灰,灰蓝色,灰蓝,灰蓝
45,28,99,zh,紫色,紫,紫,靛紫色,靛紫,靛紫
98,139,243,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
8,180,103,zh,绿色,绿,绿,绿色,绿,绿
202,151,251,zh,紫色,紫,紫,浅紫色,浅紫,浅紫
40,199,223,zh,青色,青,青,天蓝色,天蓝,天蓝
130,118,128,zh,灰色,灰,灰,灰紫色,灰紫,灰紫
167,40,240,zh,紫色,紫,紫,紫色,紫,紫
1,43,242,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
52,16,141,zh,紫色,紫,紫,紫色,紫,紫
108,108,0,zh,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿
142,229,123,zh,绿色,绿,绿,浅绿色,浅绿,浅绿
150,138,68,zh,卡其色,卡其,卡其,橄榄绿,橄榄绿,橄榄绿
226,224,58,zh,黄色,黄,黄,亮黄色,亮黄,亮黄
5,137,153,zh,青绿色,青绿,青绿,鸭绿色,鸭绿,鸭绿
57,99,195,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
101,66,227,zh,紫色,紫,紫,紫色,紫,紫
103,78,222,zh,紫色,紫,紫,紫色,紫,紫
251,182,187,zh,粉色,粉,粉,粉红色,粉红,粉红
42,241,108,zh,绿色,绿,绿,绿色,绿,绿
150,157,138,zh,灰绿色,灰绿,灰绿,军绿色,军绿,军绿
103,43,228,zh,紫色,紫,紫,紫色,紫,紫
167,78,34,zh,棕色,棕,棕,红棕色,红棕,红棕
206,21,164,zh,洋红,洋红,洋红,品红色,品红,品红
213,213,38,zh,黄色,黄,黄,黄绿色,黄绿,黄绿
1,56,209,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
149,208,50,zh,绿色,绿,绿,青柠色,青柠,青柠
120,187,129,zh,绿色,绿,绿,豆绿色,豆绿,豆绿
28,229,130,zh,绿色,绿,绿,绿色,绿,绿
53,26,120,zh,紫色,紫,紫,紫色,紫,紫
155,43,86,zh,紫红色,紫红,紫红,玫红色,玫瑰,玫瑰
74,73,131,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
113,26,220,zh,紫色,紫,紫,紫色,紫,紫
95,127,52,zh,绿色,绿,绿,橄榄绿,橄榄绿,橄榄绿
64,139,0,zh,绿色,绿,绿,绿色,绿,绿
229,129,206,zh,粉色,粉,粉,粉色,粉,粉
58,100,100,zh,青绿色,青绿,青绿,青色,青,青
59,98,48,zh,绿色,绿,绿,深绿色,深绿,深绿
117,192,95,zh,绿色,绿,绿,绿色,绿,绿
198,43,19,zh,红色,红,红,朱红色,朱红,朱红
106,48,123,zh,紫色,紫,紫,紫色,紫,紫
42,107,1,zh,绿色,绿,绿,绿色,绿,绿
202,205,96,zh,黄色,黄,黄,黄绿色,黄绿,黄绿
18,132,52,zh,绿色,绿,绿,绿色,绿,绿
44,11,216,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
26,162,207,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
112,213,113,zh,绿色,绿,绿,草绿色,草绿,草绿
210,11,208,zh,紫色,紫,紫,品红色,品红,品红
177,36,109,zh,紫红色,紫红,紫红,品红,品红,品红
172,49,197,zh,紫色,紫,紫,洋红色,洋红,洋红
147,80,248,zh,紫色,紫,紫,紫色,紫,紫
181,209,137,zh,浅绿色,浅绿,浅绿,浅绿色,浅绿,浅绿
83,78,140,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
108,100,80,zh,灰色,灰,灰,军绿色,军绿,军绿
254,152,103,zh,橙色,橙,橙,橙色,橙,橙
111,91,204,zh,紫色,紫,紫,紫色,紫,紫
106,115,1,zh,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿
213,129,248,zh,紫色,紫,紫,紫色,紫,紫
192,103,77,zh,棕色,棕,棕,陶土色,陶土,陶土
5,200,140,zh,绿色,绿,绿,绿色,绿,绿
6,84,120,zh,蓝色,蓝,蓝,青色,青,青
48,141,19,zh,绿色,绿,绿,绿色,绿,绿
7,150,191,zh,蓝色,蓝,蓝,青色,青,青
45,94,160,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
9,21,65,zh,深蓝色,深蓝,深蓝,深蓝色,深蓝,深蓝
30,102,63,zh,绿色,绿,绿,深绿色,深绿,深绿
189,180,25,zh,黄色,黄,黄,橄榄绿,橄榄绿,橄榄绿
98,174,32,zh,绿色,绿,绿,绿色,绿,绿
201,110,52,zh,橙色,橙,橙,焦糖色,焦糖,焦糖
24,79,57,zh,绿色,绿,绿,墨绿色,墨绿,墨绿
233,100,144,zh,粉色,粉,粉,粉色,粉,粉
224,150,5,zh,橙色,橙,橙,橙色,橙,橙
148,16,249,zh,紫色,紫,紫,紫色,紫,紫
174,202,33,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
204,1,191,zh,紫红色,紫红,紫红,玫红色,玫瑰,玫瑰
118,63,216,zh,紫色,紫,紫,紫色,紫,紫
191,120,182,zh,紫色,紫,紫,紫色,紫,紫
239,252,216,zh,浅绿色,浅绿,浅绿,黄绿色,黄绿,黄绿
200,83,2,zh,橙色,橙,橙,橘红色,橘红,橘红
3,235,253,zh,青色,青,青,青色,青,青
76,223,198,zh,青绿色,青绿,青绿,青色,青,青
2,10,83,zh,深蓝色,深蓝,深蓝,深蓝色,深蓝,深蓝
67,112,132,zh,蓝色,蓝,蓝,灰蓝色,灰蓝,灰蓝
118,155,35,zh,绿色,绿,绿,橄榄绿,橄榄绿,橄榄绿
222,43,56,zh,红色,红,红,红色,红,红
152,65,161,zh,紫色,紫,紫,紫色,紫,紫
149,130,113,zh,灰褐色,灰褐,灰褐,灰褐色,灰褐,灰褐
185,210,174,zh,浅绿色,浅绿,浅绿,浅绿色,浅绿,浅绿
18,57,128,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
73,145,149,zh,青绿色,青绿,青绿,鸭绿色,鸭绿,鸭绿
36,255,231,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
188,36,115,zh,紫红色,紫红,紫红,品红色,品红,品红
186,95,233,zh,紫色,紫,紫,紫色,紫,紫
228,224,225,zh,灰色,灰,灰,藕色,藕,藕
171,160,159,zh,灰色,灰,灰,藕色,藕,藕
74,25,208,zh,紫色,紫,紫,紫色,紫,紫
87,100,211,zh,蓝色,蓝,蓝,矢车菊蓝,矢车菊蓝,矢车菊蓝
178,72,120,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
122,66,226,zh,紫色,紫,紫,紫色,紫,紫
46,86,204,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
239,3,46,zh,红色,红,红,红色,红,红
126,164,62,zh,绿色,绿,绿,橄榄绿,橄榄绿,橄榄绿
11,24,183,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
153,133,174,zh,紫色,紫,紫,紫色,紫,紫
37,222,148,zh,绿色,绿,绿,翠绿,翠绿,翠绿
19,160,174,zh,青色,青,青,青色,青,青
63,61,105,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
140,153,163,zh,灰色,灰,灰,灰蓝色,灰蓝,灰蓝
202,162,32,zh,黄色,黄,黄,金黄色,金黄,金黄
212,6,247,zh,紫色,紫,紫,品红色,品红,品红
172,235,14,zh,绿色,绿,绿,黄绿色,黄绿,黄绿
85,229,230,zh,青色,青,青,青色,青,青
101,65,137,zh,紫色,紫,紫,紫色,紫,紫
233,185,252,zh,淡紫色,淡紫,淡紫,淡紫色,淡紫,淡紫
46,170,79,zh,绿色,绿,绿,绿色,绿,绿
159,224,222,zh,浅蓝绿色,浅蓝绿,浅蓝绿,湖蓝色,湖蓝,湖蓝
53,179,194,zh,青绿色,青绿,青绿,青色,青,青
171,69,22,zh,橙色,橙,橙,红棕色,红棕,红棕
85,137,187,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
46,53,52,zh,深灰色,深灰,深灰,深灰色,深灰,深灰
196,42,250,zh,紫色,紫,紫,紫色,紫,紫
35,0,206,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
17,124,87,zh,绿色,绿,绿,深绿色,深绿,深绿
181,133,49,zh,棕色,棕,棕,土黄色,土黄,土黄
12,141,254,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
28,170,6,zh,绿色,绿,绿,绿色,绿,绿
186,25,194,zh,紫色,紫,紫,洋红色,洋红,洋红
64,42,72,zh,紫色,紫,紫,深紫色,深紫,深紫
249,24,234,zh,紫红色,紫红,紫红,品红,品红,品红
236,114,95,zh,橙色,橙,橙,橘红色,橘红,橘红
58,121,58,zh,绿色,绿,绿,绿色,绿,绿
241,159,33,zh,橙色,橙,橙,橙色,橙,橙
179,240,82,zh,浅绿色,浅绿,浅绿,柠檬绿,柠檬绿,柠檬绿
93,53,125,zh,紫色,紫,紫,紫色,紫,紫
4,63,117,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
13,75,98,zh,蓝绿色,蓝绿,蓝绿,青色,青,青
81,153,220,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
122,136,181,zh,蓝色,蓝,蓝,蓝紫色,蓝紫,蓝紫
244,250,238,zh,浅绿色,浅绿,浅绿,淡绿色,淡绿,淡绿
45,229,132,zh,绿色,绿,绿,翠绿色,翠绿,翠绿
197,201,115,zh,浅黄色,浅黄,浅黄,豆绿色,豆绿,豆绿
228,66,73,zh,红色,红,红,朱红色,朱红,朱红
215,32,253,zh,紫色,紫,紫,品红色,品红,品红
41,201,105,zh,绿色,绿,绿,绿色,绿,绿
169,4,133,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
172,200,239,zh,浅蓝色,浅蓝,浅蓝,浅蓝色,浅蓝,浅蓝
91,35,46,zh,棕红色,棕红,棕红,酒红色,酒红,酒红
203,226,193,zh,浅绿色,浅绿,浅绿,淡绿色,淡绿,淡绿
94,47,244,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
214,125,151,zh,粉色,粉,粉,粉红色,粉红,粉红
41,103,203,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
101,108,253,zh,蓝色,蓝,蓝,紫蓝色,蓝紫,蓝紫
164,101,193,zh,紫色,紫,紫,紫色,紫,紫
40,161,20,zh,绿色,绿,绿,绿色,绿,绿
4,198,236,zh,青色,青,青,青色,青,青
33,144,214,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
65,185,162,zh,青绿色,青绿,青绿,蓝绿色,蓝绿,蓝绿
89,63,124,zh,紫色,紫,紫,紫色,紫,紫
70,88,64,zh,深绿色,深绿,深绿,墨绿色,墨绿,墨绿
240,186,144,zh,橙色,橙,橙,杏色,杏,杏
24,92,170,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
250,245,126,zh,黄色,黄,黄,淡黄色,淡黄,淡黄
164,127,241,zh,紫色,紫,紫,浅紫色,浅紫,浅紫
197,23,75,zh,红色,红,红,品红色,品红,品红
56,201,34,zh,绿色,绿,绿,莱姆绿,莱姆绿,莱姆绿
87,93,219,zh,蓝色,蓝,蓝,蓝紫色,蓝紫,蓝紫
111,83,148,zh,紫色,紫,紫,紫色,紫,紫
217,71,254,zh,紫色,紫,紫,品红色,品红,品红
100,187,202,zh,浅蓝色,浅蓝,浅蓝,青色,青,青
141,11,20,zh,红色,红,红,红色,红,红
179,114,123,zh,粉色,粉,粉,玫瑰色,玫瑰,玫瑰
86,148,253,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
145,147,89,zh,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿,橄榄绿
231,189,49,zh,黄色,黄,黄,金黄色,金黄,金黄
123,110,146,zh,紫色,紫,紫,藕荷色,藕荷,藕荷
1,41,75,zh,蓝色,蓝,蓝,深蓝色,深蓝,深蓝
24,232,107,zh,绿色,绿,绿,绿色,绿,绿
27,125,15,zh,绿色,绿,绿,绿色,绿,绿
108,125,194,zh,蓝色,蓝,蓝,蓝紫色,蓝紫,蓝紫
32,99,171,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
103,39,30,zh,棕色,棕,棕,红棕色,红棕,红棕
217,239,195,zh,浅绿色,浅绿,浅绿,浅绿色,浅绿,浅绿
233,58,168,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
192,3,79,zh,红色,红,红,玫红色,玫瑰,玫瑰
211,20,127,zh,洋红,洋红,洋红,紫红色,紫红,紫红
56,158,222,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
98,132,175,zh,蓝色,蓝,蓝,灰蓝色,灰蓝,灰蓝
77,17,127,zh,紫色,紫,紫,紫色,紫,紫
193,190,59,zh,黄色,黄,黄,橄榄绿,橄榄绿,橄榄绿
139,154,250,zh,蓝色,蓝,蓝,浅蓝色,浅蓝,浅蓝
162,117,115,zh,棕色,棕,棕,枯玫瑰色,枯玫瑰,枯玫瑰
238,141,211,zh,粉色,粉,粉,粉色,粉,粉
76,142,239,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
27,132,46,zh,绿色,绿,绿,绿色,绿,绿
158,128,78,zh,棕色,棕,棕,黄褐色,黄褐,黄褐
143,197,124,zh,绿色,绿,绿,浅绿色,浅绿,浅绿
154,113,78,zh,棕色,棕,棕,咖啡色,咖啡,咖啡
148,199,176,zh,绿色,绿,绿,薄荷绿,薄荷绿,薄荷绿
104,101,240,zh,紫色,紫,紫,蓝色,蓝,蓝
173,182,23,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
71,108,58,zh,绿色,绿,绿,橄榄绿,橄榄绿,橄榄绿
231,49,148,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
61,144,136,zh,青绿色,青绿,青绿,蓝绿色,蓝绿,蓝绿
42,199,9,zh,绿色,绿,绿,绿色,绿,绿
43,27,132,zh,紫色,紫,紫,靛色,靛,靛
65,231,135,zh,绿色,绿,绿,绿色,绿,绿
141,177,132,zh,绿色,绿,绿,灰绿色,灰绿,灰绿
236,2,36,zh,红色,红,红,红色,红,红
249,82,152,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
211,239,177,zh,浅绿色,浅绿,浅绿,浅绿色,浅绿,浅绿
36,242,94,zh,绿色,绿,绿,翠绿色,翠绿,翠绿
70,37,237,zh,紫色,紫,紫,宝蓝色,宝蓝,宝蓝
1,192,164,zh,青绿色,青绿,青绿,青色,青,青
44,60,0,zh,绿色,绿,绿,橄榄绿,橄榄绿,橄榄绿
98,81,181,zh,紫色,紫,紫,紫色,紫,紫
92,34,23,zh,棕色,棕,棕,红棕色,红棕,红棕
215,195,76,zh,黄色,黄,黄,金黄色,金黄,金黄
61,121,146,zh,蓝绿色,蓝绿,蓝绿,灰蓝色,灰蓝,灰蓝
144,251,176,zh,浅绿色,浅绿,浅绿,浅绿色,浅绿,浅绿
96,235,120,zh,绿色,绿,绿,绿色,绿,绿
134,137,155,zh,灰色,灰,灰,蓝灰色,蓝灰,蓝灰
210,33,106,zh,洋红色,洋红,洋红,玫红色,玫瑰,玫瑰
92,27,165,zh,紫色,紫,紫,紫色,紫,紫
121,81,129,zh,紫色,紫,紫,紫色,紫,紫
129,127,79,zh,卡其色,卡其,卡其,橄榄绿,橄榄绿,橄榄绿
206,220,7,zh,黄绿色,黄绿,黄绿,青柠色,青柠,青柠
36,148,99,zh,绿色,绿,绿,绿色,绿,绿
69,87,141,zh,蓝色,蓝,蓝,深蓝色,深蓝,深蓝
25,127,32,zh,绿色,绿,绿,绿色,绿,绿
247,4,220,zh,品红,品红,品红,洋红色,洋红,洋红
39,64,145,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
188,214,81,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
169,27,155,zh,紫色,紫,紫,品红色,品红,品红
230,156,161,zh,粉色,粉,粉,粉色,粉,粉
187,89,1,zh,橙色,橙,橙,铁锈色,铁铁铁锈,铁铁铁锈
214,249,18,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
205,10,62,zh,红色,红,红,品红色,品红,品红
24,113,52,zh,绿色,绿,绿,绿色,绿,绿
21,7,38,zh,紫色,紫,紫,深紫色,深紫,深紫
207,83,133,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
226,241,246,zh,浅蓝色,浅蓝,浅蓝,浅蓝色,浅蓝,浅蓝
120,6,169,zh,紫色,紫,紫,紫色,紫,紫
60,228,8,zh,绿色,绿,绿,鲜绿色,鲜绿,鲜绿
44,215,190,zh,青绿色,青绿,青绿,青色,青,青
88,141,2,zh,绿色,绿,绿,绿色,绿,绿
14,119,254,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
2,237,160,zh,青绿色,青绿,青绿,青色,青,青
218,207,197,zh,米色,米,米,米色,米,米
226,1,172,zh,洋红,洋红,洋红,品红色,品红,品红
38,27,117,zh,蓝色,蓝,蓝,靛蓝色,靛,靛
53,19,134,zh,紫色,紫,紫,深紫色,深紫,深紫
173,112,90,zh,棕色,棕,棕,红棕色,红棕,红棕
20,100,109,zh,青绿色,青绿,青绿,水鸭色,水鸭,水鸭
80,28,227,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
