r,g,b,lang_code,chatgpt_raw,chatgpt_norm,chatgpt_min,gemini_raw,gemini_norm,gemini_min
255,0,48,en,red,red,red,Cerise,cerise,cerise
255,164,0,en,orange,orange,orange,Orange,orange,orange
255,0,242,en,magenta,magenta,magenta,Magenta,magenta,magenta
14,0,255,en,blue,blue,blue,Blue,blue,blue
34,255,0,en,green,green,green,Lime green,lime green,limegreen
197,0,255,en,purple,purple,purple,Magenta,magenta,magenta
0,90,255,en,blue,blue,blue,Blue,blue,blue
0,223,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,113,0,en,orange,orange,orange,Orange,orange,orange
255,0,227,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,67,0,en,orange,orange,orange,Orange,orange,orange
158,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,155,0,en,orange,orange,orange,Orange,orange,orange
0,255,22,en,green,green,green,Electric green,electric green,electricgreen
255,0,78,en,red,red,red,French Rose,french rose,frenchrose
168,0,255,en,purple,purple,purple,Purple,purple,purple
55,0,255,en,blue,blue,blue,Blue,blue,blue
152,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,221,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,19,en,red,red,red,Red,red,red
255,0,150,en,magenta,magenta,magenta,Magenta,magenta,magenta
214,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
212,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,254,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,116,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,255,110,en,green,green,green,Neon green,neon green,neongreen
255,0,24,en,red,red,red,Red,red,red
198,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,185,255,en,blue,blue,blue,Cyan,cyan,cyan
255,0,77,en,red,red,red,Hot Pink,hot pink,hotpink
0,46,255,en,blue,blue,blue,Blue,blue,blue
167,255,0,en,lime,lime,lime,Lime,lime,lime
56,0,255,en,blue,blue,blue,Blue,blue,blue
255,0,103,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,240,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,235,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,127,en,green,green,green,Spring green,spring green,springgreen
17,0,255,en,blue,blue,blue,Blue,blue,blue
61,0,255,en,blue,blue,blue,Royal blue,royal blue,royalblue
255,146,0,en,orange,orange,orange,Orange,orange,orange
0,85,255,en,blue,blue,blue,Blue,blue,blue
214,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
65,255,0,en,green,green,green,Lime green,lime green,limegreen
0,43,255,en,blue,blue,blue,Blue,blue,blue
0,47,255,en,blue,blue,blue,Blue,blue,blue
0,255,120,en,green,green,green,Emerald green,emerald green,emeraldgreen
0,112,255,en,blue,blue,blue,Blue,blue,blue
0,255,141,en,green,green,green,Spring Green,spring green,springgreen
255,115,0,en,orange,orange,orange,Orange,orange,orange
162,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,5,en,green,green,green,Neon green,neon green,neongreen
255,0,199,en,magenta,magenta,magenta,Magenta,magenta,magenta
130,255,0,en,bright green,bright green,brightgreen,Lime green,lime green,limegreen
0,128,255,en,blue,blue,blue,Blue,blue,blue
216,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
158,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,217,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,249,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,107,0,en,orange,orange,orange,Orange,orange,orange
22,255,0,en,green,green,green,Green,green,green
0,251,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
128,0,255,en,purple,purple,purple,Violet,violet,violet
32,255,0,en,green,green,green,Electric green,electric green,electricgreen
255,0,147,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
235,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,143,0,en,orange,orange,orange,Orange,orange,orange
142,0,255,en,purple,purple,purple,Purple,purple,purple
35,0,255,en,blue,blue,blue,Blue,blue,blue
52,0,255,en,blue,blue,blue,Blue,blue,blue
76,255,0,en,green,green,green,Lime green,lime green,limegreen
252,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,154,0,en,orange,orange,orange,Orange,orange,orange
0,255,243,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,90,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,254,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,116,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,133,en,pink,pink,pink,Hot pink,hot pink,hotpink
19,255,0,en,green,green,green,Lime green,lime green,limegreen
0,233,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,80,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,102,0,en,orange,orange,orange,Orange,orange,orange
185,0,255,en,magenta,magenta,magenta,Purple,purple,purple
0,2,255,en,blue,blue,blue,Blue,blue,blue
255,0,252,en,magenta,magenta,magenta,Magenta,magenta,magenta
53,0,255,en,blue,blue,blue,Blue,blue,blue
255,252,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,54,en,green,green,green,Lime green,lime green,limegreen
206,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,172,255,en,cyan,cyan,cyan,Sky blue,sky blue,skyblue
135,0,255,en,purple,purple,purple,Purple,purple,purple
36,255,0,en,green,green,green,Lime green,lime green,limegreen
136,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
81,0,255,en,purple,purple,purple,Violet,violet,violet
153,0,255,en,purple,purple,purple,Purple,purple,purple
0,113,255,en,blue,blue,blue,Electric blue,electric blue,electricblue
0,255,213,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
255,244,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,45,en,green,green,green,Lime green,lime green,limegreen
255,64,0,en,orange,orange,orange,Red-orange,red-orange,redorange
255,82,0,en,orange,orange,orange,Orange,orange,orange
255,0,170,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,4,0,en,red,red,red,Red,red,red
19,255,0,en,green,green,green,Green,green,green
255,0,191,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
255,0,227,en,magenta,magenta,magenta,Magenta,magenta,magenta
62,0,255,en,blue,blue,blue,Royal blue,royal blue,royalblue
255,0,155,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
255,0,185,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,255,194,en,turquoise,turquoise,turquoise,Aqua,aqua,aqua
0,255,68,en,green,green,green,Green,green,green
255,0,168,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
0,255,121,en,green,green,green,Spring green,spring green,springgreen
255,206,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,200,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,129,0,en,orange,orange,orange,Orange,orange,orange
0,73,255,en,blue,blue,blue,Blue,blue,blue
123,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,125,255,en,blue,blue,blue,Blue,blue,blue
0,255,197,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
0,255,156,en,green,green,green,Spring green,spring green,springgreen
236,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,16,0,en,red,red,red,Red,red,red
0,255,221,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
255,0,84,en,pink,pink,pink,Hot pink,hot pink,hotpink
184,0,255,en,purple,purple,purple,Purple,purple,purple
255,98,0,en,orange,orange,orange,Orange,orange,orange
0,21,255,en,blue,blue,blue,Blue,blue,blue
0,255,161,en,green,green,green,Cyan,cyan,cyan
0,7,255,en,blue,blue,blue,Blue,blue,blue
255,236,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,217,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,195,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,119,en,pink,pink,pink,Hot pink,hot pink,hotpink
220,255,0,en,yellow,yellow,yellow,Chartreuse,chartreuse,chartreuse
0,53,255,en,blue,blue,blue,Blue,blue,blue
97,255,0,en,green,green,green,Lime green,lime green,limegreen
0,119,255,en,blue,blue,blue,Blue,blue,blue
255,0,144,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,255,47,en,green,green,green,Green,green,green
255,0,213,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
255,8,0,en,red,red,red,Red,red,red
255,164,0,en,orange,orange,orange,Orange,orange,orange
0,255,132,en,green,green,green,Spring green,spring green,springgreen
255,11,0,en,red,red,red,Red,red,red
0,240,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
180,0,255,en,purple,purple,purple,Purple,purple,purple
0,33,255,en,blue,blue,blue,Blue,blue,blue
173,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
37,0,255,en,blue,blue,blue,Blue,blue,blue
255,113,0,en,orange,orange,orange,Orange,orange,orange
206,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,15,0,en,red,red,red,Red,red,red
0,226,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,143,en,green,green,green,Neon green,neon green,neongreen
249,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
68,255,0,en,green,green,green,Lime green,lime green,limegreen
67,0,255,en,purple,purple,purple,Electric blue,electric blue,electricblue
0,255,39,en,green,green,green,Green,green,green
255,104,0,en,orange,orange,orange,Orange,orange,orange
110,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
65,255,0,en,green,green,green,Lime green,lime green,limegreen
217,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
226,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,106,en,green,green,green,Spring green,spring green,springgreen
255,57,0,en,orange,orange,orange,Orange Red,orange red,orangered
226,255,0,en,yellow,yellow,yellow,Neon Yellow,neon yellow,neonyellow
155,0,255,en,purple,purple,purple,Purple,purple,purple
255,9,0,en,red,red,red,Red,red,red
0,255,189,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
255,0,155,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,255,8,en,green,green,green,Green,green,green
134,0,255,en,purple,purple,purple,Purple,purple,purple
173,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,187,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,192,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
0,69,255,en,blue,blue,blue,Blue,blue,blue
229,255,0,en,yellow,yellow,yellow,Neon yellow,neon yellow,neonyellow
0,98,255,en,blue,blue,blue,Blue,blue,blue
0,255,210,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,94,0,en,orange,orange,orange,Orange,orange,orange
103,255,0,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
177,0,255,en,purple,purple,purple,Purple,purple,purple
255,180,0,en,orange,orange,orange,Yellow-orange,yellow-orange,yelloworange
255,0,240,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,160,0,en,orange,orange,orange,Orange,orange,orange
214,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
255,154,0,en,orange,orange,orange,Orange,orange,orange
116,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,99,en,green,green,green,Green,green,green
133,0,255,en,purple,purple,purple,Purple,purple,purple
0,174,255,en,blue,blue,blue,Deep sky blue,deep sky blue,deepskyblue
0,255,229,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,112,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,20,en,red,red,red,Red,red,red
255,73,0,en,orange,orange,orange,Orange,orange,orange
131,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,73,255,en,blue,blue,blue,Blue,blue,blue
255,0,112,en,pink,pink,pink,Magenta,magenta,magenta
255,0,75,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
255,0,140,en,pink,pink,pink,Hot pink,hot pink,hotpink
166,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,244,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,6,255,en,blue,blue,blue,Blue,blue,blue
255,0,116,en,pink,pink,pink,Hot pink,hot pink,hotpink
47,0,255,en,blue,blue,blue,Blue,blue,blue
72,0,255,en,purple,purple,purple,Blue,blue,blue
255,208,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
136,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
223,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
186,0,255,en,purple,purple,purple,Purple,purple,purple
138,255,0,en,green,green,green,Lime Green,lime green,limegreen
255,160,0,en,orange,orange,orange,Orange,orange,orange
242,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
237,0,255,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,114,255,en,blue,blue,blue,Electric blue,electric blue,electricblue
0,193,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,31,255,en,blue,blue,blue,Blue,blue,blue
251,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,212,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,89,255,en,blue,blue,blue,Blue,blue,blue
255,121,0,en,orange,orange,orange,Orange,orange,orange
0,255,216,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,25,en,green,green,green,Green,green,green
232,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
216,255,0,en,lime,lime,lime,Lime,lime,lime
255,0,167,en,magenta,magenta,magenta,Magenta,magenta,magenta
153,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,103,en,pink,pink,pink,Hot pink,hot pink,hotpink
68,0,255,en,purple,purple,purple,Blue,blue,blue
252,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
94,255,0,en,green,green,green,Lime green,lime green,limegreen
38,0,255,en,blue,blue,blue,Blue,blue,blue
255,182,0,en,orange,orange,orange,Orange,orange,orange
158,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,122,255,en,blue,blue,blue,Blue,blue,blue
42,255,0,en,green,green,green,Lime green,lime green,limegreen
255,0,167,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
129,0,255,en,purple,purple,purple,Purple,purple,purple
246,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,170,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
129,0,255,en,purple,purple,purple,Purple,purple,purple
255,142,0,en,orange,orange,orange,Orange,orange,orange
0,255,242,en,cyan,cyan,cyan,Cyan,cyan,cyan
82,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
66,255,0,en,green,green,green,Lime green,lime green,limegreen
246,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,219,en,magenta,magenta,magenta,Magenta,magenta,magenta
94,255,0,en,bright green,bright green,brightgreen,Lime green,lime green,limegreen
53,0,255,en,blue,blue,blue,Ultramarine,ultramarine,ultramarine
255,0,16,en,red,red,red,Red,red,red
73,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
178,0,255,en,purple,purple,purple,Violet,violet,violet
255,0,152,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
212,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
0,255,86,en,green,green,green,Green,green,green
81,0,255,en,purple,purple,purple,Violet,violet,violet
0,255,179,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,31,en,green,green,green,Green,green,green
255,179,0,en,orange,orange,orange,Orange,orange,orange
255,111,0,en,orange,orange,orange,Orange,orange,orange
0,255,27,en,green,green,green,Lime green,lime green,limegreen
0,255,56,en,green,green,green,Green,green,green
0,255,1,en,green,green,green,Green,green,green
255,0,22,en,red,red,red,Red,red,red
0,255,92,en,green,green,green,Lime green,lime green,limegreen
255,0,46,en,red,red,red,Red,red,red
255,134,0,en,orange,orange,orange,Orange,orange,orange
255,64,0,en,orange,orange,orange,Red-orange,red-orange,redorange
255,46,0,en,orange,orange,orange,Vermilion,vermilion,vermilion
255,0,240,en,magenta,magenta,magenta,Magenta,magenta,magenta
64,0,255,en,blue,blue,blue,Blue,blue,blue
16,255,0,en,green,green,green,Lime green,lime green,limegreen
110,0,255,en,purple,purple,purple,Purple,purple,purple
0,241,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,127,0,en,orange,orange,orange,Orange,orange,orange
101,255,0,en,green,green,green,Lime green,lime green,limegreen
0,255,40,en,green,green,green,Green,green,green
0,255,209,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,85,255,en,blue,blue,blue,Blue,blue,blue
94,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,28,255,en,blue,blue,blue,Blue,blue,blue
255,175,0,en,orange,orange,orange,Orange,orange,orange
241,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
56,255,0,en,green,green,green,Neon green,neon green,neongreen
255,3,0,en,red,red,red,Red,red,red
0,255,183,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,237,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,157,en,green,green,green,Spring green,spring green,springgreen
255,0,85,en,red,red,red,Hot pink,hot pink,hotpink
0,66,255,en,blue,blue,blue,Blue,blue,blue
0,71,255,en,blue,blue,blue,Blue,blue,blue
255,0,206,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
160,255,0,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
188,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
255,0,50,en,red,red,red,Red,red,red
255,10,0,en,red,red,red,Red,red,red
0,89,255,en,blue,blue,blue,Blue,blue,blue
0,68,255,en,blue,blue,blue,Blue,blue,blue
198,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,206,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
255,16,0,en,red,red,red,Red,red,red
178,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
190,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
18,0,255,en,blue,blue,blue,Blue,blue,blue
255,160,0,en,orange,orange,orange,Orange,orange,orange
112,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,103,0,en,orange,orange,orange,Orange,orange,orange
255,0,132,en,pink,pink,pink,Hot pink,hot pink,hotpink
153,0,255,en,purple,purple,purple,Purple,purple,purple
32,255,0,en,green,green,green,Lime,lime,lime
57,255,0,en,green,green,green,Lime green,lime green,limegreen
222,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,213,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,0,215,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,104,255,en,blue,blue,blue,blue,blue,blue
253,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,177,en,magenta,magenta,magenta,Pink,pink,pink
91,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,128,0,en,orange,orange,orange,Orange,orange,orange
195,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,24,en,green,green,green,Green,green,green
173,0,255,en,purple,purple,purple,Purple,purple,purple
232,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,23,en,green,green,green,Lime green,lime green,limegreen
0,231,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
150,0,255,en,purple,purple,purple,Violet,violet,violet
67,255,0,en,green,green,green,Neon green,neon green,neongreen
221,255,0,en,yellow,yellow,yellow,Neon yellow,neon yellow,neonyellow
83,255,0,en,green,green,green,Lime green,lime green,limegreen
0,44,255,en,blue,blue,blue,Blue,blue,blue
255,0,142,en,magenta,magenta,magenta,Hot Pink,hot pink,hotpink
0,23,255,en,blue,blue,blue,Blue,blue,blue
0,206,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,184,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
77,0,255,en,purple,purple,purple,Violet,violet,violet
28,255,0,en,green,green,green,Green,green,green
255,5,0,en,red,red,red,Red,red,red
255,31,0,en,red,red,red,Red,red,red
255,0,142,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
197,0,255,en,purple,purple,purple,Magenta,magenta,magenta
255,209,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,0,93,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,42,en,red,red,red,Red,red,red
255,0,206,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,215,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,180,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
196,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,151,0,en,orange,orange,orange,Orange,orange,orange
255,0,125,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
0,255,110,en,green,green,green,Spring green,spring green,springgreen
0,255,220,en,cyan,cyan,cyan,Cyan,cyan,cyan
64,0,255,en,blue,blue,blue,Blue-violet,blue-violet,blueviolet
255,218,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,107,0,en,orange,orange,orange,Orange,orange,orange
255,202,0,en,orange,orange,orange,Yellow,yellow,yellow
255,0,188,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
39,255,0,en,green,green,green,Lime green,lime green,limegreen
255,0,11,en,red,red,red,Red,red,red
255,50,0,en,orange,orange,orange,Red-orange,red-orange,redorange
0,255,135,en,green,green,green,Spring green,spring green,springgreen
255,0,222,en,magenta,magenta,magenta,Magenta,magenta,magenta
189,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,170,en,turquoise,turquoise,turquoise,Spring green,spring green,springgreen
0,206,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,96,0,en,orange,orange,orange,Orange,orange,orange
135,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,146,en,green,green,green,Emerald Green,emerald green,emeraldgreen
238,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
1,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,0,en,green,green,green,Lime green,lime green,limegreen
0,153,255,en,blue,blue,blue,Electric blue,electric blue,electricblue
116,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,141,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
255,166,0,en,orange,orange,orange,Orange,orange,orange
0,255,205,en,cyan,cyan,cyan,Cyan,cyan,cyan
210,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,114,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,107,en,pink,pink,pink,Hot pink,hot pink,hotpink
184,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,231,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,243,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,81,255,en,blue,blue,blue,Blue,blue,blue
122,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,204,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,169,0,en,orange,orange,orange,Orange,orange,orange
0,53,255,en,blue,blue,blue,Blue,blue,blue
152,0,255,en,purple,purple,purple,Purple,purple,purple
176,0,255,en,purple,purple,purple,Purple,purple,purple
0,185,255,en,cyan,cyan,cyan,Deep Sky Blue,deep sky blue,deepskyblue
0,82,255,en,blue,blue,blue,Blue,blue,blue
0,149,255,en,blue,blue,blue,Blue,blue,blue
0,223,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
49,0,255,en,blue,blue,blue,Blue,blue,blue
255,45,0,en,orange,orange,orange,Red-orange,red-orange,redorange
101,0,255,en,purple,purple,purple,Violet,violet,violet
122,0,255,en,purple,purple,purple,Purple,purple,purple
255,129,0,en,orange,orange,orange,Orange,orange,orange
0,255,141,en,green,green,green,Spring green,spring green,springgreen
31,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,193,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,54,en,green,green,green,Green,green,green
255,0,193,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,157,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,3,en,red,red,red,Red,red,red
0,164,255,en,blue,blue,blue,Blue,blue,blue
56,255,0,en,green,green,green,Electric green,electric green,electricgreen
255,82,0,en,orange,orange,orange,Orange,orange,orange
255,0,202,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,119,0,en,orange,orange,orange,Orange,orange,orange
0,255,118,en,green,green,green,Emerald green,emerald green,emeraldgreen
0,255,221,en,cyan,cyan,cyan,Cyan,cyan,cyan
31,255,0,en,green,green,green,Lime green,lime green,limegreen
245,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,0,161,en,magenta,magenta,magenta,Hot Pink,hot pink,hotpink
0,19,255,en,blue,blue,blue,Blue,blue,blue
112,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,206,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,37,en,green,green,green,Green,green,green
255,0,135,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,196,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,255,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,110,255,en,blue,blue,blue,Blue,blue,blue
255,0,117,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,226,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,2,en,green,green,green,Green,green,green
0,255,198,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,223,en,cyan,cyan,cyan,Cyan,cyan,cyan
129,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,25,en,green,green,green,Lime green,lime green,limegreen
242,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,254,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
128,0,255,en,purple,purple,purple,Violet,violet,violet
76,0,255,en,purple,purple,purple,Violet,violet,violet
255,250,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,90,255,en,blue,blue,blue,Blue,blue,blue
31,0,255,en,blue,blue,blue,Blue,blue,blue
0,79,255,en,blue,blue,blue,Blue,blue,blue
40,255,0,en,green,green,green,Lime green,lime green,limegreen
237,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
34,0,255,en,blue,blue,blue,Blue,blue,blue
255,0,254,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,22,0,en,red,red,red,Red,red,red
255,0,233,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,71,en,green,green,green,Lime green,lime green,limegreen
142,0,255,en,purple,purple,purple,Purple,purple,purple
255,249,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,195,0,en,yellow,yellow,yellow,Amber,amber,amber
15,0,255,en,blue,blue,blue,Blue,blue,blue
0,3,255,en,blue,blue,blue,Blue,blue,blue
255,2,0,en,red,red,red,Red,red,red
31,0,255,en,blue,blue,blue,Blue,blue,blue
126,0,255,en,purple,purple,purple,Purple,purple,purple
255,53,0,en,orange,orange,orange,Orange-red,orange-red,orangered
255,0,2,en,red,red,red,Red,red,red
0,43,255,en,blue,blue,blue,Blue,blue,blue
50,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,185,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
154,0,255,en,purple,purple,purple,Violet,violet,violet
49,255,0,en,green,green,green,Lime Green,lime green,limegreen
255,114,0,en,orange,orange,orange,Orange,orange,orange
160,0,255,en,purple,purple,purple,Purple,purple,purple
0,84,255,en,blue,blue,blue,Blue,blue,blue
0,226,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
86,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,196,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
199,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
110,0,255,en,purple,purple,purple,Violet,violet,violet
