r,g,b,lang_code,gpt_raw,gpt_norm,gpt_min,gemini_raw,gemini_norm,gemini_min
49,74,146,en,blue,blue,blue,Royal blue,royal blue,royalblue
9,94,202,en,blue,blue,blue,Blue,blue,blue
172,191,136,en,light green,light green,lightgreen,Sage green,sage green,sagegreen
148,48,37,en,red,red,red,Terracotta,terracotta,terracotta
106,179,49,en,green,green,green,Lime green,lime green,limegreen
71,192,99,en,green,green,green,Green,green,green
174,153,211,en,lavender,lavender,lavender,Lilac,lilac,lilac
248,150,140,en,salmon,salmon,salmon,Coral,coral,coral
49,97,111,en,teal,teal,teal,Teal,teal,teal
108,88,46,en,brown,brown,brown,Umber,umber,umber
244,46,67,en,red,red,red,Fire engine red,fire engine red,fireenginered
231,107,96,en,coral,coral,coral,Coral,coral,coral
182,90,144,en,pink,pink,pink,Magenta,magenta,magenta
221,72,233,en,magenta,magenta,magenta,Magenta,magenta,magenta
141,235,25,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
162,183,81,en,yellow-green,yellow-green,yellowgreen,Avocado,avocado,avocado
47,183,113,en,green,green,green,Kelly green,kelly green,kellygreen
76,5,49,en,maroon,maroon,maroon,Plum,plum,plum
94,158,150,en,teal,teal,teal,Teal,teal,teal
68,75,0,en,olive,olive,olive,Olive,olive,olive
191,106,24,en,orange,orange,orange,Burnt orange,burnt orange,burntorange
60,64,29,en,olive green,olive green,olivegreen,Olive green,olive green,olivegreen
50,93,138,en,blue,blue,blue,Denim Blue,denim blue,denimblue
42,140,16,en,green,green,green,Green,green,green
161,92,150,en,purple,purple,purple,Orchid,orchid,orchid
5,25,158,en,blue,blue,blue,Blue,blue,blue
202,233,31,en,lime,lime,lime,Lime,lime,lime
174,206,108,en,light green,light green,lightgreen,Pistachio,pistachio,pistachio
137,78,102,en,purple,purple,purple,Mauve,mauve,mauve
4,202,1,en,green,green,green,Green,green,green
163,164,246,en,lavender,lavender,lavender,Periwinkle,periwinkle,periwinkle
243,87,178,en,pink,pink,pink,Hot pink,hot pink,hotpink
207,26,105,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
234,40,86,en,red,red,red,Cerise,cerise,cerise
51,96,145,en,blue,blue,blue,Steel blue,steel blue,steelblue
68,208,180,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
15,154,202,en,cyan,cyan,cyan,Cerulean,cerulean,cerulean
215,167,243,en,purple,purple,purple,Lavender,lavender,lavender
37,112,148,en,blue,blue,blue,Teal,teal,teal
120,221,148,en,green,green,green,Mint green,mint green,mintgreen
179,63,54,en,red,red,red,Indian red,indian red,indianred
144,224,47,en,limegreen,limegreen,limegreen,Lime green,lime green,limegreen
226,233,123,en,yellow,yellow,yellow,Pale yellow,pale yellow,paleyellow
36,103,9,en,green,green,green,Dark Green,dark green,darkgreen
44,149,26,en,green,green,green,Green,green,green
2,57,152,en,blue,blue,blue,Blue,blue,blue
111,205,82,en,green,green,green,Lime green,lime green,limegreen
255,0,237,en,magenta,magenta,magenta,Magenta,magenta,magenta
197,49,65,en,red,red,red,Raspberry,raspberry,raspberry
181,106,19,en,orange,orange,orange,Burnt orange,burnt orange,burntorange
11,81,235,en,blue,blue,blue,Blue,blue,blue
128,198,221,en,light blue,light blue,lightblue,Sky blue,sky blue,skyblue
145,78,87,en,mauve,mauve,mauve,Rosewood,rosewood,rosewood
168,243,189,en,light green,light green,lightgreen,mint green,mint green,mintgreen
121,75,202,en,purple,purple,purple,Purple,purple,purple
252,35,55,en,red,red,red,Red,red,red
244,131,112,en,salmon,salmon,salmon,Coral,coral,coral
131,66,36,en,brown,brown,brown,Burnt Umber,burnt umber,burntumber
182,168,20,en,yellow,yellow,yellow,Olive,olive,olive
49,204,108,en,green,green,green,Kelly green,kelly green,kellygreen
243,245,236,en,white,white,white,Cream,cream,cream
204,198,57,en,yellow,yellow,yellow,Moss green,moss green,mossgreen
188,236,157,en,light green,light green,lightgreen,Light green,light green,lightgreen
113,215,203,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
11,161,150,en,teal,teal,teal,Teal,teal,teal
23,231,231,en,cyan,cyan,cyan,Cyan,cyan,cyan
222,186,140,en,tan,tan,tan,Tan,tan,tan
58,183,166,en,turquoise,turquoise,turquoise,Teal,teal,teal
98,4,244,en,purple,purple,purple,Violet,violet,violet
159,13,158,en,purple,purple,purple,Purple,purple,purple
214,146,79,en,orange,orange,orange,Ochre,ochre,ochre
41,48,164,en,blue,blue,blue,Royal blue,royal blue,royalblue
93,226,59,en,green,green,green,Lime green,lime green,limegreen
161,14,213,en,purple,purple,purple,Purple,purple,purple
39,78,149,en,blue,blue,blue,Royal Blue,royal blue,royalblue
246,18,166,en,pink,pink,pink,Hot pink,hot pink,hotpink
140,176,101,en,green,green,green,Moss Green,moss green,mossgreen
226,235,190,en,light yellow-green,light yellow-green,lightyellowgreen,Pistachio,pistachio,pistachio
118,249,119,en,green,green,green,Lime green,lime green,limegreen
205,89,193,en,purple,purple,purple,Orchid,orchid,orchid
173,32,156,en,purple,purple,purple,Magenta,magenta,magenta
85,100,44,en,olive green,olive green,olivegreen,Olive green,olive green,olivegreen
190,181,144,en,beige,beige,beige,Khaki,khaki,khaki
185,207,111,en,light green,light green,lightgreen,Pistachio,pistachio,pistachio
156,63,19,en,orange,orange,orange,Rust,rust,rust
20,221,74,en,green,green,green,Lime green,lime green,limegreen
112,214,127,en,green,green,green,Green,green,green
246,15,88,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
183,191,220,en,light blue,light blue,lightblue,Periwinkle,periwinkle,periwinkle
84,2,249,en,purple,purple,purple,Violet,violet,violet
222,167,120,en,peach,peach,peach,Peach,peach,peach
21,52,101,en,blue,blue,blue,Navy blue,navy blue,navyblue
6,187,213,en,cyan,cyan,cyan,Cyan,cyan,cyan
251,167,138,en,peach,peach,peach,Light salmon,light salmon,lightsalmon
39,78,241,en,blue,blue,blue,Royal Blue,royal blue,royalblue
90,193,21,en,green,green,green,Lime green,lime green,limegreen
172,50,3,en,orange,orange,orange,Terracotta,terracotta,terracotta
46,35,173,en,blue,blue,blue,Royal blue,royal blue,royalblue
68,212,34,en,green,green,green,Green,green,green
224,4,195,en,magenta,magenta,magenta,Magenta,magenta,magenta
235,96,100,en,red,red,red,Coral,coral,coral
152,7,121,en,purple,purple,purple,Dark Magenta,dark magenta,darkmagenta
100,155,191,en,blue,blue,blue,Dusty blue,dusty blue,dustyblue
129,133,170,en,lavender,lavender,lavender,Slate blue,slate blue,slateblue
26,185,23,en,green,green,green,Green,green,green
230,47,64,en,red,red,red,Red,red,red
219,56,148,en,pink,pink,pink,Magenta,magenta,magenta
163,71,21,en,orange,orange,orange,Rust,rust,rust
122,178,254,en,light blue,light blue,lightblue,Cornflower blue,cornflower blue,cornflowerblue
75,16,130,en,purple,purple,purple,Purple,purple,purple
244,138,69,en,orange,orange,orange,Orange,orange,orange
233,50,74,en,red,red,red,Cerise,cerise,cerise
204,171,95,en,goldenrod,goldenrod,goldenrod,Ochre,ochre,ochre
217,243,184,en,light green,light green,lightgreen,Light green,light green,lightgreen
249,113,54,en,orange,orange,orange,Orange,orange,orange
35,125,160,en,teal,teal,teal,Teal,teal,teal
189,247,104,en,light green,light green,lightgreen,Lime green,lime green,limegreen
125,173,51,en,green,green,green,Lime green,lime green,limegreen
116,85,211,en,purple,purple,purple,Violet,violet,violet
208,152,23,en,goldenrod,goldenrod,goldenrod,Goldenrod,goldenrod,goldenrod
180,100,199,en,purple,purple,purple,Purple,purple,purple
34,143,18,en,green,green,green,Green,green,green
208,213,244,en,lavender,lavender,lavender,Lavender,lavender,lavender
126,236,62,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
94,36,162,en,purple,purple,purple,Purple,purple,purple
29,167,181,en,cyan,cyan,cyan,Teal,teal,teal
84,216,95,en,green,green,green,Green,green,green
26,38,103,en,blue,blue,blue,Navy blue,navy blue,navyblue
152,87,49,en,brown,brown,brown,Sienna,sienna,sienna
44,230,104,en,green,green,green,Lime green,lime green,limegreen
56,212,197,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
214,21,113,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
92,185,75,en,green,green,green,Lime green,lime green,limegreen
66,47,173,en,purple,purple,purple,Indigo,indigo,indigo
148,152,91,en,olive,olive,olive,Moss green,moss green,mossgreen
156,57,193,en,purple,purple,purple,Purple,purple,purple
215,149,148,en,pink,pink,pink,Rose,rose,rose
112,206,228,en,cyan,cyan,cyan,Sky blue,sky blue,skyblue
1,10,251,en,blue,blue,blue,Blue,blue,blue
54,220,56,en,green,green,green,Green,green,green
180,235,229,en,aqua,aqua,aqua,Aqua,aqua,aqua
94,45,157,en,purple,purple,purple,Purple,purple,purple
109,250,107,en,green,green,green,Lime green,lime green,limegreen
250,113,86,en,coral,coral,coral,Coral,coral,coral
235,57,57,en,red,red,red,Red,red,red
26,246,60,en,green,green,green,Green,green,green
93,243,177,en,mint green,mint green,mintgreen,Turquoise,turquoise,turquoise
98,76,163,en,purple,purple,purple,Purple,purple,purple
107,72,248,en,purple,purple,purple,Violet,violet,violet
3,191,216,en,cyan,cyan,cyan,Cyan,cyan,cyan
233,235,150,en,yellow,yellow,yellow,Pale yellow,pale yellow,paleyellow
46,166,212,en,blue,blue,blue,Cyan,cyan,cyan
232,81,28,en,orange,orange,orange,Orange,orange,orange
92,16,43,en,maroon,maroon,maroon,Burgundy,burgundy,burgundy
157,94,63,en,brown,brown,brown,Terracotta,terracotta,terracotta
192,206,229,en,light blue,light blue,lightblue,Light blue,light blue,lightblue
135,227,150,en,light green,light green,lightgreen,Mint green,mint green,mintgreen
85,60,81,en,purple,purple,purple,Plum,plum,plum
28,164,102,en,green,green,green,Emerald green,emerald green,emeraldgreen
201,16,196,en,magenta,magenta,magenta,Magenta,magenta,magenta
232,231,51,en,yellow,yellow,yellow,Lemon yellow,lemon yellow,lemonyellow
119,219,191,en,turquoise,turquoise,turquoise,Mint green,mint green,mintgreen
24,208,46,en,green,green,green,Green,green,green
75,43,157,en,purple,purple,purple,Purple,purple,purple
110,107,111,en,gray,gray,gray,Gray,gray,gray
141,79,177,en,purple,purple,purple,Purple,purple,purple
100,169,249,en,blue,blue,blue,Sky blue,sky blue,skyblue
123,143,12,en,olive green,olive green,olivegreen,Olive green,olive green,olivegreen
83,219,35,en,green,green,green,Lime green,lime green,limegreen
60,233,191,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
173,108,165,en,purple,purple,purple,Orchid,orchid,orchid
26,2,238,en,blue,blue,blue,Blue,blue,blue
179,158,120,en,beige,beige,beige,Tan,tan,tan
73,29,146,en,purple,purple,purple,Purple,purple,purple
107,133,173,en,blue,blue,blue,Slate blue,slate blue,slateblue
169,14,247,en,purple,purple,purple,Purple,purple,purple
249,100,62,en,orange,orange,orange,Coral,coral,coral
126,9,135,en,purple,purple,purple,Purple,purple,purple
131,234,185,en,mint green,mint green,mintgreen,Mint green,mint green,mintgreen
80,48,63,en,maroon,maroon,maroon,Plum,plum,plum
94,66,60,en,brown,brown,brown,Dark brown,dark brown,darkbrown
13,48,50,en,dark teal,dark teal,darkteal,Dark teal,dark teal,darkteal
177,67,7,en,orange,orange,orange,Rust,rust,rust
126,204,244,en,light blue,light blue,lightblue,Sky blue,sky blue,skyblue
49,246,83,en,green,green,green,Kelly green,kelly green,kellygreen
166,242,243,en,light cyan,light cyan,lightcyan,Aqua,aqua,aqua
102,24,101,en,purple,purple,purple,Purple,purple,purple
185,203,98,en,yellow-green,yellow-green,yellowgreen,Yellow-green,yellow-green,yellowgreen
22,206,248,en,cyan,cyan,cyan,Cyan,cyan,cyan
176,116,248,en,purple,purple,purple,Purple,purple,purple
158,144,180,en,purple,purple,purple,Lavender,lavender,lavender
179,199,117,en,light green,light green,lightgreen,Olive green,olive green,olivegreen
35,66,95,en,blue,blue,blue,Navy blue,navy blue,navyblue
112,206,248,en,light blue,light blue,lightblue,Sky blue,sky blue,skyblue
172,182,96,en,olive,olive,olive,Yellow-green,yellow-green,yellowgreen
47,162,107,en,green,green,green,Sea Green,sea green,seagreen
71,118,220,en,blue,blue,blue,Royal blue,royal blue,royalblue
60,113,71,en,green,green,green,Forest green,forest green,forestgreen
251,209,72,en,yellow,yellow,yellow,Goldenrod,goldenrod,goldenrod
229,165,99,en,orange,orange,orange,Tan,tan,tan
68,95,30,en,dark green,dark green,darkgreen,Olive green,olive green,olivegreen
185,142,90,en,tan,tan,tan,Tan,tan,tan
188,18,18,en,red,red,red,Red,red,red
222,70,153,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
186,26,193,en,magenta,magenta,magenta,Purple,purple,purple
63,213,185,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
153,78,134,en,purple,purple,purple,Purple,purple,purple
255,187,79,en,orange,orange,orange,Orange,orange,orange
85,105,110,en,gray,gray,gray,Dark blue-gray,dark blue-gray,darkbluegray
29,176,224,en,blue,blue,blue,Cerulean,cerulean,cerulean
121,250,225,en,turquoise,turquoise,turquoise,Aqua,aqua,aqua
94,81,141,en,purple,purple,purple,Violet,violet,violet
250,130,27,en,orange,orange,orange,Orange,orange,orange
66,16,196,en,purple,purple,purple,Purple,purple,purple
248,6,42,en,red,red,red,red,red,red
122,103,4,en,olive,olive,olive,Olive,olive,olive
239,13,3,en,red,red,red,Red,red,red
87,44,173,en,purple,purple,purple,Indigo,indigo,indigo
228,119,248,en,purple,purple,purple,Lavender,lavender,lavender
152,136,62,en,olive,olive,olive,Bronze,bronze,bronze
72,252,130,en,green,green,green,Lime green,lime green,limegreen
61,173,246,en,blue,blue,blue,Blue,blue,blue
143,209,247,en,light blue,light blue,lightblue,Light blue,light blue,lightblue
111,145,88,en,green,green,green,Olive green,olive green,olivegreen
46,38,180,en,blue,blue,blue,Royal blue,royal blue,royalblue
7,176,19,en,green,green,green,Green,green,green
67,190,69,en,green,green,green,Lime green,lime green,limegreen
26,94,12,en,green,green,green,Dark Green,dark green,darkgreen
232,51,201,en,magenta,magenta,magenta,Magenta,magenta,magenta
143,47,215,en,purple,purple,purple,Purple,purple,purple
58,80,188,en,blue,blue,blue,Royal blue,royal blue,royalblue
29,205,149,en,green,green,green,Lime green,lime green,limegreen
188,59,32,en,orange,orange,orange,Rust,rust,rust
89,203,117,en,green,green,green,Grass green,grass green,grassgreen
3,215,117,en,green,green,green,Kelly green,kelly green,kellygreen
141,183,242,en,light blue,light blue,lightblue,Sky blue,sky blue,skyblue
147,133,3,en,olive,olive,olive,Olive,olive,olive
72,107,145,en,blue,blue,blue,Steel Blue,steel blue,steelblue
115,142,203,en,blue,blue,blue,Periwinkle,periwinkle,periwinkle
93,157,117,en,green,green,green,Sage green,sage green,sagegreen
114,112,254,en,purple,purple,purple,Periwinkle,periwinkle,periwinkle
50,63,69,en,dark gray,dark gray,darkgray,Slate blue,slate blue,slateblue
172,13,167,en,purple,purple,purple,Purple,purple,purple
179,88,201,en,purple,purple,purple,Orchid,orchid,orchid
134,248,76,en,green,green,green,Lime green,lime green,limegreen
17,161,140,en,teal,teal,teal,Teal,teal,teal
227,248,25,en,yellow,yellow,yellow,Fluorescent yellow,fluorescent yellow,fluorescentyellow
8,179,10,en,green,green,green,Green,green,green
179,9,228,en,purple,purple,purple,Purple,purple,purple
96,191,154,en,green,green,green,Teal,teal,teal
13,99,186,en,blue,blue,blue,Blue,blue,blue
173,74,207,en,purple,purple,purple,Purple,purple,purple
105,220,218,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
111,199,155,en,green,green,green,Mint green,mint green,mintgreen
8,85,225,en,blue,blue,blue,Blue,blue,blue
78,200,206,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
75,52,112,en,purple,purple,purple,Dark Purple,dark purple,darkpurple
127,89,208,en,purple,purple,purple,Purple,purple,purple
83,117,206,en,blue,blue,blue,Slate blue,slate blue,slateblue
33,202,198,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
113,217,196,en,turquoise,turquoise,turquoise,Aquamarine,aquamarine,aquamarine
154,239,15,en,green,green,green,Lime green,lime green,limegreen
121,190,254,en,light blue,light blue,lightblue,Light blue,light blue,lightblue
203,18,128,en,magenta,magenta,magenta,Magenta,magenta,magenta
191,30,183,en,magenta,magenta,magenta,Magenta,magenta,magenta
48,46,49,en,dark gray,dark gray,darkgray,Dark gray,dark gray,darkgray
84,218,181,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
225,77,190,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
92,137,97,en,green,green,green,Sage Green,sage green,sagegreen
52,237,148,en,green,green,green,Spring green,spring green,springgreen
78,154,1,en,green,green,green,Apple green,apple green,applegreen
239,133,5,en,orange,orange,orange,Orange,orange,orange
172,146,180,en,lavender,lavender,lavender,Lavender,lavender,lavender
67,93,76,en,dark green,dark green,darkgreen,Forest green,forest green,forestgreen
247,235,177,en,yellow,yellow,yellow,Cream,cream,cream
122,167,135,en,green,green,green,Sage green,sage green,sagegreen
250,203,253,en,pink,pink,pink,Lavender,lavender,lavender
78,209,106,en,green,green,green,Kelly green,kelly green,kellygreen
170,0,235,en,purple,purple,purple,Purple,purple,purple
74,235,104,en,green,green,green,Lime green,lime green,limegreen
98,43,51,en,maroon,maroon,maroon,Maroon,maroon,maroon
0,232,35,en,green,green,green,Green,green,green
224,94,206,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
173,73,86,en,red,red,red,Rosewood,rosewood,rosewood
75,38,111,en,purple,purple,purple,Purple,purple,purple
117,149,0,en,green,green,green,Olive green,olive green,olivegreen
117,69,97,en,purple,purple,purple,Plum,plum,plum
4,88,126,en,teal,teal,teal,Teal,teal,teal
95,139,227,en,blue,blue,blue,Cornflower blue,cornflower blue,cornflowerblue
249,124,57,en,orange,orange,orange,Orange,orange,orange
250,108,50,en,orange,orange,orange,Orange,orange,orange
120,27,171,en,purple,purple,purple,Purple,purple,purple
228,62,173,en,pink,pink,pink,Hot pink,hot pink,hotpink
225,144,228,en,pink,pink,pink,Orchid,orchid,orchid
129,185,131,en,green,green,green,Sage green,sage green,sagegreen
6,177,106,en,green,green,green,Green,green,green
107,214,30,en,green,green,green,Lime green,lime green,limegreen
217,72,211,en,magenta,magenta,magenta,Magenta,magenta,magenta
78,61,28,en,brown,brown,brown,Dark olive,dark olive,darkolive
133,191,82,en,green,green,green,Lime green,lime green,limegreen
44,230,156,en,green,green,green,Spring green,spring green,springgreen
203,151,58,en,goldenrod,goldenrod,goldenrod,Ochre,ochre,ochre
201,122,192,en,purple,purple,purple,Orchid,orchid,orchid
6,5,213,en,blue,blue,blue,Blue,blue,blue
35,234,135,en,green,green,green,Emerald green,emerald green,emeraldgreen
198,69,185,en,purple,purple,purple,Orchid,orchid,orchid
107,138,123,en,green,green,green,Teal,teal,teal
113,104,177,en,purple,purple,purple,Purple,purple,purple
116,137,232,en,blue,blue,blue,Cornflower Blue,cornflower blue,cornflowerblue
164,208,128,en,light green,light green,lightgreen,Pistachio,pistachio,pistachio
171,121,193,en,purple,purple,purple,Medium Purple,medium purple,mediumpurple
111,107,134,en,gray,gray,gray,Slate purple,slate purple,slatepurple
59,126,190,en,blue,blue,blue,Royal Blue,royal blue,royalblue
206,185,25,en,yellow,yellow,yellow,Goldenrod,goldenrod,goldenrod
87,99,110,en,gray,gray,gray,Blue-grey,blue-grey,bluegrey
185,113,53,en,orange,orange,orange,Burnt orange,burnt orange,burntorange
35,7,99,en,purple,purple,purple,Purple,purple,purple
21,175,131,en,teal,teal,teal,Emerald,emerald,emerald
146,168,210,en,blue,blue,blue,Periwinkle,periwinkle,periwinkle
252,205,28,en,yellow,yellow,yellow,Yellow,yellow,yellow
237,167,138,en,peach,peach,peach,Peach,peach,peach
193,35,215,en,purple,purple,purple,Magenta,magenta,magenta
46,126,165,en,blue,blue,blue,Steel blue,steel blue,steelblue
167,182,140,en,light green,light green,lightgreen,Sage green,sage green,sagegreen
124,230,2,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
185,246,255,en,cyan,cyan,cyan,Light blue,light blue,lightblue
160,205,9,en,green,green,green,Lime green,lime green,limegreen
139,183,112,en,green,green,green,Pistachio,pistachio,pistachio
187,90,127,en,pink,pink,pink,Rose,rose,rose
214,127,54,en,orange,orange,orange,Burnt orange,burnt orange,burntorange
26,125,146,en,teal,teal,teal,Teal,teal,teal
254,111,138,en,pink,pink,pink,Pink,pink,pink
40,176,234,en,blue,blue,blue,Sky blue,sky blue,skyblue
213,48,114,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
144,174,154,en,green,green,green,Sage green,sage green,sagegreen
244,88,159,en,pink,pink,pink,Hot pink,hot pink,hotpink
238,144,105,en,orange,orange,orange,Coral,coral,coral
26,116,213,en,blue,blue,blue,Blue,blue,blue
199,141,104,en,brown,brown,brown,Terracotta,terracotta,terracotta
249,212,89,en,yellow,yellow,yellow,Gold,gold,gold
239,204,241,en,lavender,lavender,lavender,Lavender,lavender,lavender
99,244,73,en,green,green,green,Lime green,lime green,limegreen
251,108,246,en,pink,pink,pink,Hot Pink,hot pink,hotpink
255,229,243,en,pink,pink,pink,Pink,pink,pink
7,120,211,en,blue,blue,blue,Royal Blue,royal blue,royalblue
171,213,136,en,light green,light green,lightgreen,Pistachio,pistachio,pistachio
77,176,216,en,blue,blue,blue,Sky blue,sky blue,skyblue
243,98,174,en,pink,pink,pink,Hot pink,hot pink,hotpink
27,76,235,en,blue,blue,blue,Blue,blue,blue
9,23,122,en,blue,blue,blue,Blue,blue,blue
192,93,61,en,orange,orange,orange,Burnt orange,burnt orange,burntorange
125,45,220,en,purple,purple,purple,Purple,purple,purple
50,3,123,en,purple,purple,purple,Purple,purple,purple
27,42,51,en,dark teal,dark teal,darkteal,Dark slate blue,dark slate blue,darkslateblue
219,149,195,en,pink,pink,pink,Orchid,orchid,orchid
24,40,27,en,dark green,dark green,darkgreen,Dark green,dark green,darkgreen
120,46,113,en,purple,purple,purple,Purple,purple,purple
103,163,102,en,green,green,green,Moss green,moss green,mossgreen
170,235,15,en,lime,lime,lime,Lime green,lime green,limegreen
168,216,2,en,lime,lime,lime,Lime green,lime green,limegreen
171,46,209,en,purple,purple,purple,Purple,purple,purple
220,164,58,en,orange,orange,orange,Mustard,mustard,mustard
4,205,111,en,green,green,green,Emerald green,emerald green,emeraldgreen
44,37,170,en,blue,blue,blue,Royal Blue,royal blue,royalblue
108,219,236,en,cyan,cyan,cyan,Sky blue,sky blue,skyblue
31,99,122,en,teal,teal,teal,Teal,teal,teal
115,20,249,en,purple,purple,purple,Purple,purple,purple
35,246,115,en,green,green,green,Spring green,spring green,springgreen
98,109,152,en,blue,blue,blue,Slate blue,slate blue,slateblue
21,212,243,en,cyan,cyan,cyan,Cyan,cyan,cyan
34,228,87,en,green,green,green,Lime green,lime green,limegreen
86,163,84,en,green,green,green,Medium green,medium green,mediumgreen
11,217,244,en,cyan,cyan,cyan,Cyan,cyan,cyan
108,108,54,en,olive,olive,olive,Olive Green,olive green,olivegreen
214,166,19,en,goldenrod,goldenrod,goldenrod,Mustard,mustard,mustard
232,214,61,en,yellow,yellow,yellow,Mustard yellow,mustard yellow,mustardyellow
112,79,175,en,purple,purple,purple,Purple,purple,purple
255,8,102,en,pink,pink,pink,Hot pink,hot pink,hotpink
245,198,0,en,yellow,yellow,yellow,Gold,gold,gold
78,67,239,en,blue,blue,blue,Royal blue,royal blue,royalblue
113,11,223,en,purple,purple,purple,Purple,purple,purple
38,94,28,en,green,green,green,Forest green,forest green,forestgreen
232,242,85,en,yellow,yellow,yellow,Lemon yellow,lemon yellow,lemonyellow
30,247,110,en,green,green,green,Lime green,lime green,limegreen
193,151,195,en,purple,purple,purple,Lavender,lavender,lavender
231,219,242,en,lavender,lavender,lavender,Lavender,lavender,lavender
177,34,97,en,magenta,magenta,magenta,Magenta,magenta,magenta
117,193,237,en,light blue,light blue,lightblue,Sky blue,sky blue,skyblue
37,92,202,en,blue,blue,blue,Blue,blue,blue
20,54,132,en,blue,blue,blue,Dark blue,dark blue,darkblue
22,12,30,en,black,black,black,Dark purple,dark purple,darkpurple
26,119,212,en,blue,blue,blue,Blue,blue,blue
115,13,95,en,purple,purple,purple,Purple,purple,purple
64,233,129,en,green,green,green,Spring green,spring green,springgreen
5,76,73,en,teal,teal,teal,Teal,teal,teal
1,30,111,en,blue,blue,blue,Navy blue,navy blue,navyblue
187,117,86,en,brown,brown,brown,Terracotta,terracotta,terracotta
109,131,200,en,blue,blue,blue,Periwinkle,periwinkle,periwinkle
63,156,101,en,green,green,green,Green,green,green
216,2,217,en,magenta,magenta,magenta,Magenta,magenta,magenta
93,149,8,en,green,green,green,Olive green,olive green,olivegreen
44,95,196,en,blue,blue,blue,Royal Blue,royal blue,royalblue
122,102,81,en,brown,brown,brown,Taupe,taupe,taupe
29,159,248,en,blue,blue,blue,Blue,blue,blue
169,29,144,en,purple,purple,purple,Magenta,magenta,magenta
124,148,127,en,sage,sage,sage,Sage green,sage green,sagegreen
170,144,194,en,purple,purple,purple,Lavender,lavender,lavender
146,248,8,en,lime,lime,lime,Lime green,lime green,limegreen
105,183,150,en,green,green,green,Seafoam green,seafoam green,seafoamgreen
135,146,106,en,olive green,olive green,olivegreen,Olive green,olive green,olivegreen
158,214,244,en,light blue,light blue,lightblue,Sky blue,sky blue,skyblue
61,49,89,en,purple,purple,purple,Dark Purple,dark purple,darkpurple
130,22,195,en,purple,purple,purple,Purple,purple,purple
146,212,26,en,green,green,green,Lime green,lime green,limegreen
68,199,158,en,green,green,green,Turquoise,turquoise,turquoise
111,106,170,en,purple,purple,purple,Periwinkle,periwinkle,periwinkle
117,1,21,en,maroon,maroon,maroon,Maroon,maroon,maroon
126,171,102,en,green,green,green,Olive green,olive green,olivegreen
134,201,225,en,light blue,light blue,lightblue,Light blue,light blue,lightblue
155,224,57,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
91,39,16,en,brown,brown,brown,Reddish brown,reddish brown,reddishbrown
246,89,54,en,orange,orange,orange,Tomato,tomato,tomato
152,225,113,en,light green,light green,lightgreen,Light green,light green,lightgreen
26,8,48,en,purple,purple,purple,Dark purple,dark purple,darkpurple
146,214,249,en,light blue,light blue,lightblue,Light blue,light blue,lightblue
253,1,137,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
141,144,143,en,gray,gray,gray,Gray,gray,gray
234,233,206,en,light yellow,light yellow,lightyellow,Ivory,ivory,ivory
156,25,70,en,maroon,maroon,maroon,Burgundy,burgundy,burgundy
128,103,122,en,mauve,mauve,mauve,Mauve,mauve,mauve
112,82,177,en,purple,purple,purple,Purple,purple,purple
254,193,102,en,orange,orange,orange,Peach,peach,peach
107,182,11,en,green,green,green,Lime green,lime green,limegreen
30,137,131,en,teal,teal,teal,Teal,teal,teal
107,249,98,en,green,green,green,Lime green,lime green,limegreen
153,106,41,en,brown,brown,brown,Sienna,sienna,sienna
253,221,140,en,beige,beige,beige,Pastel yellow,pastel yellow,pastelyellow
187,14,72,en,red,red,red,Fuchsia,fuchsia,fuchsia
63,254,229,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
19,199,139,en,green,green,green,Emerald green,emerald green,emeraldgreen
202,190,96,en,yellow,yellow,yellow,Dark khaki,dark khaki,darkkhaki
40,195,216,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
49,229,46,en,green,green,green,Lime green,lime green,limegreen
40,240,228,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
138,195,10,en,green,green,green,Lime green,lime green,limegreen
14,217,94,en,green,green,green,Kelly green,kelly green,kellygreen
129,227,204,en,mint green,mint green,mintgreen,Mint green,mint green,mintgreen
