r,g,b,lang_code,chatgpt_raw,chatgpt_norm,chatgpt_min,gemini_raw,gemini_norm,gemini_min
0,208,255,zh,青色,青,青,蓝色,蓝,蓝
0,8,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,228,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,12,zh,红色,红,红,红色,红,红
255,236,0,zh,黄色,黄,黄,黄色,黄,黄
50,0,255,zh,紫色,紫,紫,蓝色,蓝,蓝
72,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,33,0,zh,红色,红,红,红色,红,红
0,80,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
232,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,56,0,zh,橙色,橙,橙,橘红色,橘红,橘红
96,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,75,zh,红色,红,红,玫红色,玫瑰,玫瑰
93,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,111,0,zh,橙色,橙,橙,橙色,橙,橙
0,116,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,111,zh,洋红色,洋红,洋红,品红色,品红,品红
0,255,40,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
59,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,122,0,zh,橙色,橙,橙,橙色,橙,橙
104,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
107,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
79,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
0,255,253,zh,青色,青,青,青色,青,青
198,0,255,zh,紫色,紫,紫,紫色,紫,紫
161,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,206,255,zh,青色,青,青,蔚蓝色,蔚蓝,蔚蓝
148,0,255,zh,紫色,紫,紫,紫色,紫,紫
33,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,155,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,176,zh,品红,品红,品红,品红,品红,品红
0,255,32,zh,绿色,绿,绿,绿色,绿,绿
0,116,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
71,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
113,0,255,zh,紫色,紫,紫,紫色,紫,紫
196,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
205,0,255,zh,紫色,紫,紫,品红色,品红,品红
46,255,0,zh,绿色,绿,绿,绿色,绿,绿
181,255,0,zh,荧光绿色,荧光绿,荧光绿,黄绿色,黄绿,黄绿
0,55,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
99,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
206,255,0,zh,荧光黄,荧光黄,荧光黄,荧光黄绿,荧光黄绿,荧光黄绿
0,255,56,zh,绿色,绿,绿,绿色,绿,绿
0,255,230,zh,青色,青,青,青色,青,青
252,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,139,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
93,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,232,zh,青色,青,青,青色,青,青
0,216,255,zh,青色,青,青,天蓝色,天蓝,天蓝
28,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,36,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,172,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,31,zh,绿色,绿,绿,绿色,绿,绿
63,0,255,zh,紫色,紫,紫,蓝色,蓝,蓝
0,211,255,zh,青色,青,青,青色,青,青
255,0,62,zh,红色,红,红,玫红色,玫瑰,玫瑰
255,0,57,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,255,174,zh,青绿色,青绿,青绿,青色,青,青
0,255,51,zh,绿色,绿,绿,绿色,绿,绿
255,156,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,127,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,255,47,zh,绿色,绿,绿,绿色,绿,绿
88,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
49,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,138,zh,粉色,粉,粉,桃红色,桃红,桃红
0,255,12,zh,绿色,绿,绿,绿色,绿,绿
27,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,104,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,226,255,zh,青色,青,青,青色,青,青
255,68,0,zh,橙色,橙,橙,橙色,橙,橙
248,0,255,zh,品红,品红,品红,品红色,品红,品红
112,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,208,zh,青绿色,青绿,青绿,青色,青,青
255,93,0,zh,橙色,橙,橙,橙色,橙,橙
255,244,0,zh,黄色,黄,黄,黄色,黄,黄
255,71,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,170,zh,洋红色,洋红,洋红,品红色,品红,品红
255,0,28,zh,红色,红,红,红色,红,红
255,116,0,zh,橙色,橙,橙,橙色,橙,橙
218,255,0,zh,黄色,黄,黄,荧光黄,荧光黄,荧光黄
25,255,0,zh,绿色,绿,绿,绿色,绿,绿
93,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
45,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,82,0,zh,橙色,橙,橙,橙色,橙,橙
163,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
172,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,49,0,zh,橙色,橙,橙,朱红色,朱红,朱红
255,0,201,zh,品红,品红,品红,品红色,品红,品红
0,255,136,zh,绿色,绿,绿,绿色,绿,绿
0,183,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
155,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,255,101,zh,绿色,绿,绿,绿色,绿,绿
101,0,255,zh,紫色,紫,紫,紫色,紫,紫
107,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,89,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
167,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,211,zh,青绿色,青绿,青绿,蓝绿色,蓝绿,蓝绿
0,255,233,zh,青色,青,青,青色,青,青
155,0,255,zh,紫色,紫,紫,紫色,紫,紫
113,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,150,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,125,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,53,0,zh,橙色,橙,橙,橘红色,橘红,橘红
51,255,0,zh,绿色,绿,绿,绿色,绿,绿
218,255,0,zh,黄色,黄,黄,荧光黄,荧光黄,荧光黄
0,221,255,zh,青色,青,青,天蓝色,天蓝,天蓝
224,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,188,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,252,0,zh,黄色,黄,黄,黄色,黄,黄
199,255,0,zh,亮绿色,亮绿,亮绿,荧光黄,荧光黄,荧光黄
255,0,147,zh,洋红,洋红,洋红,品红色,品红,品红
110,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,46,zh,红色,红,红,红色,红,红
0,255,11,zh,绿色,绿,绿,绿色,绿,绿
117,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
69,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,95,0,zh,橙色,橙,橙,橙色,橙,橙
191,255,0,zh,荧光黄,荧光黄,荧光黄,荧光绿,荧光绿,荧光绿
255,45,0,zh,橙色,橙,橙,橘红色,橘红,橘红
124,0,255,zh,紫色,紫,紫,紫色,紫,紫
196,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
134,0,255,zh,紫色,紫,紫,电光紫,电光紫,电光紫
255,127,0,zh,橙色,橙,橙,橙色,橙,橙
146,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
29,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,9,zh,绿色,绿,绿,绿色,绿,绿
255,0,102,zh,粉色,粉,粉,品红色,品红,品红
255,0,131,zh,粉色,粉,粉,桃红色,桃红,桃红
0,255,131,zh,绿色,绿,绿,绿色,绿,绿
155,255,0,zh,绿色,绿,绿,柠檬绿,柠檬绿,柠檬绿
106,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,100,0,zh,橙色,橙,橙,橙色,橙,橙
48,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,54,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,84,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
62,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,101,zh,绿色,绿,绿,绿色,绿,绿
0,213,255,zh,青色,青,青,青色,青,青
255,0,87,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
255,0,104,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
139,255,0,zh,荧光绿色,荧光绿,荧光绿,柠檬绿,柠檬绿,柠檬绿
85,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,87,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,170,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,242,zh,青色,青,青,青色,青,青
1,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,71,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,98,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,161,zh,青绿色,青绿,青绿,翠绿色,翠绿,翠绿
0,116,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,38,0,zh,橙色,橙,橙,红色,红,红
152,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
179,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,77,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
190,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
0,61,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,79,0,zh,橙色,橙,橙,橙色,橙,橙
255,162,0,zh,橙色,橙,橙,橙色,橙,橙
88,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,204,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,173,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,253,zh,洋红,洋红,洋红,洋红色,洋红,洋红
255,215,0,zh,黄色,黄,黄,黄色,黄,黄
255,54,0,zh,橙色,橙,橙,橘红色,橘红,橘红
191,255,0,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
255,0,33,zh,红色,红,红,红色,红,红
34,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,152,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,247,0,zh,黄色,黄,黄,黄色,黄,黄
0,113,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
12,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
53,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,253,255,zh,青色,青,青,青色,青,青
255,0,81,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
255,0,167,zh,品红,品红,品红,洋红色,洋红,洋红
11,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,34,zh,红色,红,红,红色,红,红
255,197,0,zh,黄色,黄,黄,黄色,黄,黄
72,255,0,zh,绿色,绿,绿,绿色,绿,绿
38,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
4,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,94,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
0,255,251,zh,青色,青,青,青色,青,青
0,255,13,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,34,zh,绿色,绿,绿,绿色,绿,绿
255,196,0,zh,黄色,黄,黄,黄色,黄,黄
229,255,0,zh,黄色,黄,黄,荧光黄,荧光黄,荧光黄
0,151,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,178,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
246,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,204,zh,青绿色,青绿,青绿,青色,青,青
0,59,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,61,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,50,zh,绿色,绿,绿,绿色,绿,绿
255,7,0,zh,红色,红,红,红色,红,红
0,144,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,158,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,195,zh,青绿色,青绿,青绿,青色,青,青
255,50,0,zh,橙色,橙,橙,朱红色,朱红,朱红
176,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
255,42,0,zh,橙色,橙,橙,橙红,橙红,橙红
37,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
29,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
154,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,161,zh,洋红色,洋红,洋红,品红色,品红,品红
83,255,0,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
48,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,150,zh,品红,品红,品红,品红色,品红,品红
255,133,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,48,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,41,zh,绿色,绿,绿,绿色,绿,绿
255,0,51,zh,红色,红,红,红色,红,红
0,220,255,zh,青色,青,青,青色,青,青
255,0,99,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,255,90,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,87,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,201,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
67,255,0,zh,绿色,绿,绿,绿色,绿,绿
35,255,0,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
255,156,0,zh,橙色,橙,橙,橙色,橙,橙
220,0,255,zh,紫色,紫,紫,品红,品红,品红
0,255,41,zh,绿色,绿,绿,绿色,绿,绿
0,97,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
89,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,162,0,zh,橙色,橙,橙,橙色,橙,橙
255,32,0,zh,红色,红,红,红色,红,红
255,200,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,67,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,179,zh,青绿色,青绿,青绿,青色,青,青
154,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,193,0,zh,橙色,橙,橙,金黄色,金黄,金黄
255,0,206,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,36,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
175,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
0,255,83,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
245,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,81,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,89,zh,绿色,绿,绿,绿色,绿,绿
255,77,0,zh,橙色,橙,橙,橙色,橙,橙
0,16,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,144,0,zh,橙色,橙,橙,橙色,橙,橙
126,0,255,zh,紫色,紫,紫,紫色,紫,紫
235,0,255,zh,紫色,紫,紫,玫红色,玫瑰,玫瑰
0,255,241,zh,青色,青,青,青色,青,青
57,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,99,zh,绿色,绿,绿,绿色,绿,绿
255,0,238,zh,洋红,洋红,洋红,玫红,玫瑰,玫瑰
255,186,0,zh,橙色,橙,橙,橙色,橙,橙
0,87,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
32,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,50,0,zh,橙色,橙,橙,朱红色,朱红,朱红
0,152,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
13,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
194,255,0,zh,黄绿色,黄绿,黄绿,柠檬绿,柠檬绿,柠檬绿
255,206,0,zh,黄色,黄,黄,黄色,黄,黄
62,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
95,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
249,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,76,zh,绿色,绿,绿,绿色,绿,绿
255,249,0,zh,黄色,黄,黄,黄色,黄,黄
63,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
57,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,84,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
157,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,23,zh,绿色,绿,绿,绿色,绿,绿
0,135,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,183,0,zh,橙色,橙,橙,橙色,橙,橙
43,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,201,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,0,zh,红色,红,红,红色,红,红
0,255,139,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,223,zh,青绿色,青绿,青绿,青色,青,青
0,206,255,zh,青色,青,青,天蓝色,天蓝,天蓝
255,122,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,216,zh,品红,品红,品红,品红,品红,品红
158,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,144,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
46,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,80,0,zh,橙色,橙,橙,橙色,橙,橙
0,221,255,zh,青色,青,青,天蓝色,天蓝,天蓝
0,255,38,zh,绿色,绿,绿,绿色,绿,绿
232,255,0,zh,黄色,黄,黄,柠檬黄,柠檬黄,柠檬黄
255,0,31,zh,红色,红,红,红色,红,红
127,255,0,zh,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
138,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,255,48,zh,绿色,绿,绿,绿色,绿,绿
255,0,165,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
253,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,212,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,249,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
255,0,158,zh,洋红色,洋红,洋红,玫红色,玫瑰,玫瑰
243,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,110,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
88,255,0,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
0,121,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,251,zh,青色,青,青,青色,青,青
255,0,84,zh,红色,红,红,玫红色,玫瑰,玫瑰
209,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,232,0,zh,黄色,黄,黄,黄色,黄,黄
0,215,255,zh,青色,青,青,青色,青,青
255,152,0,zh,橙色,橙,橙,橙色,橙,橙
76,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
208,0,255,zh,紫色,紫,紫,品红色,品红,品红
255,0,51,zh,红色,红,红,红色,红,红
64,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
216,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
0,255,184,zh,青绿色,青绿,青绿,青色,青,青
180,255,0,zh,荧光绿,荧光绿,荧光绿,黄绿色,黄绿,黄绿
255,0,63,zh,红色,红,红,玫红色,玫瑰,玫瑰
212,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
227,255,0,zh,黄色,黄,黄,黄色,黄,黄
8,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,65,0,zh,橙色,橙,橙,橙色,橙,橙
76,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,66,zh,绿色,绿,绿,绿色,绿,绿
52,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,175,zh,绿色,绿,绿,青色,青,青
255,120,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,204,zh,青绿色,青绿,青绿,青色,青,青
255,164,0,zh,橙色,橙,橙,橙色,橙,橙
0,14,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
133,255,0,zh,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
0,14,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,86,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,25,zh,绿色,绿,绿,绿色,绿,绿
0,150,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
146,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,167,zh,洋红,洋红,洋红,品红色,品红,品红
127,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,91,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
156,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,228,255,zh,青色,青,青,青色,青,青
127,255,0,zh,亮绿色,亮绿,亮绿,柠檬绿,柠檬绿,柠檬绿
0,218,255,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
0,94,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
210,255,0,zh,荧光黄,荧光黄,荧光黄,黄绿色,黄绿,黄绿
255,85,0,zh,橙色,橙,橙,橙色,橙,橙
201,255,0,zh,黄绿色,黄绿,黄绿,荧光黄绿,荧光黄绿,荧光黄绿
0,224,255,zh,青色,青,青,天蓝色,天蓝,天蓝
46,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
214,0,255,zh,紫色,紫,紫,品红色,品红,品红
249,255,0,zh,黄色,黄,黄,黄色,黄,黄
1,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
71,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
243,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,168,zh,品红,品红,品红,品红色,品红,品红
135,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,190,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,31,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,81,zh,绿色,绿,绿,绿色,绿,绿
0,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
76,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
206,0,255,zh,紫色,紫,紫,品红色,品红,品红
0,255,103,zh,绿色,绿,绿,绿色,绿,绿
2,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,219,zh,品红,品红,品红,品红,品红,品红
255,127,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,19,zh,绿色,绿,绿,绿色,绿,绿
0,255,111,zh,绿色,绿,绿,绿色,绿,绿
45,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
139,0,255,zh,紫色,紫,紫,亮紫色,亮紫,亮紫
198,255,0,zh,黄绿色,黄绿,黄绿,荧光黄绿,荧光黄绿,荧光黄绿
116,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
65,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,37,0,zh,红色,红,红,红色,红,红
68,255,0,zh,绿色,绿,绿,绿色,绿,绿
211,0,255,zh,紫色,紫,紫,品红,品红,品红
0,255,14,zh,绿色,绿,绿,绿色,绿,绿
255,234,0,zh,黄色,黄,黄,黄色,黄,黄
231,255,0,zh,黄色,黄,黄,黄色,黄,黄
216,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
255,247,0,zh,黄色,黄,黄,黄色,黄,黄
243,0,255,zh,品红,品红,品红,洋红色,洋红,洋红
0,209,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
0,255,83,zh,绿色,绿,绿,绿色,绿,绿
255,0,97,zh,粉红色,粉红,粉红,洋红色,洋红,洋红
255,0,95,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
0,234,255,zh,青色,青,青,青色,青,青
0,233,255,zh,青色,青,青,青色,青,青
252,0,255,zh,品红,品红,品红,洋红色,洋红,洋红
190,0,255,zh,紫色,紫,紫,亮紫色,亮紫,亮紫
255,73,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,5,zh,绿色,绿,绿,绿色,绿,绿
255,2,0,zh,红色,红,红,红色,红,红
185,255,0,zh,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
110,255,0,zh,亮绿色,亮绿,亮绿,柠檬绿,柠檬绿,柠檬绿
0,93,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,165,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,60,zh,红色,红,红,红色,红,红
0,107,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,70,zh,绿色,绿,绿,绿色,绿,绿
0,255,99,zh,绿色,绿,绿,绿色,绿,绿
255,0,155,zh,品红,品红,品红,品红色,品红,品红
255,0,227,zh,品红,品红,品红,洋红色,洋红,洋红
255,0,61,zh,红色,红,红,玫红色,玫瑰,玫瑰
244,0,255,zh,洋红色,洋红,洋红,洋红色,洋红,洋红
255,0,174,zh,品红,品红,品红,洋红色,洋红,洋红
209,255,0,zh,黄绿色,黄绿,黄绿,荧光黄绿,荧光黄绿,荧光黄绿
255,0,170,zh,洋红,洋红,洋红,洋红色,洋红,洋红
255,0,64,zh,红色,红,红,品红色,品红,品红
255,66,0,zh,橙色,橙,橙,橙色,橙,橙
255,185,0,zh,橙色,橙,橙,橙色,橙,橙
0,107,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,119,zh,粉色,粉,粉,品红,品红,品红
36,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,115,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,72,zh,红色,红,红,洋红色,洋红,洋红
255,0,163,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,238,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,132,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,255,184,zh,青绿色,青绿,青绿,青色,青,青
35,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
218,0,255,zh,紫色,紫,紫,品红色,品红,品红
255,0,147,zh,品红,品红,品红,品红色,品红,品红
255,0,238,zh,品红,品红,品红,品红,品红,品红
255,182,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,97,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
70,0,255,zh,紫色,紫,紫,紫蓝色,蓝紫,蓝紫
255,158,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,13,zh,红色,红,红,红色,红,红
216,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
94,0,255,zh,紫色,紫,紫,紫蓝色,蓝紫,蓝紫
255,247,0,zh,黄色,黄,黄,黄色,黄,黄
208,0,255,zh,紫色,紫,紫,品红色,品红,品红
0,255,30,zh,绿色,绿,绿,绿色,绿,绿
0,71,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
160,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,73,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
