r,g,b,lang_code,gpt_raw,gpt_norm,gpt_min,gemini_raw,gemini_norm,gemini_min
65,244,159,ko,민트그린,민트그린,민트그린,민트색,민트,민트
154,224,40,ko,연두색,연두,연두,라임색,라임,라임
122,72,186,ko,보라색,보라,보라,보라색,보라,보라
67,213,192,ko,민트색,민트,민트,터콰이즈색,터콰이즈,터콰이즈
51,152,91,ko,초록색,초록,초록,초록,초록,초록
61,225,36,ko,연두색,연두,연두,초록색,초록,초록
203,225,15,ko,노란색,노랑,노랑,라임색,라임,라임
0,35,90,ko,남색,남,남,남색,남,남
170,27,33,ko,빨강,빨강,빨강,빨강,빨강,빨강
168,149,27,ko,올리브색,올리브,올리브,황금색,황금,황금
230,119,9,ko,주황색,주황,주황,주황색,주황,주황
156,200,74,ko,연두색,연두,연두,연두색,연두,연두
15,185,206,ko,청록색,청록,청록,터키색,터키,터키
86,108,143,ko,파란색,파랑,파랑,청회색,청회,청회
138,235,241,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
254,37,104,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
38,108,112,ko,청록색,청록,청록,청록색,청록,청록
56,168,213,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
159,184,136,ko,연두색,연두,연두,쑥색,쑥,쑥
32,170,248,ko,하늘색,하늘,하늘,코발트 블루,코발트 블루,코발트블루
188,199,202,ko,회색,회,회,청회색,청회,청회
50,223,35,ko,초록색,초록,초록,라임색,라임,라임
88,158,105,ko,초록색,초록,초록,초록색,초록,초록
107,54,157,ko,보라색,보라,보라,보라색,보라,보라
248,95,116,ko,코랄핑크,코랄핑크,코랄핑크,산호색,산호,산호
242,42,128,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
245,1,161,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
126,198,226,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
208,74,225,ko,보라색,보라,보라,보라색,보라,보라
205,111,109,ko,분홍색,분홍,분홍,팥죽색,팥죽,팥죽
25,36,31,ko,짙은 초록색,짙은 초록,짙은초록,짙은 초록,짙은 초록,짙은초록
137,14,59,ko,자주색,자주,자주,버건디색,버건디,버건디
1,86,225,ko,파랑,파랑,파랑,파란색,파랑,파랑
114,118,126,ko,회색,회,회,회색,회,회
244,0,71,ko,분홍색,분홍,분홍,진분홍,진분홍,진분홍
222,146,99,ko,주황색,주황,주황,테라코타색,테라코타,테라코타
36,191,207,ko,청록색,청록,청록,청록색,청록,청록
199,69,148,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
197,32,88,ko,진홍색,진홍,진홍,진분홍색,진분홍,진분홍
182,90,189,ko,보라색,보라,보라,보라색,보라,보라
243,147,13,ko,주황색,주황,주황,주황색,주황,주황
108,215,200,ko,민트색,민트,민트,터키색,터키,터키
2,89,200,ko,파란색,파랑,파랑,파란색,파랑,파랑
177,145,242,ko,보라색,보라,보라,라벤더색,라벤더,라벤더
254,147,17,ko,주황색,주황,주황,주황색,주황,주황
148,14,130,ko,자주색,자주,자주,보라색,보라,보라
143,248,198,ko,민트색,민트,민트,민트색,민트,민트
208,21,80,ko,빨간색,빨강,빨강,핫핑크,핫핑크,핫핑크
101,77,30,ko,갈색,갈,갈,짙은 갈색,짙은 갈,짙은갈
156,81,64,ko,갈색,갈,갈,테라코타,테라코타,테라코타
157,103,251,ko,보라색,보라,보라,보라색,보라,보라
186,51,0,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
107,193,111,ko,연두색,연두,연두,초록색,초록,초록
67,171,216,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
110,166,91,ko,초록색,초록,초록,올리브색,올리브,올리브
130,25,105,ko,자주색,자주,자주,자주색,자주,자주
157,55,23,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
102,96,147,ko,보라색,보라,보라,보라색,보라,보라
236,255,88,ko,연두색,연두,연두,레몬색,레몬,레몬
126,76,231,ko,보라색,보라,보라,보라색,보라,보라
169,74,97,ko,자주빛 붉은색,자주빛 붉은,자주빛붉은,장미색,장미,장미
248,140,24,ko,주황색,주황,주황,주황색,주황,주황
232,146,76,ko,주황색,주황,주황,주황색,주황,주황
253,138,173,ko,분홍색,분홍,분홍,분홍색,분홍,분홍
97,246,19,ko,연두색,연두,연두,라임색,라임,라임
100,101,221,ko,보라색,보라,보라,남색,남,남
85,141,42,ko,초록색,초록,초록,녹색,녹,녹
22,63,194,ko,파랑,파랑,파랑,파란색,파랑,파랑
131,32,218,ko,보라색,보라,보라,보라색,보라,보라
52,146,87,ko,초록색,초록,초록,초록색,초록,초록
118,178,164,ko,청록색,청록,청록,청록색,청록,청록
153,227,139,ko,연두색,연두,연두,연두색,연두,연두
25,84,102,ko,청록색,청록,청록,청록색,청록,청록
232,240,165,ko,연두색,연두,연두,연노란색,연노랑,연노랑
177,53,146,ko,자주색,자주,자주,자주색,자주,자주
201,190,202,ko,연보라,연보라,연보라,라벤더색,라벤더,라벤더
106,87,54,ko,갈색,갈,갈,갈색,갈,갈
46,128,5,ko,초록색,초록,초록,초록색,초록,초록
238,11,208,ko,자홍색,자홍,자홍,자홍색,자홍,자홍
55,81,23,ko,초록색,초록,초록,국방색,국방,국방
164,9,120,ko,자주색,자주,자주,자홍색,자홍,자홍
72,32,254,ko,보라색,보라,보라,청보라색,청보라,청보라
79,213,176,ko,민트색,민트,민트,민트색,민트,민트
243,225,36,ko,노란색,노랑,노랑,노란색,노랑,노랑
122,82,20,ko,갈색,갈,갈,갈색,갈,갈
124,197,122,ko,연두색,연두,연두,초록색,초록,초록
185,26,23,ko,빨강,빨강,빨강,빨간색,빨강,빨강
159,146,124,ko,베이지,베이지,베이지,토프색,토프,토프
85,170,125,ko,초록색,초록,초록,초록색,초록,초록
105,201,237,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
250,125,207,ko,분홍색,분홍,분홍,분홍색,분홍,분홍
17,252,191,ko,청록색,청록,청록,청록색,청록,청록
244,213,181,ko,살구색,살구,살구,살구색,살구,살구
185,63,120,ko,분홍색,분홍,분홍,자주색,자주,자주
54,118,146,ko,청록색,청록,청록,청록색,청록,청록
61,75,25,ko,올리브색,올리브,올리브,올리브색,올리브,올리브
39,97,221,ko,파란색,파랑,파랑,파란색,파랑,파랑
85,111,33,ko,올리브색,올리브,올리브,올리브색,올리브,올리브
229,204,151,ko,베이지,베이지,베이지,베이지,베이지,베이지
2,116,126,ko,청록색,청록,청록,청록색,청록,청록
211,177,175,ko,연분홍,연분홍,연분홍,말린 장미색,말린 장미,말린장미
147,166,238,ko,연한 파란색,연 파랑,연파랑,라벤더색,라벤더,라벤더
89,229,147,ko,연두색,연두,연두,연두색,연두,연두
61,157,170,ko,청록색,청록,청록,청록색,청록,청록
43,146,166,ko,청록색,청록,청록,청록색,청록,청록
167,194,152,ko,연두색,연두,연두,연녹색,연녹,연녹
142,133,223,ko,연보라,연보라,연보라,라벤더색,라벤더,라벤더
123,252,62,ko,연두색,연두,연두,연두색,연두,연두
106,178,136,ko,연두색,연두,연두,민트색,민트,민트
191,91,105,ko,분홍색,분홍,분홍,말린 장미색,말린 장미,말린장미
108,223,16,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
135,78,187,ko,보라색,보라,보라,보라색,보라,보라
84,34,117,ko,보라색,보라,보라,보라색,보라,보라
78,166,127,ko,초록색,초록,초록,초록색,초록,초록
26,222,38,ko,연두색,연두,연두,초록색,초록,초록
106,114,231,ko,파랑,파랑,파랑,보라색,보라,보라
52,192,89,ko,초록색,초록,초록,초록색,초록,초록
200,31,96,ko,진홍색,진홍,진홍,진분홍색,진분홍,진분홍
25,75,243,ko,파란색,파랑,파랑,파란색,파랑,파랑
254,128,117,ko,코랄핑크,코랄핑크,코랄핑크,다홍색,다홍,다홍
88,238,195,ko,민트색,민트,민트,민트색,민트,민트
118,13,91,ko,자주색,자주,자주,보라색,보라,보라
53,6,193,ko,보라색,보라,보라,진한 보라색,진 보라,진보라
153,98,18,ko,갈색,갈,갈,밤색,밤,밤
236,116,81,ko,주황색,주황,주황,다홍색,다홍,다홍
21,92,126,ko,청록색,청록,청록,청록색,청록,청록
140,230,144,ko,연두색,연두,연두,연두색,연두,연두
29,136,51,ko,초록색,초록,초록,초록,초록,초록
247,210,63,ko,노란색,노랑,노랑,노란색,노랑,노랑
107,161,140,ko,청록색,청록,청록,청록색,청록,청록
142,33,48,ko,적갈색,적갈,적갈,버건디색,버건디,버건디
131,42,96,ko,자주색,자주,자주,자주색,자주,자주
251,129,117,ko,코랄핑크,코랄핑크,코랄핑크,산호색,산호,산호
59,87,0,ko,올리브색,올리브,올리브,올리브색,올리브,올리브
215,17,181,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
7,177,14,ko,초록색,초록,초록,초록색,초록,초록
164,97,25,ko,갈색,갈,갈,테라코타,테라코타,테라코타
3,65,119,ko,파란색,파랑,파랑,파란색,파랑,파랑
132,162,125,ko,연두색,연두,연두,올리브색,올리브,올리브
249,104,63,ko,주황색,주황,주황,산호색,산호,산호
152,205,62,ko,연두색,연두,연두,연두색,연두,연두
55,244,98,ko,초록색,초록,초록,연두색,연두,연두
254,250,101,ko,노란색,노랑,노랑,연노란색,연노랑,연노랑
185,227,226,ko,하늘색,하늘,하늘,민트색,민트,민트
195,105,23,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
41,204,61,ko,초록색,초록,초록,초록색,초록,초록
93,10,9,ko,적갈색,적갈,적갈,적갈색,적갈,적갈
85,225,248,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
116,5,175,ko,보라색,보라,보라,보라색,보라,보라
129,53,1,ko,갈색,갈,갈,갈색,갈,갈
236,14,223,ko,마젠타,마젠타,마젠타,마젠타,마젠타,마젠타
35,123,30,ko,초록색,초록,초록,초록,초록,초록
80,194,177,ko,청록색,청록,청록,청록색,청록,청록
226,221,175,ko,연노랑,연노랑,연노랑,크림색,크림,크림
49,42,172,ko,파랑,파랑,파랑,군청색,군청,군청
162,129,248,ko,보라색,보라,보라,보라색,보라,보라
173,57,239,ko,보라색,보라,보라,보라색,보라,보라
89,233,10,ko,연두색,연두,연두,연두색,연두,연두
119,65,130,ko,보라색,보라,보라,보라색,보라,보라
76,56,24,ko,갈색,갈,갈,갈색,갈,갈
217,241,86,ko,연두색,연두,연두,연두색,연두,연두
215,20,29,ko,빨간색,빨강,빨강,빨간색,빨강,빨강
187,12,240,ko,보라색,보라,보라,자주색,자주,자주
182,149,254,ko,연보라,연보라,연보라,라일락색,라일락,라일락
6,70,91,ko,청록색,청록,청록,청록색,청록,청록
65,169,240,ko,파란색,파랑,파랑,파란색,파랑,파랑
65,63,9,ko,올리브색,올리브,올리브,국방색,국방,국방
203,154,37,ko,황금색,황금,황금,겨자색,겨자,겨자
227,148,46,ko,주황색,주황,주황,짙은 주황색,짙은 주황,짙은주황
52,252,76,ko,초록색,초록,초록,초록색,초록,초록
200,73,208,ko,보라색,보라,보라,자주색,자주,자주
147,113,86,ko,갈색,갈,갈,갈색,갈,갈
26,234,97,ko,연두색,연두,연두,초록색,초록,초록
121,51,185,ko,보라색,보라,보라,보라색,보라,보라
225,198,61,ko,노랑,노랑,노랑,황금색,황금,황금
84,119,90,ko,초록색,초록,초록,국방색,국방,국방
164,31,13,ko,빨강,빨강,빨강,벽돌색,벽돌,벽돌
87,44,136,ko,보라색,보라,보라,보라색,보라,보라
219,149,46,ko,주황색,주황,주황,겨자색,겨자,겨자
75,29,216,ko,보라색,보라,보라,제비꽃색,제비꽃,제비꽃
213,52,141,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
113,229,162,ko,연두색,연두,연두,연두색,연두,연두
135,166,220,ko,하늘색,하늘,하늘,파란색,파랑,파랑
225,223,154,ko,연한 노랑,연 노랑,연노랑,크림색,크림,크림
215,79,160,ko,분홍색,분홍,분홍,핑크,핑크,핑크
67,240,68,ko,연두색,연두,연두,연두색,연두,연두
165,4,249,ko,보라색,보라,보라,보라색,보라,보라
28,108,8,ko,초록색,초록,초록,짙은 초록,짙은 초록,짙은초록
99,174,214,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
122,212,24,ko,연두색,연두,연두,연두색,연두,연두
38,86,122,ko,파란색,파랑,파랑,남색,남,남
43,145,154,ko,청록색,청록,청록,터키옥색,터키옥,터키옥
51,222,10,ko,연두색,연두,연두,초록색,초록,초록
164,243,172,ko,연두색,연두,연두,연두색,연두,연두
104,205,235,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
169,22,5,ko,빨강,빨강,빨강,벽돌색,벽돌,벽돌
31,216,149,ko,민트색,민트,민트,에메랄드 그린,에메랄드 그린,에메랄드그린
77,50,78,ko,자주색,자주,자주,보라색,보라,보라
191,129,111,ko,분홍색,분홍,분홍,말린 장미색,말린 장미,말린장미
77,177,39,ko,초록색,초록,초록,연두색,연두,연두
9,39,139,ko,파란색,파랑,파랑,파란색,파랑,파랑
12,241,56,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
66,239,148,ko,연두색,연두,연두,민트색,민트,민트
218,37,181,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
254,121,206,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
185,57,37,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
139,118,210,ko,보라색,보라,보라,보라색,보라,보라
194,133,190,ko,보라색,보라,보라,라벤더색,라벤더,라벤더
55,225,187,ko,민트색,민트,민트,터키색,터키,터키
123,114,225,ko,보라색,보라,보라,보라색,보라,보라
130,53,213,ko,보라색,보라,보라,보라색,보라,보라
225,67,164,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
153,150,218,ko,보라색,보라,보라,연보라색,연보라,연보라
194,95,59,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
119,43,224,ko,보라색,보라,보라,보라색,보라,보라
232,64,191,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
226,152,201,ko,분홍색,분홍,분홍,핑크,핑크,핑크
216,27,214,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
197,196,31,ko,노란색,노랑,노랑,연두색,연두,연두
241,108,108,ko,분홍색,분홍,분홍,산호색,산호,산호
144,48,191,ko,보라색,보라,보라,보라색,보라,보라
193,169,201,ko,연보라,연보라,연보라,연보라색,연보라,연보라
44,40,30,ko,짙은 갈색,짙은 갈,짙은갈,국방색,국방,국방
244,81,102,ko,코랄핑크,코랄핑크,코랄핑크,빨강,빨강,빨강
5,77,231,ko,파란색,파랑,파랑,파란색,파랑,파랑
178,158,160,ko,분홍빛 회색,분홍빛 회,분홍빛회,모브색,모브,모브
209,131,148,ko,분홍색,분홍,분홍,분홍,분홍,분홍
4,244,45,ko,초록색,초록,초록,초록색,초록,초록
108,211,33,ko,연두색,연두,연두,연두색,연두,연두
197,65,23,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
136,43,77,ko,자주색,자주,자주,자주,자주,자주
68,192,75,ko,초록색,초록,초록,초록,초록,초록
207,192,87,ko,카키색,카키,카키,겨자색,겨자,겨자
106,244,69,ko,연두색,연두,연두,연두색,연두,연두
177,83,135,ko,자주색,자주,자주,자홍색,자홍,자홍
81,13,86,ko,보라색,보라,보라,포도색,포도,포도
158,109,178,ko,보라색,보라,보라,보라색,보라,보라
147,119,251,ko,보라색,보라,보라,보라색,보라,보라
236,97,229,ko,보라색,보라,보라,분홍색,분홍,분홍
97,145,218,ko,파란색,파랑,파랑,파란색,파랑,파랑
67,8,69,ko,보라색,보라,보라,자색,자,자
65,185,35,ko,초록색,초록,초록,연두색,연두,연두
106,234,84,ko,연두색,연두,연두,연두색,연두,연두
253,220,154,ko,연노랑,연노랑,연노랑,살구색,살구,살구
227,14,57,ko,빨강,빨강,빨강,빨간색,빨강,빨강
173,193,211,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
213,194,161,ko,베이지,베이지,베이지,베이지,베이지,베이지
253,202,120,ko,주황색,주황,주황,살구색,살구,살구
145,10,198,ko,보라색,보라,보라,보라색,보라,보라
221,21,33,ko,빨강,빨강,빨강,빨간색,빨강,빨강
154,163,123,ko,카키색,카키,카키,올리브색,올리브,올리브
224,10,74,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
127,98,70,ko,갈색,갈,갈,초콜릿색,초콜릿,초콜릿
130,216,202,ko,민트색,민트,민트,청록색,청록,청록
164,47,91,ko,자주색,자주,자주,자주색,자주,자주
132,24,47,ko,자주색,자주,자주,버건디색,버건디,버건디
72,27,39,ko,자주색,자주,자주,와인색,와인,와인
210,231,202,ko,연두색,연두,연두,연두색,연두,연두
84,90,213,ko,보라색,보라,보라,로열블루,로열블루,로열블루
55,45,224,ko,파랑,파랑,파랑,파란색,파랑,파랑
167,105,96,ko,갈색,갈,갈,벽돌색,벽돌,벽돌
203,182,52,ko,노란색,노랑,노랑,겨자색,겨자,겨자
152,219,154,ko,연두색,연두,연두,연두색,연두,연두
100,213,159,ko,민트색,민트,민트,민트색,민트,민트
99,192,70,ko,초록색,초록,초록,연두색,연두,연두
185,153,16,ko,노란색,노랑,노랑,겨자색,겨자,겨자
132,46,134,ko,보라색,보라,보라,자주색,자주,자주
139,187,219,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
148,40,14,ko,갈색,갈,갈,벽돌색,벽돌,벽돌
139,240,45,ko,연두색,연두,연두,연두색,연두,연두
225,60,211,ko,자홍색,자홍,자홍,자주색,자주,자주
173,3,3,ko,빨강,빨강,빨강,빨강,빨강,빨강
129,201,163,ko,연두색,연두,연두,민트색,민트,민트
152,234,144,ko,연두색,연두,연두,연두색,연두,연두
200,45,71,ko,빨강,빨강,빨강,진홍색,진홍,진홍
85,3,189,ko,보라색,보라,보라,보라색,보라,보라
172,59,22,ko,주황색,주황,주황,벽돌색,벽돌,벽돌
234,96,97,ko,빨간색,빨강,빨강,다홍색,다홍,다홍
182,45,204,ko,보라색,보라,보라,자주색,자주,자주
254,151,26,ko,주황색,주황,주황,주황색,주황,주황
23,6,130,ko,파랑,파랑,파랑,남색,남,남
73,233,158,ko,민트초록,민트초록,민트초록,민트색,민트,민트
211,21,243,ko,보라색,보라,보라,자주색,자주,자주
0,49,27,ko,짙은 초록색,짙은 초록,짙은초록,진녹색,진녹,진녹
246,213,63,ko,노란색,노랑,노랑,노란색,노랑,노랑
219,115,242,ko,보라색,보라,보라,보라색,보라,보라
52,106,171,ko,파란색,파랑,파랑,파란색,파랑,파랑
179,105,36,ko,주황색,주황,주황,황토색,황토,황토
211,4,133,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
195,185,49,ko,노란색,노랑,노랑,겨자색,겨자,겨자
183,129,181,ko,보라색,보라,보라,보라색,보라,보라
24,70,238,ko,파랑,파랑,파랑,파랑,파랑,파랑
145,22,244,ko,보라색,보라,보라,보라색,보라,보라
98,229,116,ko,연두색,연두,연두,초록색,초록,초록
171,139,79,ko,황갈색,황갈,황갈,황갈색,황갈,황갈
8,29,76,ko,남색,남,남,남색,남,남
179,185,239,ko,연보라색,연보라,연보라,연보라색,연보라,연보라
118,70,0,ko,갈색,갈,갈,갈색,갈,갈
208,67,71,ko,빨강,빨강,빨강,벽돌색,벽돌,벽돌
228,23,197,ko,분홍색,분홍,분홍,마젠타색,마젠타,마젠타
144,160,206,ko,파란색,파랑,파랑,라벤더색,라벤더,라벤더
129,38,173,ko,보라색,보라,보라,보라색,보라,보라
219,222,202,ko,연두색,연두,연두,회녹색,회녹,회녹
42,10,72,ko,보라색,보라,보라,보라색,보라,보라
190,64,176,ko,보라색,보라,보라,자주색,자주,자주
135,229,99,ko,연두색,연두,연두,연두색,연두,연두
79,31,189,ko,보라색,보라,보라,보라색,보라,보라
86,89,22,ko,올리브색,올리브,올리브,국방색,국방,국방
185,58,35,ko,적갈색,적갈,적갈,적갈색,적갈,적갈
115,173,206,ko,하늘색,하늘,하늘,청색,청,청
242,244,105,ko,노란색,노랑,노랑,연노란색,연노랑,연노랑
242,0,82,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
53,24,173,ko,보라색,보라,보라,보라색,보라,보라
61,162,147,ko,청록색,청록,청록,청록색,청록,청록
250,169,9,ko,주황색,주황,주황,주황색,주황,주황
240,11,1,ko,빨강,빨강,빨강,빨강,빨강,빨강
125,209,242,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
13,156,213,ko,하늘색,하늘,하늘,코발트블루,코발트블루,코발트블루
229,219,32,ko,노란색,노랑,노랑,노란색,노랑,노랑
144,37,107,ko,자주색,자주,자주,자주색,자주,자주
220,199,240,ko,연보라색,연보라,연보라,연보라,연보라,연보라
222,53,12,ko,주황색,주황,주황,다홍색,다홍,다홍
155,156,73,ko,카키색,카키,카키,올리브색,올리브,올리브
65,58,146,ko,보라색,보라,보라,보라색,보라,보라
186,159,189,ko,연보라색,연보라,연보라,연보라색,연보라,연보라
164,236,240,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
114,230,81,ko,연두색,연두,연두,연두색,연두,연두
55,6,209,ko,보라색,보라,보라,청보라색,청보라,청보라
7,196,121,ko,초록색,초록,초록,초록색,초록,초록
161,13,220,ko,보라색,보라,보라,보라색,보라,보라
237,79,145,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
48,168,140,ko,청록색,청록,청록,청록색,청록,청록
70,211,15,ko,초록색,초록,초록,연두색,연두,연두
112,51,217,ko,보라색,보라,보라,보라색,보라,보라
57,176,14,ko,초록색,초록,초록,초록,초록,초록
6,231,34,ko,초록색,초록,초록,초록색,초록,초록
197,103,113,ko,분홍색,분홍,분홍,인디언 핑크,인디언 핑크,인디언핑크
151,162,88,ko,올리브그린,올리브그린,올리브그린,올리브색,올리브,올리브
155,228,3,ko,연두색,연두,연두,연두색,연두,연두
216,60,53,ko,빨강,빨강,빨강,빨간색,빨강,빨강
156,144,66,ko,카키색,카키,카키,올리브색,올리브,올리브
106,125,216,ko,파란색,파랑,파랑,파란색,파랑,파랑
116,76,218,ko,보라색,보라,보라,보라색,보라,보라
239,142,5,ko,주황색,주황,주황,주황색,주황,주황
18,196,129,ko,초록색,초록,초록,초록색,초록,초록
108,125,170,ko,파란색,파랑,파랑,청회색,청회,청회
84,196,160,ko,민트그린,민트그린,민트그린,청록색,청록,청록
133,190,121,ko,연두색,연두,연두,세이지색,세이지,세이지
214,20,196,ko,자홍색,자홍,자홍,자주색,자주,자주
102,169,218,ko,하늘색,하늘,하늘,파랑,파랑,파랑
53,136,149,ko,청록색,청록,청록,청록색,청록,청록
79,193,110,ko,초록색,초록,초록,초록색,초록,초록
108,82,140,ko,보라색,보라,보라,보라색,보라,보라
67,64,124,ko,보라색,보라,보라,가지색,가지,가지
17,179,53,ko,초록색,초록,초록,초록색,초록,초록
23,115,249,ko,파란색,파랑,파랑,코발트 블루,코발트 블루,코발트블루
226,205,198,ko,연분홍,연분홍,연분홍,연분홍색,연분홍,연분홍
204,24,139,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
27,196,118,ko,연두색,연두,연두,에메랄드 그린,에메랄드 그린,에메랄드그린
111,38,145,ko,보라색,보라,보라,보라색,보라,보라
226,109,160,ko,분홍색,분홍,분홍,핑크,핑크,핑크
253,150,155,ko,분홍색,분홍,분홍,분홍색,분홍,분홍
199,154,145,ko,분홍색,분홍,분홍,말린 장미색,말린 장미,말린장미
111,194,74,ko,연두색,연두,연두,연두색,연두,연두
12,102,126,ko,청록색,청록,청록,청록색,청록,청록
32,38,101,ko,남색,남,남,진한 파란색,진 파랑,진파랑
95,68,249,ko,보라색,보라,보라,남보라색,남보라,남보라
151,4,196,ko,보라색,보라,보라,보라색,보라,보라
175,37,191,ko,보라색,보라,보라,보라색,보라,보라
143,99,130,ko,보라색,보라,보라,모브색,모브,모브
87,105,49,ko,올리브그린,올리브그린,올리브그린,올리브 그린,올리브 그린,올리브그린
111,9,85,ko,자주색,자주,자주,보라색,보라,보라
11,244,181,ko,청록색,청록,청록,아쿠아색,아쿠아,아쿠아
97,203,22,ko,연두색,연두,연두,연두색,연두,연두
151,71,30,ko,갈색,갈,갈,밤색,밤,밤
218,144,123,ko,살구색,살구,살구,살구색,살구,살구
240,156,171,ko,분홍색,분홍,분홍,분홍색,분홍,분홍
176,245,51,ko,연두색,연두,연두,연두색,연두,연두
162,66,2,ko,주황색,주황,주황,적갈색,적갈,적갈
82,229,71,ko,연두색,연두,연두,연두색,연두,연두
15,74,38,ko,초록색,초록,초록,짙은 청록색,짙은 청록,짙은청록
45,5,56,ko,보라색,보라,보라,진보라색,진보라,진보라
183,132,89,ko,갈색,갈,갈,갈색,갈,갈
33,254,165,ko,민트색,민트,민트,민트색,민트,민트
70,127,57,ko,초록색,초록,초록,녹색,녹,녹
252,11,242,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
74,215,155,ko,민트색,민트,민트,민트색,민트,민트
79,61,209,ko,보라색,보라,보라,청보라색,청보라,청보라
208,133,118,ko,살몬색,살몬,살몬,말린 장미색,말린 장미,말린장미
75,202,84,ko,연두색,연두,연두,초록색,초록,초록
202,139,249,ko,연보라,연보라,연보라,연보라색,연보라,연보라
132,84,31,ko,갈색,갈,갈,초콜릿색,초콜릿,초콜릿
183,118,106,ko,연갈색,연갈,연갈,벽돌색,벽돌,벽돌
88,5,221,ko,보라색,보라,보라,보라색,보라,보라
201,141,33,ko,주황색,주황,주황,황토색,황토,황토
58,19,230,ko,보라색,보라,보라,로열블루,로열블루,로열블루
144,140,15,ko,올리브색,올리브,올리브,올리브색,올리브,올리브
224,202,188,ko,연한 베이지,연 베이지,연베이지,핑크 베이지,핑크 베이지,핑크베이지
3,232,221,ko,청록색,청록,청록,청록색,청록,청록
94,17,10,ko,적갈색,적갈,적갈,적갈색,적갈,적갈
120,237,142,ko,연두색,연두,연두,연두색,연두,연두
213,180,201,ko,연분홍,연분홍,연분홍,연보라색,연보라,연보라
24,75,57,ko,초록색,초록,초록,진녹색,진녹,진녹
142,169,248,ko,파란색,파랑,파랑,하늘색,하늘,하늘
99,167,250,ko,파란색,파랑,파랑,하늘색,하늘,하늘
125,91,34,ko,갈색,갈,갈,밤색,밤,밤
190,40,119,ko,분홍색,분홍,분홍,자홍색,자홍,자홍
226,152,12,ko,주황색,주황,주황,호박색,호박,호박
233,114,13,ko,주황색,주황,주황,주황색,주황,주황
164,103,95,ko,분홍색,분홍,분홍,적갈색,적갈,적갈
9,221,134,ko,초록색,초록,초록,초록색,초록,초록
209,255,43,ko,연두색,연두,연두,라임색,라임,라임
42,26,9,ko,갈색,갈,갈,어두운 갈색,어두운 갈,어두운갈
69,134,76,ko,초록색,초록,초록,진녹색,진녹,진녹
240,221,121,ko,노랑,노랑,노랑,연노란색,연노랑,연노랑
142,67,117,ko,자주색,자주,자주,자주색,자주,자주
123,148,144,ko,회녹색,회녹,회녹,청록색,청록,청록
5,182,46,ko,초록색,초록,초록,초록색,초록,초록
15,15,241,ko,파란색,파랑,파랑,파란색,파랑,파랑
74,88,255,ko,파란색,파랑,파랑,로얄블루,로얄블루,로얄블루
30,134,49,ko,초록색,초록,초록,초록색,초록,초록
148,205,150,ko,연두색,연두,연두,연두색,연두,연두
176,245,206,ko,연두색,연두,연두,민트색,민트,민트
225,248,140,ko,연두색,연두,연두,연두색,연두,연두
11,60,35,ko,초록색,초록,초록,짙은 녹색,짙은 녹,짙은녹
91,22,123,ko,보라색,보라,보라,보라색,보라,보라
211,189,37,ko,노란색,노랑,노랑,머스타드색,머스타드,머스타드
222,244,147,ko,연두색,연두,연두,연두색,연두,연두
127,64,89,ko,자주색,자주,자주,버건디,버건디,버건디
162,146,74,ko,카키색,카키,카키,카키색,카키,카키
42,197,218,ko,청록색,청록,청록,하늘색,하늘,하늘
