r,g,b,lang_code,gpt_raw,gpt_norm,gpt_min,gemini_raw,gemini_norm,gemini_min
0,255,85,ko,초록색,초록,초록,형광초록색,형광초록,형광초록
99,255,0,ko,연두색,연두,연두,라임색,라임,라임
201,0,255,ko,자주색,자주,자주,보라색,보라,보라
255,0,106,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,188,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
239,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
225,0,255,ko,보라색,보라,보라,자홍색,자홍,자홍
196,255,0,ko,연두색,연두,연두,라임색,라임,라임
197,255,0,ko,연두색,연두,연두,라임색,라임,라임
255,184,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,168,ko,청록색,청록,청록,청록색,청록,청록
69,0,255,ko,보라색,보라,보라,보라색,보라,보라
121,0,255,ko,보라색,보라,보라,보라색,보라,보라
48,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,0,25,ko,빨강,빨강,빨강,빨간색,빨강,빨강
255,0,128,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,67,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,234,ko,청록색,청록,청록,청록색,청록,청록
0,255,100,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
255,0,121,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,164,ko,민트색,민트,민트,민트색,민트,민트
113,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,255,193,ko,청록색,청록,청록,청록색,청록,청록
255,0,226,ko,자홍색,자홍,자홍,마젠타색,마젠타,마젠타
228,0,255,ko,보라색,보라,보라,마젠타,마젠타,마젠타
255,236,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,201,ko,청록색,청록,청록,청록색,청록,청록
0,212,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
255,233,0,ko,노란색,노랑,노랑,노랑,노랑,노랑
255,0,134,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,126,ko,초록색,초록,초록,초록색,초록,초록
119,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,36,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,255,93,ko,연두색,연두,연두,초록색,초록,초록
255,0,85,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,56,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
138,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,208,ko,청록색,청록,청록,청록색,청록,청록
196,255,0,ko,연두색,연두,연두,연두색,연두,연두
133,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,100,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
87,255,0,ko,연두색,연두,연두,연두색,연두,연두
0,255,27,ko,형광초록,형광초록,형광초록,초록색,초록,초록
0,255,231,ko,청록색,청록,청록,청록색,청록,청록
0,255,93,ko,초록색,초록,초록,라임색,라임,라임
0,255,19,ko,연두색,연두,연두,초록,초록,초록
0,255,15,ko,초록색,초록,초록,초록색,초록,초록
0,45,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
0,178,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
255,0,208,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
5,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,142,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,9,ko,빨강,빨강,빨강,빨간색,빨강,빨강
187,0,255,ko,보라색,보라,보라,보라색,보라,보라
7,255,0,ko,연두색,연두,연두,초록색,초록,초록
244,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,178,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,33,ko,빨강,빨강,빨강,빨간색,빨강,빨강
255,113,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,16,ko,빨강,빨강,빨강,빨강,빨강,빨강
0,119,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,249,ko,청록색,청록,청록,청록색,청록,청록
255,0,37,ko,빨강,빨강,빨강,빨강,빨강,빨강
145,255,0,ko,연두색,연두,연두,연두색,연두,연두
134,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,2,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,110,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,201,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
98,0,255,ko,보라색,보라,보라,남보라색,남보라,남보라
0,237,255,ko,청록색,청록,청록,시안,시안,시안
209,255,0,ko,형광 노랑,형광 노랑,형광노랑,형광 연두색,형광 연두,형광연두
207,0,255,ko,자주색,자주,자주,마젠타색,마젠타,마젠타
255,0,244,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
161,0,255,ko,보라색,보라,보라,보라색,보라,보라
157,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,255,138,ko,초록색,초록,초록,형광 녹색,형광 녹,형광녹
95,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,0,25,ko,빨강,빨강,빨강,빨강,빨강,빨강
117,255,0,ko,연두색,연두,연두,라임색,라임,라임
255,0,240,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,255,122,ko,초록색,초록,초록,라임색,라임,라임
0,255,162,ko,민트색,민트,민트,청록색,청록,청록
0,255,150,ko,청록색,청록,청록,에메랄드색,에메랄드,에메랄드
255,184,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,160,ko,분홍색,분홍,분홍,핑크색,핑크,핑크
255,0,28,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,0,251,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,0,161,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
255,0,117,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
192,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,49,ko,초록색,초록,초록,형광 초록색,형광 초록,형광초록
47,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,235,ko,청록색,청록,청록,아쿠아,아쿠아,아쿠아
84,255,0,ko,연두색,연두,연두,연두색,연두,연두
236,255,0,ko,노랑,노랑,노랑,노란색,노랑,노랑
0,255,174,ko,민트색,민트,민트,청록색,청록,청록
0,143,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
58,0,255,ko,보라색,보라,보라,파랑,파랑,파랑
255,15,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
233,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
25,0,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
231,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,39,0,ko,주황색,주황,주황,빨강,빨강,빨강
0,13,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
145,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,0,41,ko,빨간색,빨강,빨강,빨간색,빨강,빨강
20,255,0,ko,연두색,연두,연두,초록색,초록,초록
0,255,123,ko,형광초록,형광초록,형광초록,라임색,라임,라임
15,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,43,0,ko,주황색,주황,주황,다홍색,다홍,다홍
177,255,0,ko,연두색,연두,연두,라임색,라임,라임
54,0,255,ko,파란색,파랑,파랑,로열 블루,로열 블루,로열블루
255,177,0,ko,주황색,주황,주황,주황색,주황,주황
255,182,0,ko,주황색,주황,주황,주황색,주황,주황
255,11,0,ko,빨강,빨강,빨강,빨간색,빨강,빨강
154,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,92,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,11,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,205,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
255,225,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
208,0,255,ko,보라색,보라,보라,자주색,자주,자주
0,255,177,ko,민트색,민트,민트,청록색,청록,청록
0,253,255,ko,하늘색,하늘,하늘,청록색,청록,청록
255,0,250,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
77,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,90,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
144,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,0,84,ko,분홍색,분홍,분홍,마젠타색,마젠타,마젠타
255,0,199,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,41,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
255,26,0,ko,빨강,빨강,빨강,빨간색,빨강,빨강
0,101,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
6,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,255,185,ko,청록색,청록,청록,청록색,청록,청록
255,2,0,ko,빨강,빨강,빨강,빨간색,빨강,빨강
240,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,200,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,117,ko,형광 초록,형광 초록,형광초록,형광 연두색,형광 연두,형광연두
255,0,31,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,0,214,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,28,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,8,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,27,0,ko,빨강,빨강,빨강,선홍색,선홍,선홍
255,138,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,129,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,9,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
126,0,255,ko,보라색,보라,보라,보라색,보라,보라
6,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
17,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
23,255,0,ko,초록색,초록,초록,형광 초록색,형광 초록,형광초록
255,164,0,ko,주황색,주황,주황,주황색,주황,주황
244,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
68,0,255,ko,보라색,보라,보라,파랑,파랑,파랑
105,0,255,ko,보라색,보라,보라,보라색,보라,보라
133,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,0,2,ko,빨강,빨강,빨강,빨간색,빨강,빨강
255,0,3,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,169,0,ko,주황색,주황,주황,주황색,주황,주황
89,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,11,0,ko,빨간색,빨강,빨강,빨간색,빨강,빨강
0,255,102,ko,초록색,초록,초록,초록색,초록,초록
255,0,239,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,157,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,72,ko,분홍색,분홍,분홍,진분홍,진분홍,진분홍
247,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,14,ko,초록색,초록,초록,초록색,초록,초록
0,25,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
0,255,59,ko,초록색,초록,초록,초록색,초록,초록
127,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,190,ko,청록색,청록,청록,민트색,민트,민트
255,0,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
146,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,223,255,ko,하늘색,하늘,하늘,사이안색,사이안,사이안
0,255,77,ko,연두색,연두,연두,연두색,연두,연두
255,0,133,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,120,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
62,0,255,ko,보라색,보라,보라,파란색,파랑,파랑
30,255,0,ko,초록색,초록,초록,초록색,초록,초록
48,255,0,ko,연두색,연두,연두,초록색,초록,초록
186,255,0,ko,연두색,연두,연두,연두색,연두,연두
248,255,0,ko,노란색,노랑,노랑,노랑,노랑,노랑
160,0,255,ko,보라색,보라,보라,보라색,보라,보라
160,255,0,ko,연두색,연두,연두,라임색,라임,라임
71,255,0,ko,연두색,연두,연두,초록색,초록,초록
218,0,255,ko,자주색,자주,자주,마젠타,마젠타,마젠타
255,164,0,ko,주황색,주황,주황,주황색,주황,주황
255,85,0,ko,주황색,주황,주황,주황색,주황,주황
117,0,255,ko,보라색,보라,보라,보라색,보라,보라
229,0,255,ko,자주색,자주,자주,자홍색,자홍,자홍
161,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,206,ko,청록색,청록,청록,청록색,청록,청록
0,45,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
108,0,255,ko,보라색,보라,보라,바이올렛,바이올렛,바이올렛
0,196,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
0,76,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
73,0,255,ko,보라색,보라,보라,군청색,군청,군청
255,87,0,ko,주황색,주황,주황,주황색,주황,주황
140,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,10,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
46,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
8,255,0,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
0,255,219,ko,청록색,청록,청록,청록색,청록,청록
255,114,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,79,ko,형광연두,형광연두,형광연두,초록색,초록,초록
0,255,43,ko,연두색,연두,연두,초록색,초록,초록
182,255,0,ko,연두색,연두,연두,연두색,연두,연두
0,22,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,194,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
115,255,0,ko,연두색,연두,연두,라임색,라임,라임
96,255,0,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
255,215,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,63,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,181,ko,청록색,청록,청록,청록색,청록,청록
255,0,127,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
213,255,0,ko,형광노랑,형광노랑,형광노랑,형광 연두색,형광 연두,형광연두
5,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,255,235,ko,청록색,청록,청록,청록색,청록,청록
121,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,0,219,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,229,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
72,0,255,ko,보라색,보라,보라,파란색,파랑,파랑
0,229,255,ko,하늘색,하늘,하늘,청록색,청록,청록
255,0,164,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
0,109,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
255,0,24,ko,빨강,빨강,빨강,빨강,빨강,빨강
0,255,148,ko,청록색,청록,청록,형광 초록색,형광 초록,형광초록
255,0,226,ko,마젠타,마젠타,마젠타,마젠타,마젠타,마젠타
255,0,76,ko,분홍색,분홍,분홍,자홍색,자홍,자홍
0,246,255,ko,시안,시안,시안,청록색,청록,청록
255,188,0,ko,노란색,노랑,노랑,개나리색,개나리,개나리
255,0,221,ko,자홍색,자홍,자홍,자홍색,자홍,자홍
255,0,252,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,255,225,ko,청록색,청록,청록,청록색,청록,청록
0,255,253,ko,청록색,청록,청록,청록색,청록,청록
188,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,185,0,ko,주황색,주황,주황,주황색,주황,주황
255,150,0,ko,주황색,주황,주황,주황색,주황,주황
0,86,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,255,77,ko,초록색,초록,초록,초록색,초록,초록
255,143,0,ko,주황색,주황,주황,주황색,주황,주황
57,255,0,ko,연두색,연두,연두,초록색,초록,초록
0,211,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
48,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,225,255,ko,청록색,청록,청록,하늘색,하늘,하늘
141,0,255,ko,보라색,보라,보라,보라색,보라,보라
88,0,255,ko,보라색,보라,보라,보라색,보라,보라
201,0,255,ko,보라색,보라,보라,보라색,보라,보라
112,0,255,ko,보라색,보라,보라,보라색,보라,보라
176,0,255,ko,보라색,보라,보라,보라색,보라,보라
28,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,16,ko,초록색,초록,초록,초록색,초록,초록
255,138,0,ko,주황색,주황,주황,주황,주황,주황
3,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
98,255,0,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
0,255,110,ko,형광 초록,형광 초록,형광초록,초록색,초록,초록
0,255,65,ko,연두색,연두,연두,초록색,초록,초록
0,99,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,62,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,0,208,ko,마젠타,마젠타,마젠타,핫핑크,핫핑크,핫핑크
255,51,0,ko,주황색,주황,주황,다홍,다홍,다홍
0,255,159,ko,민트색,민트,민트,청록색,청록,청록
7,255,0,ko,초록색,초록,초록,초록색,초록,초록
255,149,0,ko,주황색,주황,주황,주황색,주황,주황
0,125,255,ko,파랑,파랑,파랑,하늘색,하늘,하늘
117,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,68,0,ko,주황색,주황,주황,주황색,주황,주황
105,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,223,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
0,213,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
0,255,130,ko,초록색,초록,초록,형광 초록,형광 초록,형광초록
255,0,111,ko,분홍색,분홍,분홍,핫핑크색,핫핑크,핫핑크
255,198,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,0,11,ko,빨간색,빨강,빨강,빨강,빨강,빨강
15,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,182,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,186,ko,청록색,청록,청록,터키옥색,터키옥,터키옥
0,4,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,71,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,64,ko,초록색,초록,초록,초록,초록,초록
26,255,0,ko,연두색,연두,연두,초록색,초록,초록
115,255,0,ko,연두색,연두,연두,연두색,연두,연두
0,255,105,ko,초록색,초록,초록,연두색,연두,연두
255,45,0,ko,주황색,주황,주황,빨강,빨강,빨강
255,0,251,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,0,98,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
242,0,255,ko,자주색,자주,자주,마젠타,마젠타,마젠타
0,240,255,ko,청록색,청록,청록,청록색,청록,청록
92,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,0,38,ko,빨강,빨강,빨강,빨강,빨강,빨강
97,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,133,0,ko,주황색,주황,주황,주황색,주황,주황
255,221,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,164,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,130,ko,초록색,초록,초록,연두색,연두,연두
0,106,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,14,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,0,141,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
0,54,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,6,ko,형광초록,형광초록,형광초록,초록색,초록,초록
255,0,87,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
4,255,0,ko,형광연두,형광연두,형광연두,초록색,초록,초록
255,235,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,148,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,253,255,ko,청록색,청록,청록,청록색,청록,청록
129,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,84,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,166,ko,민트색,민트,민트,청록색,청록,청록
0,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,233,255,ko,하늘색,하늘,하늘,청록색,청록,청록
255,111,0,ko,주황색,주황,주황,주황색,주황,주황
176,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,148,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
34,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,0,5,ko,빨강,빨강,빨강,빨간색,빨강,빨강
0,255,192,ko,청록색,청록,청록,민트색,민트,민트
255,0,133,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
238,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
3,255,0,ko,초록색,초록,초록,초록색,초록,초록
0,255,18,ko,연두색,연두,연두,초록색,초록,초록
0,167,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,255,167,ko,민트색,민트,민트,청록색,청록,청록
255,0,229,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
48,255,0,ko,연두색,연두,연두,초록,초록,초록
255,30,0,ko,빨간색,빨강,빨강,빨간색,빨강,빨강
0,255,177,ko,민트색,민트,민트,청록색,청록,청록
243,0,255,ko,자주색,자주,자주,마젠타,마젠타,마젠타
161,255,0,ko,연두색,연두,연두,라임색,라임,라임
202,0,255,ko,보라색,보라,보라,자주색,자주,자주
255,0,76,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,82,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,207,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,97,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,99,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,0,63,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
255,0,106,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,91,255,ko,파랑,파랑,파랑,코발트 블루,코발트 블루,코발트블루
255,0,109,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
6,255,0,ko,형광초록,형광초록,형광초록,초록색,초록,초록
168,255,0,ko,연두색,연두,연두,연두색,연두,연두
0,255,72,ko,초록색,초록,초록,라임색,라임,라임
0,255,44,ko,연두색,연두,연두,초록색,초록,초록
0,219,255,ko,하늘색,하늘,하늘,아쿠아색,아쿠아,아쿠아
118,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,85,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,22,ko,연두색,연두,연두,초록색,초록,초록
255,0,42,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,212,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,124,ko,초록색,초록,초록,연두색,연두,연두
255,146,0,ko,주황색,주황,주황,주황색,주황,주황
48,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,69,ko,초록색,초록,초록,라임색,라임,라임
0,8,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
249,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,174,ko,민트색,민트,민트,청록색,청록,청록
206,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,188,255,ko,하늘색,하늘,하늘,청록색,청록,청록
0,255,61,ko,초록색,초록,초록,초록색,초록,초록
255,115,0,ko,주황색,주황,주황,주황색,주황,주황
255,22,0,ko,빨간색,빨강,빨강,빨강,빨강,빨강
97,0,255,ko,보라색,보라,보라,보라색,보라,보라
28,255,0,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
0,255,60,ko,연두색,연두,연두,초록색,초록,초록
0,69,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,77,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
57,0,255,ko,보라색,보라,보라,파랑,파랑,파랑
15,255,0,ko,형광초록,형광초록,형광초록,초록색,초록,초록
13,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
154,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,255,93,ko,초록색,초록,초록,초록색,초록,초록
0,255,85,ko,초록색,초록,초록,연두색,연두,연두
0,116,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,53,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,255,148,ko,민트색,민트,민트,초록색,초록,초록
255,192,0,ko,주황색,주황,주황,금색,금,금
0,252,255,ko,청록색,청록,청록,시안,시안,시안
0,255,163,ko,청록색,청록,청록,청록색,청록,청록
157,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,251,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,103,0,ko,주황색,주황,주황,주황색,주황,주황
255,144,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,118,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
168,255,0,ko,라임색,라임,라임,연두색,연두,연두
0,255,186,ko,청록색,청록,청록,민트색,민트,민트
0,147,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,251,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,109,0,ko,주황색,주황,주황,주황색,주황,주황
192,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,234,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,150,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
76,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,222,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,166,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
0,12,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,148,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,52,ko,연두색,연두,연두,초록색,초록,초록
0,107,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,255,10,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
71,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
208,255,0,ko,연두색,연두,연두,형광 노랑,형광 노랑,형광노랑
255,97,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,82,ko,분홍색,분홍,분홍,진분홍,진분홍,진분홍
255,243,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
191,255,0,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
158,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,76,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,0,170,ko,자홍색,자홍,자홍,진분홍,진분홍,진분홍
0,255,199,ko,민트색,민트,민트,청록색,청록,청록
255,0,138,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,80,ko,연두색,연두,연두,초록색,초록,초록
0,59,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
255,25,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
216,0,255,ko,보라색,보라,보라,자홍색,자홍,자홍
149,255,0,ko,라임색,라임,라임,연두색,연두,연두
0,255,102,ko,형광 초록,형광 초록,형광초록,초록,초록,초록
255,0,193,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,169,255,ko,하늘색,하늘,하늘,파랑,파랑,파랑
0,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,29,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
188,255,0,ko,연두색,연두,연두,라임색,라임,라임
218,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,198,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
255,147,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,189,ko,청록색,청록,청록,청록색,청록,청록
255,0,116,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,212,ko,청록색,청록,청록,시안색,시안,시안
0,255,79,ko,연두색,연두,연두,라임색,라임,라임
0,65,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,96,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,43,ko,초록색,초록,초록,연두색,연두,연두
84,255,0,ko,연두색,연두,연두,연두색,연두,연두
0,241,255,ko,청록색,청록,청록,청록색,청록,청록
43,255,0,ko,연두색,연두,연두,라임색,라임,라임
