r,g,b,lang_code,chatgpt,gemini
0,255,205,en,cyan,Cyan
210,0,255,en,magenta,Magenta
255,0,114,en,pink,Hot pink
255,0,107,en,pink,Hot pink
184,0,255,en,purple,Purple
0,255,231,en,cyan,Cyan
255,0,243,en,magenta,Magenta
0,81,255,en,blue,Blue
122,0,255,en,purple,Purple
255,0,204,en,magenta,Magenta
255,169,0,en,orange,Orange
0,53,255,en,blue,Blue
152,0,255,en,purple,Purple
176,0,255,en,purple,Purple
0,185,255,en,cyan,Deep Sky Blue
0,82,255,en,blue,Blue
0,149,255,en,blue,Blue
0,223,255,en,cyan,Cyan
49,0,255,en,blue,Blue
255,45,0,en,orange,Red-orange
101,0,255,en,purple,Violet
122,0,255,en,purple,Purple
255,129,0,en,orange,Orange
0,255,141,en,green,Spring green
31,0,255,en,blue,Blue
0,255,193,en,turquoise,Cyan
0,255,54,en,green,Green
255,0,193,en,magenta,Magenta
0,255,157,en,cyan,Cyan
255,0,3,en,red,Red
0,164,255,en,blue,Blue
56,255,0,en,green,Electric green
255,82,0,en,orange,Orange
255,0,202,en,magenta,Magenta
255,119,0,en,orange,Orange
0,255,118,en,green,Emerald green
0,255,221,en,cyan,Cyan
31,255,0,en,green,Lime green
245,255,0,en,yellow,Yellow
255,0,161,en,magenta,Hot Pink
0,19,255,en,blue,Blue
112,0,255,en,purple,Purple
0,255,206,en,turquoise,Cyan
0,255,37,en,green,Green
255,0,135,en,pink,Hot pink
255,0,196,en,magenta,Fuchsia
0,255,255,en,cyan,Cyan
0,110,255,en,blue,Blue
255,0,117,en,pink,Hot pink
0,226,255,en,cyan,Cyan
0,255,2,en,green,Green
0,255,198,en,turquoise,Cyan
0,255,223,en,cyan,Cyan
129,255,0,en,lime,Lime green
0,255,25,en,green,Lime green
242,255,0,en,yellow,Yellow
255,254,0,en,yellow,Yellow
128,0,255,en,purple,Violet
76,0,255,en,purple,Violet
255,250,0,en,yellow,Yellow
0,90,255,en,blue,Blue
31,0,255,en,blue,Blue
0,79,255,en,blue,Blue
40,255,0,en,green,Lime green
237,0,255,en,magenta,Magenta
34,0,255,en,blue,Blue
255,0,254,en,magenta,Magenta
255,22,0,en,red,Red
255,0,233,en,magenta,Magenta
0,255,71,en,green,Lime green
142,0,255,en,purple,Purple
255,249,0,en,yellow,Yellow
255,195,0,en,yellow,Amber
15,0,255,en,blue,Blue
0,3,255,en,blue,Blue
255,2,0,en,red,Red
31,0,255,en,blue,Blue
126,0,255,en,purple,Purple
255,53,0,en,orange,Orange-red
255,0,2,en,red,Red
0,43,255,en,blue,Blue
50,0,255,en,blue,Blue
0,255,185,en,turquoise,Turquoise
154,0,255,en,purple,Violet
49,255,0,en,green,Lime Green
255,114,0,en,orange,Orange
160,0,255,en,purple,Purple
0,84,255,en,blue,Blue
0,226,255,en,cyan,Cyan
86,255,0,en,lime,Lime green
0,255,196,en,turquoise,Cyan
199,0,255,en,magenta,Magenta
110,0,255,en,purple,Violet
0,255,38,en,green,Green
0,62,255,en,blue,Blue
255,149,0,en,orange,Orange
228,255,0,en,yellow,Yellow
0,211,255,en,cyan,Cyan
255,107,0,en,orange,Orange
255,139,0,en,orange,Orange
255,221,0,en,yellow,Yellow
0,72,255,en,blue,Blue
90,0,255,en,purple,Violet
255,237,0,en,yellow,Yellow
255,224,0,en,yellow,Yellow
0,255,252,en,cyan,Cyan
76,0,255,en,purple,Violet
255,0,193,en,magenta,Pink
103,0,255,en,purple,Blue Violet
0,255,146,en,green,Medium spring green
255,0,18,en,red,Red
255,103,0,en,orange,Orange
0,115,255,en,blue,Blue
0,255,50,en,green,Green
0,255,120,en,green,Spring green
9,0,255,en,blue,Blue
86,255,0,en,lime,Lime green
25,0,255,en,blue,Blue
134,0,255,en,purple,Purple
88,255,0,en,green,Lime green
0,180,255,en,cyan,Blue
0,255,16,en,green,Lime green
255,208,0,en,yellow,Yellow
245,255,0,en,yellow,Yellow
169,0,255,en,purple,Purple
0,255,239,en,cyan,Cyan
255,251,0,en,yellow,Yellow
0,112,255,en,blue,Blue
255,0,189,en,magenta,Magenta
67,0,255,en,blue,Electric blue
115,255,0,en,lime,Lime green
233,0,255,en,magenta,Magenta
255,237,0,en,yellow,Yellow
0,99,255,en,blue,Blue
96,0,255,en,purple,Violet
0,189,255,en,blue,Cyan
0,255,107,en,green,Spring green
86,255,0,en,green,Lime green
255,236,0,en,yellow,Yellow
255,231,0,en,yellow,Yellow
128,255,0,en,lime green,Lime green
255,0,232,en,magenta,Magenta
255,0,195,en,magenta,Magenta
0,255,249,en,cyan,Cyan
255,28,0,en,red,Red
255,45,0,en,orange,Scarlet
0,255,212,en,cyan,Cyan
0,75,255,en,blue,Blue
13,255,0,en,green,Lime green
0,255,253,en,cyan,Cyan
208,255,0,en,lime,Chartreuse
0,255,181,en,green,cyan
255,62,0,en,orange,Vermilion
255,0,106,en,pink,Hot pink
180,255,0,en,lime,Lime green
0,255,135,en,green,Spring Green
48,255,0,en,green,Green
255,0,218,en,magenta,Magenta
255,0,211,en,magenta,Fuchsia
255,105,0,en,orange,Orange
255,57,0,en,orange,OrangeRed
255,1,0,en,red,Red
57,0,255,en,blue,Blue
155,0,255,en,purple,Purple
255,62,0,en,orange,Red-orange
187,255,0,en,lime,Chartreuse
0,255,43,en,green,Green
110,255,0,en,lime green,Lime green
255,0,147,en,magenta,Fuchsia
175,0,255,en,purple,Purple
255,0,113,en,pink,Fuchsia
0,2,255,en,blue,Blue
0,171,255,en,blue,Blue
255,0,153,en,magenta,Fuchsia
0,255,152,en,green,Cyan
0,255,107,en,green,Spring green
0,255,165,en,green,Turquoise
45,255,0,en,green,Lime green
255,0,242,en,magenta,Magenta
0,255,187,en,turquoise,Cyan
255,77,0,en,orange,Orange
142,255,0,en,lime,Lime green
255,0,237,en,magenta,Magenta
255,25,0,en,red,Red
14,0,255,en,blue,Blue
154,255,0,en,lime,Lime green
255,102,0,en,orange,Orange
0,255,107,en,green,Bright Green
0,255,144,en,green,Medium Spring Green
0,255,95,en,green,Lime green
0,125,255,en,blue,Blue
255,0,164,en,magenta,Pink
255,0,201,en,magenta,Fuchsia
255,0,63,en,red,Hot pink
107,255,0,en,green,Lime green
254,0,255,en,magenta,Magenta
255,126,0,en,orange,Orange
0,255,115,en,green,Spring green
0,255,57,en,green,Neon green
22,0,255,en,blue,Blue
0,161,255,en,blue,Bright blue
0,70,255,en,blue,Blue
255,0,176,en,magenta,Magenta
255,161,0,en,orange,Orange
0,255,185,en,turquoise,Turquoise
242,255,0,en,yellow,Yellow
58,255,0,en,green,Green
255,151,0,en,orange,Orange
0,144,255,en,blue,Blue
0,255,221,en,turquoise,Cyan
255,54,0,en,orange,Red-orange
255,74,0,en,orange,Orange
0,255,108,en,green,Lime
0,205,255,en,cyan,Cyan
255,0,201,en,magenta,Magenta
75,0,255,en,purple,Royal Blue
0,255,13,en,green,Green
255,0,172,en,magenta,Fuchsia
0,18,255,en,blue,Blue
255,175,0,en,orange,Orange
108,0,255,en,purple,Violet
255,0,141,en,pink,Hot pink
68,0,255,en,blue,Violet-blue
255,0,15,en,red,Red
0,255,147,en,green,Turquoise
110,255,0,en,lime,Lime green
182,255,0,en,lime,Lime green
255,0,157,en,magenta,Fuchsia
255,0,197,en,magenta,Magenta
222,0,255,en,magenta,Magenta
255,0,215,en,magenta,Magenta
0,255,16,en,green,Green
255,0,96,en,pink,Hot pink
255,0,155,en,pink,Pink
1,0,255,en,blue,Blue
0,3,255,en,blue,Blue
155,255,0,en,lime,Lime Green
194,255,0,en,lime,Lime green
255,104,0,en,orange,Orange
67,0,255,en,blue,Electric blue
210,255,0,en,lime,Chartreuse
0,40,255,en,blue,Blue
0,255,178,en,cyan,Cyan
139,255,0,en,lime,Lime green
83,0,255,en,purple,Blue-violet
220,255,0,en,lime,Neon yellow
255,0,20,en,red,Red
255,0,51,en,red,Red
0,100,255,en,blue,Blue
255,240,0,en,yellow,Yellow
255,0,99,en,pink,Hot pink
0,255,41,en,green,Lime green
0,150,255,en,blue,Bright blue
127,0,255,en,purple,Violet
0,255,12,en,green,Green
0,207,255,en,cyan,Deep Sky Blue
0,116,255,en,blue,Blue
0,158,255,en,blue,Cerulean
0,255,67,en,green,Lime green
0,75,255,en,blue,Royal blue
255,69,0,en,orange,Orange
0,120,255,en,blue,Blue
255,0,135,en,pink,Fuchsia
0,182,255,en,cyan,Cyan
77,0,255,en,purple,Violet
255,195,0,en,yellow,Gold
0,255,163,en,turquoise,Spring green
126,0,255,en,purple,Purple
180,0,255,en,purple,Purple
36,0,255,en,blue,Blue
255,150,0,en,orange,Orange
0,174,255,en,cyan,Bright blue
173,255,0,en,lime,Lime green
255,0,187,en,magenta,Fuchsia
255,78,0,en,orange,Orange
25,255,0,en,green,Green
255,59,0,en,orange,International Orange
255,0,35,en,red,Red
0,255,20,en,green,Lime green
255,212,0,en,yellow,Yellow
255,91,0,en,orange,Orange
126,255,0,en,lime,Lime green
34,255,0,en,green,Lime green
255,0,138,en,pink,Hot pink
0,177,255,en,blue,Sky blue
0,158,255,en,blue,Blue
255,0,109,en,pink,Fuchsia
198,255,0,en,lime,Chartreuse
255,19,0,en,red,Red
0,47,255,en,blue,Blue
0,255,65,en,green,Green
255,20,0,en,red,Red
255,253,0,en,yellow,Yellow
233,0,255,en,magenta,Magenta
255,178,0,en,orange,Orange
255,0,215,en,magenta,Fuchsia
255,245,0,en,yellow,Yellow
192,255,0,en,lime,Chartreuse
113,0,255,en,purple,Purple
0,255,169,en,green,Aqua
0,173,255,en,blue,Blue
255,99,0,en,orange,Orange
0,255,139,en,green,Spring Green
168,255,0,en,lime,Lime green
255,26,0,en,red,Red
163,0,255,en,purple,Purple
255,0,202,en,magenta,Fuchsia
0,170,255,en,blue,Bright blue
255,78,0,en,orange,Orange
255,237,0,en,yellow,Yellow
255,198,0,en,yellow,Yellow
255,64,0,en,orange,Orange
223,255,0,en,yellow,Neon yellow
0,255,15,en,green,Lime green
0,108,255,en,blue,Blue
168,255,0,en,lime,Lime green
255,0,162,en,magenta,Magenta
255,0,175,en,magenta,Fuchsia
255,39,0,en,red,Scarlet
255,238,0,en,yellow,Yellow
0,255,195,en,turquoise,Turquoise
255,0,201,en,magenta,Magenta
255,160,0,en,orange,Orange
255,0,189,en,magenta,Pink
146,0,255,en,purple,Purple
87,0,255,en,purple,Blue-violet
255,14,0,en,red,Red
69,255,0,en,green,Lime green
229,255,0,en,yellow,Neon yellow
255,198,0,en,yellow,Gold
0,255,139,en,green,Spring green
230,0,255,en,magenta,Magenta
192,255,0,en,lime,Chartreuse
0,255,181,en,turquoise,Aqua
255,16,0,en,red,Red
255,7,0,en,red,Red
183,0,255,en,purple,Purple
0,255,192,en,turquoise,Cyan
37,255,0,en,green,Lime green
0,255,130,en,green,Spring green
0,255,159,en,green,Spring green
249,0,255,en,magenta,Magenta
255,0,215,en,magenta,Magenta
0,105,255,en,blue,Blue
0,255,47,en,green,Green
255,0,51,en,red,Red
0,28,255,en,blue,Blue
255,0,181,en,magenta,Hot pink
105,255,0,en,green,Lime green
41,0,255,en,blue,Electric blue
0,255,40,en,green,Lime green
5,0,255,en,blue,Blue
0,255,172,en,turquoise,Cyan
0,50,255,en,blue,Blue
255,201,0,en,yellow,Yellow
255,0,231,en,magenta,Magenta
255,101,0,en,orange,Orange
255,229,0,en,yellow,Yellow
0,26,255,en,blue,Blue
0,147,255,en,blue,Bright blue
234,0,255,en,magenta,Magenta
0,255,248,en,cyan,Cyan
255,89,0,en,orange,Orange
0,46,255,en,blue,Blue
0,255,58,en,green,Green
255,0,244,en,magenta,Magenta
255,161,0,en,orange,Orange
85,0,255,en,purple,Violet
255,180,0,en,orange,Orange
0,99,255,en,blue,Blue
255,0,19,en,red,Red
96,0,255,en,purple,Violet
255,214,0,en,yellow,Yellow
33,255,0,en,green,Lime green
0,255,11,en,green,Lime green
255,0,238,en,magenta,Magenta
255,0,108,en,pink,Hot pink
0,255,136,en,green,Spring green
11,0,255,en,blue,Blue
0,255,89,en,green,Green
255,0,200,en,magenta,Fuchsia
255,0,34,en,red,Red
17,0,255,en,blue,Blue
255,0,175,en,magenta,Magenta
0,255,114,en,green,Spring green
255,252,0,en,yellow,Yellow
60,0,255,en,blue,Blue
175,255,0,en,lime,Lime green
255,35,0,en,red,Scarlet
255,0,190,en,magenta,Fuchsia
255,99,0,en,orange,Orange
0,157,255,en,blue,Sky blue
255,0,125,en,pink,Magenta
255,0,233,en,magenta,Magenta
0,255,144,en,green,Spring green
0,8,255,en,blue,Blue
0,255,224,en,cyan,Cyan
255,87,0,en,orange,Orange
0,117,255,en,blue,Azure
255,0,43,en,red,Red
53,255,0,en,green,Lime green
0,204,255,en,cyan,Cyan
38,255,0,en,green,Green
0,255,87,en,green,Lime Green
255,73,0,en,orange,Orange
0,16,255,en,blue,Blue
86,0,255,en,purple,Violet
242,255,0,en,yellow,Yellow
24,0,255,en,blue,Blue
0,109,255,en,blue,Blue
0,45,255,en,blue,Blue
20,0,255,en,blue,Blue
155,255,0,en,lime,Lime green
255,5,0,en,red,Red
32,0,255,en,blue,Blue
0,242,255,en,cyan,Cyan
255,0,91,en,pink,Hot pink
255,197,0,en,orange,Yellow
255,223,0,en,yellow,Yellow
213,0,255,en,magenta,Magenta
0,255,33,en,green,Green
255,41,0,en,red,Red-orange
0,105,255,en,blue,Blue
223,0,255,en,magenta,Magenta
82,0,255,en,purple,Violet
0,155,255,en,blue,Blue
125,0,255,en,purple,Purple
255,0,1,en,red,Red
0,189,255,en,light blue,Deep Sky Blue
0,255,140,en,green,Spring green
255,197,0,en,yellow,Golden yellow
0,255,240,en,cyan,Cyan
0,222,255,en,cyan,Cyan
0,255,151,en,green,Spring Green
5,255,0,en,green,Lime
34,0,255,en,blue,Blue
255,229,0,en,yellow,Yellow
37,0,255,en,blue,Blue
255,95,0,en,orange,Orange
0,74,255,en,blue,Blue
0,187,255,en,blue,Cyan
0,255,248,en,cyan,Cyan
0,255,206,en,cyan,Aqua
0,255,95,en,green,Bright green
58,255,0,en,green,Lime green
73,255,0,en,green,Lime green
38,255,0,en,green,Green
116,0,255,en,purple,Violet
0,140,255,en,blue,Blue
0,101,255,en,blue,Blue
245,255,0,en,yellow,Yellow
255,130,0,en,orange,Orange
253,255,0,en,yellow,Yellow
255,5,0,en,red,Red
255,0,52,en,red,Magenta
255,0,84,en,pink,Hot pink
98,0,255,en,purple,Violet
0,254,255,en,cyan,Cyan
151,0,255,en,purple,Purple
48,255,0,en,green,Green
255,201,0,en,yellow,Gold
38,255,0,en,green,Lime green
255,151,0,en,orange,Orange
255,0,232,en,magenta,Magenta
255,0,192,en,magenta,Magenta
255,47,0,en,orange,OrangeRed
255,90,0,en,orange,Orange
255,0,203,en,magenta,Fuchsia
255,0,121,en,pink,Hot Pink
0,203,255,en,cyan,Deep Sky Blue
127,0,255,en,purple,Purple
255,218,0,en,yellow,Yellow
0,255,24,en,green,Green
0,255,242,en,cyan,Cyan
255,255,0,en,yellow,Yellow
255,216,0,en,yellow,Yellow
7,0,255,en,blue,Blue
0,141,255,en,blue,Blue
0,45,255,en,blue,Blue
127,255,0,en,lime,Lime green
255,121,0,en,orange,Orange
255,0,2,en,red,Red
0,255,221,en,cyan,Cyan
0,56,255,en,blue,Blue
255,77,0,en,orange,Orange
0,94,255,en,blue,Blue
0,255,2,en,green,Green
28,0,255,en,blue,Blue
0,255,225,en,turquoise,Cyan
249,255,0,en,yellow,Yellow
35,0,255,en,blue,Blue
173,255,0,en,lime,Lime green
255,0,15,en,red,Red
0,27,255,en,blue,Blue
255,0,116,en,pink,Hot pink
255,210,0,en,yellow,Yellow
255,93,0,en,orange,Orange
255,0,15,en,red,Red
200,0,255,en,purple,Magenta
255,0,184,en,magenta,Fuchsia
255,0,191,en,magenta,Pink
0,255,232,en,cyan,Cyan
90,0,255,en,purple,Purple
255,20,0,en,red,Red
0,255,141,en,green,Spring Green
255,0,209,en,magenta,Magenta
0,255,93,en,green,Lime
118,255,0,en,lime,Lime green
255,81,0,en,orange,Orange
255,168,0,en,orange,Orange
0,53,255,en,blue,Blue
16,0,255,en,blue,Blue
110,0,255,en,purple,Purple
0,255,186,en,turquoise,Cyan
255,235,0,en,yellow,Yellow
0,67,255,en,blue,Blue
0,255,127,en,green,Green
11,0,255,en,blue,Blue
154,0,255,en,purple,Purple
62,0,255,en,purple,Blue-violet
246,255,0,en,yellow,Yellow
0,130,255,en,blue,Blue
115,255,0,en,lime,Lime green
255,58,0,en,orange,International Orange
0,255,248,en,cyan,Cyan
0,130,255,en,blue,Blue
0,255,119,en,green,Spring green
0,255,39,en,green,Green
240,255,0,en,yellow,Yellow
255,83,0,en,orange,Orange
0,51,255,en,blue,Blue
0,220,255,en,cyan,Cyan
232,255,0,en,yellow,Bright yellow
255,117,0,en,orange,Orange
0,174,255,en,blue,Blue
255,19,0,en,red,Red
255,157,0,en,orange,Orange
255,62,0,en,orange,Orange
0,255,154,en,green,Spring Green
255,0,129,en,pink,Hot pink
240,255,0,en,yellow,Yellow
0,193,255,en,cyan,Cyan
255,0,127,en,pink,Hot Pink
0,255,16,en,green,Lime
51,255,0,en,green,Lime green
255,0,191,en,magenta,Magenta
0,255,39,en,green,Lime green
0,167,255,en,blue,Blue
150,0,255,en,purple,Electric Purple
0,68,255,en,blue,Blue
0,28,255,en,blue,Blue
48,0,255,en,blue,Blue
0,255,229,en,turquoise,Cyan
0,255,205,en,turquoise,Cyan
0,255,2,en,green,Green
33,0,255,en,blue,Blue
40,0,255,en,blue,Blue
6,0,255,en,blue,Blue
108,0,255,en,purple,Purple
0,255,31,en,green,Lime green
255,70,0,en,orange,Orangered
0,28,255,en,blue,Blue
255,0,236,en,magenta,Magenta
255,0,72,en,red,Hot Pink
0,255,11,en,green,Green
255,0,157,en,magenta,Fuchsia
255,0,0,en,red,Red
255,0,37,en,red,Red
197,0,255,en,purple,Purple
0,195,255,en,cyan,Cyan
104,0,255,en,purple,Violet
255,0,58,en,red,Rose Red
62,0,255,en,blue,Violet
139,255,0,en,lime,Lime green
255,0,6,en,red,Red
0,255,119,en,green,Spring Green
0,255,202,en,turquoise,Cyan
0,250,255,en,cyan,Cyan
177,0,255,en,purple,Violet
0,255,181,en,green,Cyan
255,0,103,en,pink,Hot pink
0,55,255,en,blue,Blue
0,255,79,en,green,Electric green
199,0,255,en,purple,Magenta
255,24,0,en,red,Red
74,0,255,en,purple,Violet
0,255,54,en,green,Lime green
255,162,0,en,orange,Orange
87,255,0,en,lime,Lime green
51,255,0,en,green,Lime green
0,255,0,en,green,Neon green
255,0,173,en,pink,Hot pink
255,42,0,en,orange,Orange-red
0,255,87,en,green,Lime Green
0,255,135,en,green,Spring green
0,255,107,en,green,Green
0,0,255,en,blue,Blue
43,0,255,en,blue,Blue
19,255,0,en,green,Lime green
255,116,0,en,orange,Orange
0,255,253,en,cyan,Cyan
255,0,196,en,magenta,Fuchsia
11,255,0,en,green,Neon green
0,8,255,en,blue,Blue
255,0,85,en,pink,Hot Pink
0,255,19,en,green,Green
145,0,255,en,purple,Purple
0,255,189,en,turquoise,Aqua
0,255,10,en,green,Lime green
50,0,255,en,blue,Blue
0,51,255,en,blue,Blue
255,0,67,en,red,Fuchsia
101,255,0,en,lime,Lime green
33,255,0,en,green,Green
41,0,255,en,blue,Blue
255,0,18,en,red,Red
0,134,255,en,blue,Blue
214,255,0,en,lime,Chartreuse
0,63,255,en,blue,Blue
255,0,168,en,magenta,Hot pink
255,92,0,en,orange,Orange
206,255,0,en,lime,Lime green
0,227,255,en,cyan,Cyan
0,255,94,en,green,Lime green
140,255,0,en,lime,Lime green
0,255,224,en,turquoise,Cyan
38,255,0,en,green,Lime green
255,0,129,en,magenta,Magenta
255,53,0,en,orange,OrangeRed
255,0,75,en,pink,Magenta
0,255,35,en,green,Green
255,118,0,en,orange,Orange
0,159,255,en,blue,Bright blue
153,0,255,en,purple,Purple
241,255,0,en,yellow,Yellow
255,0,217,en,magenta,Fuchsia
255,90,0,en,orange,Orange
0,176,255,en,blue,Cyan
0,255,215,en,cyan,Cyan
127,0,255,en,purple,Purple
187,255,0,en,lime,Lime green
255,0,175,en,magenta,Fuchsia
30,255,0,en,green,Lime green
0,255,206,en,turquoise,Turquoise
255,0,234,en,magenta,Magenta
212,255,0,en,lime,Chartreuse
73,255,0,en,green,Green
0,255,230,en,cyan,Cyan
255,0,206,en,magenta,Fuchsia
195,255,0,en,lime,Lime green
255,0,110,en,pink,Hot pink
0,255,235,en,cyan,Cyan
0,157,255,en,blue,Blue
170,0,255,en,purple,Electric Purple
0,30,255,en,blue,Blue
255,0,45,en,red,Red
0,255,196,en,cyan,Cyan
255,206,0,en,yellow,Yellow
0,255,248,en,cyan,Cyan
0,100,255,en,blue,Blue
61,255,0,en,green,Lime green
203,0,255,en,purple,Purple
255,0,65,en,red,Hot Pink
255,0,251,en,magenta,Fuchsia
0,255,187,en,turquoise,Aqua
48,0,255,en,blue,Blue
255,0,3,en,red,Red
151,255,0,en,lime,Lime Green
255,9,0,en,red,Red
0,255,18,en,green,Lime
198,0,255,en,purple,Magenta
0,255,19,en,green,Lime green
3,255,0,en,green,Lime
0,255,167,en,green,Spring Green
13,255,0,en,green,Lime green
255,252,0,en,yellow,Yellow
0,255,199,en,turquoise,Cyan
255,2,0,en,red,Red
255,86,0,en,orange,Orange
175,255,0,en,lime,Lime green
255,0,203,en,magenta,Magenta
122,255,0,en,lime,Lime green
76,255,0,en,green,Lime green
255,0,96,en,pink,Hot pink
255,0,226,en,magenta,Fuchsia
255,0,170,en,magenta,Fuchsia
0,44,255,en,blue,Blue
255,174,0,en,orange,Orange
0,255,137,en,green,Spring Green
0,44,255,en,blue,Blue
0,255,144,en,green,Spring green
0,255,240,en,turquoise,Cyan
255,146,0,en,orange,Orange
255,0,243,en,magenta,Magenta
116,0,255,en,purple,Purple
255,103,0,en,orange,Orange
255,0,16,en,red,Red
255,249,0,en,yellow,Yellow
255,205,0,en,yellow,Yellow
255,205,0,en,yellow,Yellow
0,137,255,en,blue,Dodger Blue
111,255,0,en,lime,Neon green
235,0,255,en,magenta,Magenta
164,255,0,en,lime,Lime green
253,0,255,en,magenta,Magenta
124,255,0,en,lime,Lime green
255,102,0,en,orange,Orange
132,255,0,en,lime,Lime green
249,0,255,en,magenta,Magenta
255,143,0,en,orange,Orange
255,23,0,en,red,Red
255,165,0,en,orange,Orange
255,0,249,en,magenta,Magenta
255,0,186,en,magenta,Fuchsia
101,0,255,en,purple,Violet
222,255,0,en,yellow,Neon yellow
0,153,255,en,blue,Azure
255,217,0,en,yellow,Yellow
0,73,255,en,blue,Blue
127,255,0,en,lime,Lime green
255,30,0,en,red,Red
0,117,255,en,blue,Blue
236,255,0,en,yellow,Yellow
53,0,255,en,blue,Electric blue
0,255,150,en,green,Spring Green
0,88,255,en,blue,Blue
247,255,0,en,yellow,Yellow
0,255,36,en,green,Green
0,79,255,en,blue,Blue
56,0,255,en,blue,Blue
192,0,255,en,purple,Purple
99,255,0,en,green,Lime green
0,255,201,en,turquoise,Cyan
0,150,255,en,blue,Bright blue
255,0,192,en,magenta,Magenta
28,0,255,en,blue,Blue
119,0,255,en,purple,Purple
255,231,0,en,yellow,Yellow
212,255,0,en,lime,Chartreuse
251,0,255,en,magenta,Magenta
116,255,0,en,lime,Lime green
255,0,243,en,magenta,Magenta
80,0,255,en,purple,Violet
255,162,0,en,orange,Orange
255,0,69,en,red,Magenta
14,0,255,en,blue,Blue
0,128,255,en,blue,Blue
40,255,0,en,green,Lime green
66,0,255,en,purple,Violet
0,255,203,en,turquoise,Cyan
255,0,159,en,magenta,Pink
255,228,0,en,yellow,Yellow
209,255,0,en,chartreuse,Lime green
59,0,255,en,blue,Blue
14,0,255,en,blue,Blue
255,0,64,en,red,Fuchsia
0,152,255,en,blue,Azure
255,0,164,en,magenta,Hot pink
0,138,255,en,blue,Blue
0,255,62,en,green,Neon green
255,0,222,en,magenta,Magenta
0,255,181,en,cyan,Cyan
230,0,255,en,magenta,Magenta
114,0,255,en,purple,Purple
255,241,0,en,yellow,Yellow
0,255,125,en,green,Spring Green
203,0,255,en,magenta,Magenta
255,0,53,en,red,Red
255,0,31,en,red,Red
14,255,0,en,green,Neon green
255,0,73,en,red,Magenta
0,138,255,en,blue,Blue
28,0,255,en,blue,Blue
105,255,0,en,green,Lime green
76,0,255,en,purple,Violet
228,255,0,en,yellow,Neon yellow
255,108,0,en,orange,Orange
255,0,66,en,red,Fuchsia
255,222,0,en,yellow,Yellow
255,0,93,en,red,Hot pink
255,7,0,en,red,Red
255,0,215,en,magenta,Magenta
0,255,56,en,green,Green
178,0,255,en,purple,Purple
0,255,2,en,green,Green
0,242,255,en,cyan,Cyan
255,0,202,en,magenta,Fuchsia
255,87,0,en,orange,Orange
255,224,0,en,yellow,Yellow
0,201,255,en,cyan,Cyan
255,0,162,en,magenta,Hot pink
0,255,210,en,turquoise,Cyan
0,255,176,en,turquoise,Cyan
0,255,92,en,green,Bright green
255,120,0,en,orange,Orange
255,84,0,en,orange,Orange
255,0,198,en,magenta,Magenta
255,254,0,en,yellow,Yellow
0,255,121,en,green,Spring green
115,255,0,en,green,Lime green
0,72,255,en,blue,Blue
255,0,89,en,pink,Hot pink
25,0,255,en,blue,Blue
254,0,255,en,magenta,Magenta
62,0,255,en,blue,Violet
0,255,123,en,green,Spring green
255,163,0,en,orange,Orange
214,0,255,en,magenta,Magenta
255,51,0,en,orange,International Orange
110,0,255,en,purple,Violet
217,255,0,en,yellow,Chartreuse
255,187,0,en,orange,Orange
0,183,255,en,blue,Deep Sky Blue
255,0,102,en,pink,Hot pink
0,104,255,en,blue,Blue
255,0,244,en,magenta,Magenta
224,255,0,en,chartreuse,Yellow
255,61,0,en,orange,Orange
0,255,64,en,green,Green
3,0,255,en,blue,Blue
255,223,0,en,yellow,Yellow
142,255,0,en,lime,Lime green
255,0,155,en,pink,Pink
0,248,255,en,cyan,Cyan
0,248,255,en,cyan,Cyan
47,255,0,en,green,Green
28,255,0,en,green,Lime green
102,0,255,en,purple,Purple
132,0,255,en,purple,Purple
70,0,255,en,purple,Violet
3,0,255,en,blue,Blue
0,255,202,en,turquoise,Cyan
255,139,0,en,orange,Orange
192,255,0,en,lime,Lime green
216,0,255,en,purple,Magenta
24,0,255,en,blue,Blue
255,0,30,en,red,Red
255,16,0,en,red,Red
255,0,207,en,magenta,Magenta
255,0,150,en,pink,Magenta
82,0,255,en,purple,Violet
0,226,255,en,cyan,Cyan
255,107,0,en,orange,Orange
255,0,221,en,magenta,Magenta
1,255,0,en,green,Lime
255,0,182,en,magenta,Fuchsia
247,0,255,en,magenta,Magenta
0,87,255,en,blue,Blue
172,0,255,en,purple,Purple
0,176,255,en,blue,Blue
0,255,178,en,turquoise,Turquoise
125,0,255,en,purple,Purple
255,0,156,en,pink,Hot pink
255,232,0,en,yellow,Yellow
255,206,0,en,yellow,Yellow
0,255,182,en,cyan,Cyan
0,255,139,en,green,Spring Green
60,255,0,en,green,Green
239,255,0,en,yellow,Yellow
255,170,0,en,orange,Orange
73,0,255,en,blue,Violet
255,0,203,en,magenta,Fuchsia
99,255,0,en,lime,Lime green
0,153,255,en,blue,Bright blue
0,255,3,en,green,Green
0,255,205,en,cyan,Aqua
4,255,0,en,green,Green
69,255,0,en,green,Lime green
202,255,0,en,lime,Chartreuse
100,0,255,en,purple,Violet
0,47,255,en,blue,Blue
255,197,0,en,yellow,Yellow
255,0,67,en,red,Cerise
173,255,0,en,lime,Lime green
0,185,255,en,cyan,Cyan
0,101,255,en,blue,Blue
255,0,219,en,magenta,Magenta
255,73,0,en,orange,Orange
192,0,255,en,purple,Magenta
0,255,107,en,green,Lime green
207,255,0,en,lime,Chartreuse
