r,g,b,lang_code,chatgpt,gemini
87,229,48,en,green,Lime green
228,250,109,en,lime,Chartreuse
28,99,98,en,teal,Teal
214,245,240,en,mint green,Aqua
242,35,232,en,magenta,Magenta
223,105,141,en,pink,Rose
121,16,198,en,purple,Royal purple
215,43,151,en,pink,Fuchsia
183,124,64,en,brown,Burnt orange
243,58,128,en,pink,Hot pink
72,128,79,en,green,Forest Green
229,13,204,en,magenta,Magenta
187,153,115,en,tan,Tan
24,195,231,en,cyan,Cyan
248,1,169,en,magenta,Fuchsia
15,144,55,en,green,Green
35,25,186,en,blue,Blue
190,58,185,en,magenta,Magenta
120,165,140,en,green,Sage green
81,145,140,en,teal,Teal
233,205,80,en,yellow,Goldenrod
207,51,141,en,magenta,Magenta
173,101,80,en,brown,Terracotta
154,75,101,en,pink,Mauve
140,89,14,en,brown,Umber
112,212,116,en,green,Lime green
65,237,116,en,green,Lime green
146,212,164,en,light green,Mint green
123,111,23,en,olive,Olive green
161,31,36,en,red,Red
129,36,177,en,purple,Purple
96,168,201,en,blue,Dusty blue
233,233,120,en,yellow,Pale yellow
111,218,241,en,cyan,Sky blue
139,26,218,en,purple,Purple
226,250,89,en,lime,Lime green
104,183,214,en,light blue,Sky blue
6,187,229,en,cyan,Cyan
191,122,176,en,purple,Orchid
145,141,214,en,purple,Lavender
29,254,236,en,cyan,Cyan
81,40,136,en,purple,Purple
104,11,252,en,purple,Violet
235,214,153,en,beige,Buttermilk
172,64,20,en,brown,Rust
231,42,66,en,red,Red
207,147,107,en,salmon,Caramel
76,156,182,en,blue,Steel blue
222,114,180,en,pink,Hot pink
47,187,153,en,turquoise,Teal
52,106,120,en,teal,Dark Teal
137,189,173,en,green,Seafoam green
32,99,97,en,teal,Teal
14,118,157,en,blue,Teal
79,205,153,en,green,Medium sea green
7,140,83,en,green,Green
41,25,167,en,blue,Royal blue
94,121,17,en,olive green,Olive green
158,90,19,en,brown,Rust
152,232,215,en,mint green,Aqua
144,198,169,en,green,Seafoam green
228,44,131,en,pink,Hot pink
147,203,136,en,green,Pistachio green
226,166,135,en,peach,Peach
241,121,8,en,orange,Orange
58,10,249,en,blue,Blue
58,25,243,en,blue,Royal Blue
21,21,241,en,blue,Blue
239,115,242,en,pink,Orchid
39,52,12,en,green,Olive green
92,223,12,en,green,Lime green
236,75,247,en,magenta,Magenta
205,20,172,en,magenta,Magenta
126,148,219,en,blue,Periwinkle
188,205,173,en,light green,Sage green
232,126,208,en,pink,Pink
46,81,70,en,green,Dark green
40,12,233,en,blue,Blue
148,33,190,en,purple,Purple
187,106,8,en,orange,Burnt orange
61,112,121,en,teal,Teal
147,63,24,en,brown,Rust
140,240,81,en,light green,Lime green
22,247,49,en,green,Lime green
183,174,151,en,beige,Taupe
250,56,64,en,red,Red
208,64,219,en,purple,Magenta
75,244,215,en,turquoise,Turquoise
22,6,232,en,blue,Blue
250,114,38,en,orange,Orange
47,139,64,en,green,Green
42,109,122,en,teal,Teal
208,69,234,en,purple,Orchid
127,31,106,en,purple,Magenta
13,117,124,en,teal,Teal
234,189,86,en,yellow,Mustard
213,73,225,en,purple,Magenta
117,7,147,en,purple,Purple
46,172,20,en,green,Green
254,39,86,en,pink,Cerise
130,209,135,en,green,Light green
68,166,133,en,green,Teal
69,103,152,en,blue,Cadet blue
127,189,94,en,green,Lime green
105,165,20,en,green,Lime green
120,156,127,en,green,Sage green
185,194,100,en,yellow-green,Olive green
169,66,20,en,orange,Burnt orange
216,92,53,en,orange,Red-orange
150,116,14,en,goldenrod,Bronze
38,8,221,en,blue,Blue
159,225,179,en,light green,Mint green
139,4,214,en,purple,Purple
239,63,139,en,pink,Hot pink
93,112,166,en,blue,Slate blue
25,76,221,en,blue,Royal Blue
132,60,157,en,purple,Purple
182,104,38,en,orange,Burnt Orange
241,102,157,en,pink,Hot pink
150,247,170,en,light green,Mint green
184,223,12,en,lime,Chartreuse
254,10,0,en,red,Red
46,85,204,en,blue,Blue
117,156,248,en,blue,Cornflower blue
184,177,16,en,yellow,Olive
55,71,249,en,blue,Royal blue
11,86,12,en,green,Dark green
151,33,15,en,red,Terracotta
64,112,93,en,green,Teal Green
238,38,40,en,red,Red
102,255,9,en,lime,Lime green
45,122,78,en,green,Forest green
67,107,198,en,blue,Blue
196,127,252,en,purple,Purple
