r,g,b,lang_code,human
116,255,0,en,slightly darker lime
255,0,85,en,dark pink
255,158,0,en,light orange
255,0,175,en,magenta
255,0,193,en,magenta
255,193,0,en,golden yellow
255,0,75,en,dark pink
181,0,255,en,purple
255,247,0,en,yellow
59,0,255,en,blue
255,123,0,en,orange
255,0,52,en,red
255,238,0,en,yellow
255,0,87,en,pink
255,88,0,en,orange
225,0,255,en,purple
255,0,181,en,pink
14,255,0,en,lime green
215,255,0,en,yellow green
255,0,216,en,magenta
219,0,255,en,light puruple
255,232,0,en,yellow
255,0,138,en,dark pink
255,83,0,en,orange
157,0,255,en,purple
255,0,15,en,pred
255,17,0,en,red
255,0,105,en,pink
255,132,0,en,orange
255,0,5,en,red
255,171,0,en,orange
98,0,255,en,purple
255,224,0,en,maize
255,244,0,en,yellow
255,201,0,en,gold
254,0,255,en,fuchsia
255,159,0,en,apricot
223,255,0,en,chartreuse
255,0,123,en,crimson
255,0,37,en,red
188,0,255,en,violet
161,0,255,en,indigo
255,0,108,en,crimson
255,0,226,en,fuchsia
166,255,0,en,chartreuse
255,109,0,en,cadmium
255,49,0,en,orange
50,0,255,en,royal blue
255,147,0,en,apricot
255,0,174,en,fuchsia
74,255,0,en,lime
189,255,0,en,lime green
255,241,0,en,beige
204,0,255,en,purple
255,167,0,en,orange
255,243,0,en,khaki
183,255,0,en,green
255,0,211,en,pink
67,255,0,en,neon green
255,143,0,en,orange
86,0,255,en,blue
111,0,255,en,purple
38,255,0,en,green
255,0,140,en,pink
255,0,105,en,dark pink
255,112,0,en,dark orange
255,0,56,en,red
251,0,255,en,purple
255,0,207,en,pinkish purple
255,200,0,en,beige
255,53,0,en,orange red
255,0,47,en,red
255,0,170,en,dark pink
82,255,0,en,green
204,0,255,en,purple
255,0,130,en,pink
255,109,0,en,orange
44,0,255,en,blue
255,0,22,en,red
255,0,137,en,dark pink
255,0,86,en,dark red
255,0,176,en,pinkish red
255,0,226,en,magenta
255,0,204,en,magenta
255,0,169,en,hot pink
153,0,255,en,purple
255,0,86,en,light red
255,240,0,en,yellow
255,28,0,en,red
166,255,0,en,lime green
255,0,23,en,orangey red
255,243,0,en,yello
255,170,0,en,light orange
255,0,112,en,cherry
188,0,255,en,grape
219,255,0,en,chartreuse
255,0,53,en,cherry red
255,158,0,en,light orange
255,0,156,en,dark pink
183,0,255,en,purple
255,117,0,en,brown
255,227,0,en,dark yellow
255,0,70,en,red
196,255,0,en,yellowish green
255,0,247,en,magenta
242,255,0,en,yellow
178,255,0,en,yellowish green
31,255,0,en,green
255,186,0,en,light brown
102,255,0,en,green
127,0,255,en,magenta
255,52,0,en,redish brown
255,126,0,en,brown
255,0,255,en,fuschia
255,0,186,en,pink
255,255,0,en,yellow
255,0,115,en,pink
255,0,144,en,pink
124,0,255,en,purple
255,227,0,en,dark yellow
255,66,0,en,orange
163,255,0,en,lime green
255,89,0,en,orange
255,162,0,en,yellow orange
255,0,84,en,pink
255,0,62,en,bright pink
255,212,0,en,mustard
116,255,0,en,green
255,0,153,en,pink
255,0,87,en,red
169,255,0,en,green
24,0,255,en,blue
120,0,255,en,purple
255,149,0,en,orange
255,0,71,en,red
222,255,0,en,lime green
255,178,0,en,orange
255,187,0,en,orange
255,0,237,en,hot pink
218,0,255,en,purple
255,48,0,en,red
234,255,0,en,yellow
255,216,0,en,gold
255,0,35,en,red
255,0,119,en,magenta
255,86,0,en,orange
168,0,255,en,purple
255,0,188,en,hot pink
255,92,0,en,orange
185,255,0,en,lime green
133,0,255,en,purple
255,0,7,en,red
255,208,0,en,goldenrod
255,0,164,en,pink
255,0,141,en,pink
255,238,0,en,yellow
209,0,255,en,lavender
255,0,104,en,fushia
248,255,0,en,yellow
122,255,0,en,green
180,255,0,en,lime green
255,196,0,en,mustard
255,0,150,en,hot pink
27,0,255,en,dark blue
255,0,77,en,rose
255,0,132,en,pink
255,156,0,en,orange
43,255,0,en,lime green
255,235,0,en,yellow
255,0,212,en,hot pink
255,0,19,en,red
225,255,0,en,dark yellow
214,0,255,en,purple
255,0,184,en,pink
255,249,0,en,yellow
255,202,0,en,goldenrod
255,0,58,en,crimson
255,0,251,en,magenta
255,0,147,en,fuchsia
255,159,0,en,yellow orange
255,0,187,en,fuchsia
255,0,105,en,fuchsia
255,255,0,en,yellow
255,194,0,en,orange
255,172,0,en,orange
255,137,0,en,orange
255,112,0,en,orange
255,0,138,en,pink
255,0,178,en,pink
188,0,255,en,purple
255,0,50,en,red
255,160,0,en,orange
241,255,0,en,yellow
255,202,0,en,light orange
56,0,255,en,blue
255,129,0,en,orange
255,133,0,en,tangerine
255,0,148,en,magenta
255,0,133,en,magenta
102,255,0,en,green
255,0,202,en,magenta
255,0,248,en,fuschia
255,0,136,en,pink
255,0,231,en,pink
239,0,255,en,magenta
255,0,106,en,pink
139,0,255,en,purple
255,0,42,en,red
255,233,0,en,yellow
255,0,244,en,fuschia
161,255,0,en,neon green
68,255,0,en,green
234,255,0,en,yellow
235,0,255,en,fuschia
164,0,255,en,purple
255,236,0,en,yellow
255,104,0,en,orange
255,0,112,en,mellon
180,0,255,en,purple
223,255,0,en,goldenrod
255,0,196,en,fuscia
255,43,0,en,red
58,255,0,en,lime
255,0,166,en,pink
137,255,0,en,yellow green
214,255,0,en,yellow
255,0,198,en,pink
255,118,0,en,orange
255,0,46,en,red
255,0,106,en,fuschia
149,0,255,en,purple
191,255,0,en,green
255,0,52,en,red
255,0,168,en,pink
255,80,0,en,orange
255,198,0,en,goldenrod
184,0,255,en,bright purple fuschia
255,0,147,en,deep pink
255,146,0,en,light ochre
255,229,0,en,school bus yellow
255,0,38,en,red
39,0,255,en,royal blue
255,0,158,en,pink
150,255,0,en,lime green
124,255,0,en,yellow green
255,0,233,en,fuscia
255,198,0,en,yellow
99,0,255,en,purple blue
255,242,0,en,yellow
255,0,57,en,red
200,0,255,en,magenta
255,95,0,en,orange
97,0,255,en,blue purple
255,126,0,en,amber
255,0,38,en,red
255,138,0,en,orange
255,221,0,en,yellow
255,0,48,en,res
255,74,0,en,orange
255,164,0,en,mustard
255,0,168,en,fuschia
255,63,0,en,red
255,0,86,en,mellon
255,225,0,en,golden rod
225,0,255,en,purple
255,246,0,en,yellow
255,148,0,en,orange
255,152,0,en,orange
255,0,55,en,red
70,0,255,en,ultramarine
255,0,24,en,scarlet
255,73,0,en,vermillion orange
250,255,0,en,yellow
255,0,184,en,hot magenta
255,156,0,en,carrot
255,0,236,en,fuschia
255,0,55,en,dusty red
255,171,0,en,orange
255,73,0,en,red orange
255,0,141,en,magenta
255,87,0,en,orange
219,255,0,en,greenish yellow
255,226,0,en,orangish yellow
255,0,102,en,darker magenta
42,255,0,en,lime green
255,187,0,en,yellowish orange
255,0,213,en,magenta
195,0,255,en,purple
255,0,36,en,light red
89,255,0,en,neon green
255,0,128,en,magenta
185,255,0,en,chartreuse
255,0,85,en,ruby
255,0,79,en,red
244,0,255,en,fuschia
255,99,0,en,orange
255,0,226,en,pink violet
255,0,147,en,fuscia
255,0,85,en,red
255,200,0,en,camel
255,182,0,en,tan
255,0,124,en,magenta
255,0,204,en,magenta
142,255,0,en,limeish green
255,0,74,en,funky red
151,0,255,en,violet
255,0,157,en,brighter cyan
255,128,0,en,orange
245,255,0,en,yellow
247,0,255,en,purply pink
227,255,0,en,yellow
255,103,0,en,orange
255,244,0,en,yellow
255,187,0,en,mustard
255,0,230,en,fuschia
216,0,255,en,purple
255,0,203,en,hot pink
114,0,255,en,purple
255,0,186,en,magenta
255,241,0,en,yellow
184,0,255,en,purple
255,0,12,en,red
180,255,0,en,olive green
255,40,0,en,red
255,252,0,en,yellow
255,0,248,en,fuchsia
255,0,77,en,rose
112,255,0,en,olive green
221,255,0,en,yellow
255,127,0,en,dark orange
72,0,255,en,purple
145,0,255,en,violet
255,229,0,en,gold
147,255,0,en,lime
255,0,142,en,fuschia
170,0,255,en,purple
221,0,255,en,bright purple
255,0,159,en,bright pink
255,0,187,en,hot pink
148,0,255,en,purple
255,132,0,en,bright orange
255,164,0,en,orange
255,0,31,en,red
255,254,0,en,yellow
255,0,72,en,watermelon
255,210,0,en,gold
255,0,93,en,watermelon
39,0,255,en,electric blue
255,108,0,en,orange
218,255,0,en,yellow
255,81,0,en,orange
255,0,218,en,bright pink/fuschia
66,255,0,en,bright green
255,0,65,en,red
255,0,244,en,magenta
255,104,0,en,orange
219,255,0,en,neon yellow
122,0,255,en,purple
255,0,192,en,pink
255,238,0,en,yellow
255,0,149,en,fushia
255,253,0,en,yellow
93,255,0,en,green
255,0,96,en,pink
255,0,125,en,fushia
255,0,34,en,red
255,171,0,en,yellow orange
255,0,246,en,magenta
216,0,255,en,purple
255,1,0,en,red
255,134,0,en,orange
171,255,0,en,neon green
255,200,0,en,yellow
77,0,255,en,electric blue
255,74,0,en,red orange
255,189,0,en,yellow orange
255,0,110,en,magenta
255,0,182,en,hot pink
255,124,0,en,orange
224,0,255,en,purple
255,166,0,en,orange
157,255,0,en,chartreuse
216,0,255,en,purple
222,255,0,en,yellow
255,0,73,en,pink
246,255,0,en,bright yellow
255,0,173,en,hot pink
118,255,0,en,lime green
255,0,114,en,magenta
127,0,255,en,indigo
255,0,241,en,pink
255,237,0,en,yellow
255,100,0,en,orange
255,0,40,en,red
149,0,255,en,purple
175,255,0,en,chartruese
255,178,0,en,goldenrod
129,255,0,en,lime
255,0,102,en,fuscia
255,0,17,en,red
175,0,255,en,purple
255,0,141,en,pink
255,228,0,en,yellow
231,255,0,en,lemon
255,139,0,en,orange
255,199,0,en,goldenrod
239,0,255,en,fuscia
255,0,209,en,pink (ish)
255,0,218,en,pink (ish)
255,119,0,en,orange
255,0,175,en,darker pink
255,23,0,en,red
255,0,70,en,fuscia
255,0,46,en,red
255,232,0,en,yellow
255,0,105,en,cerise
255,90,0,en,orange
200,0,255,en,fuschia
255,194,0,en,goldenrod
255,117,0,en,orange
255,0,192,en,magenta
148,0,255,en,purple
255,164,0,en,light orange
255,0,136,en,pink
255,0,160,en,cranberry
163,255,0,en,light lime green
255,133,0,en,orange
169,0,255,en,purple
64,255,0,en,lime green
255,0,226,en,pinkish purple
252,0,255,en,pinkish purple
255,0,91,en,magnenta
255,197,0,en,charteuse
255,0,37,en,red
199,255,0,en,lime green
164,255,0,en,green
62,255,0,en,green
255,203,0,en,orange
255,0,22,en,red
255,0,93,en,pink
242,0,255,en,purple
255,0,114,en,cerise
255,142,0,en,burnt orange
203,255,0,en,acid yellow
255,169,0,en,orange
255,0,172,en,hot pink
255,0,197,en,bright pink
255,0,227,en,neon pink
255,67,0,en,dark orange
255,220,0,en,yellow
255,0,69,en,magenta
225,255,0,en,chartruese
255,247,0,en,yellow
255,39,0,en,red
172,0,255,en,purple
249,255,0,en,yellow
255,97,0,en,orange
255,0,50,en,red
255,219,0,en,yellow
255,0,179,en,pink
185,255,0,en,acid green
116,0,255,en,violet
255,255,0,en,yellow
255,7,0,en,red
255,0,54,en,red
230,0,255,en,fuschia
63,255,0,en,lime green
255,131,0,en,orange
30,0,255,en,blue
255,0,246,en,pink
127,0,255,en,purple
255,165,0,en,orange
255,0,159,en,pink
255,0,115,en,red
234,255,0,en,yellow
255,0,51,en,blue pink
255,0,168,en,fuschia
255,0,42,en,blue pink
255,0,178,en,fuschia
132,255,0,en,lime
255,28,0,en,burnt orange
251,0,255,en,pink
214,0,255,en,purple
162,255,0,en,lime
255,103,0,en,orange
255,155,0,en,orange
255,222,0,en,yellow
255,0,181,en,fuchsia
16,0,255,en,royal blue
255,0,245,en,pink
204,0,255,en,purple
255,0,124,en,pink
255,83,0,en,red
138,255,0,en,lime green
255,187,0,en,mustard
255,0,126,en,pink
255,0,53,en,red
255,136,0,en,orange
255,0,219,en,fuscia
191,255,0,en,lime green
255,169,0,en,orange
255,0,86,en,pink
123,255,0,en,lime green
255,232,0,en,yellow
168,255,0,en,lime green
225,0,255,en,magenta
154,0,255,en,purple
255,96,0,en,orange
255,0,196,en,fuscia
255,54,0,en,red
255,0,25,en,red
169,0,255,en,purple
255,249,0,en,yellow
25,0,255,en,blue
255,0,156,en,pink
255,0,224,en,fuschia
255,182,0,en,orange
255,0,208,en,fuschia
173,255,0,en,lime green
255,0,140,en,cerise
255,0,57,en,red
255,87,0,en,dark orange
249,255,0,en,yellow
255,0,175,en,fuschia
255,52,0,en,red
255,0,41,en,red
255,0,101,en,red
255,132,0,en,burnt orange
62,255,0,en,bright green
139,0,255,en,purple
251,0,255,en,fuschia
255,168,0,en,orange
211,0,255,en,violet
255,215,0,en,dark yellow
205,255,0,en,lime green
255,252,0,en,yellow
212,255,0,en,yellow green
255,0,180,en,fuschia
162,255,0,en,lime green
255,0,37,en,red
255,180,0,en,orange
255,119,0,en,orange
255,197,0,en,yellow
178,0,255,en,purple
255,0,51,en,red
255,0,83,en,light red
255,146,0,en,orange
255,0,226,en,fuschia
255,216,0,en,yellow
255,80,0,en,orange
255,0,154,en,pink
106,0,255,en,violet
241,0,255,en,purple
68,255,0,en,lim green
255,0,119,en,pink
255,94,0,en,burnt orange
255,222,0,en,yellow submarine
255,0,63,en,reddish
255,183,0,en,marigold
135,0,255,en,purple
255,0,133,en,thick bubblegum pink
126,255,0,en,lime green
200,0,255,en,prince purple
206,255,0,en,shocking green
255,1,0,en,red
255,0,41,en,dcode red
255,0,227,en,electric pink
255,0,210,en,electric pink
255,253,0,en,yellow
255,151,0,en,marigold
225,0,255,en,prince purple
255,155,0,en,marigold
164,255,0,en,lime green
255,0,167,en,thick bubblegum pink
255,0,97,en,off red
255,181,0,en,orange
221,255,0,en,lime green
135,0,255,en,violet
255,0,111,en,magenta
255,0,70,en,coral
255,198,0,en,orange yellow
255,0,28,en,red
225,0,255,en,fuschia
77,0,255,en,deep blue
163,0,255,en,purple
255,80,0,en,red
255,0,172,en,magenta
98,255,0,en,spring green
255,112,0,en,red orange
255,0,137,en,magenta
255,134,0,en,orange
255,231,0,en,gold
255,0,229,en,fuschia
255,250,0,en,yellow
161,255,0,en,line green
255,0,204,en,orchid
255,149,0,en,tangerine
255,99,0,en,orange
212,255,0,en,lime green
255,0,54,en,pink
184,255,0,en,lime green
68,255,0,en,lime green
255,0,20,en,crimson
255,148,0,en,mustard
255,0,211,en,pink
255,0,185,en,hot pink
255,169,0,en,dark yellow
244,0,255,en,puce
255,244,0,en,yello
255,0,96,en,dark pink
255,0,130,en,hot pink
213,0,255,en,purple
255,0,72,en,crimson
133,255,0,en,lime green
212,255,0,en,slightly green yellow
255,86,0,en,orange
255,184,0,en,cerise
255,0,160,en,hot pink
255,217,0,en,yello
140,0,255,en,purple
255,73,0,en,orange
255,140,0,en,orange
55,0,255,en,blue
255,43,0,en,red
255,192,0,en,yellow
255,0,81,en,pink
255,168,0,en,gold
255,0,60,en,rose
217,255,0,en,lime
89,255,0,en,verdant green
205,0,255,en,purple
255,220,0,en,buttercup yellow
255,0,119,en,magenta
255,112,0,en,orange
255,0,34,en,scarlet
182,255,0,en,lime
255,253,0,en,buttercup
255,0,245,en,magenta
108,0,255,en,indigo
255,0,183,en,rose
255,0,250,en,magenta
255,0,147,en,rose
255,48,0,en,red
255,204,0,en,yellow
255,0,41,en,mauve
255,132,0,en,orange
255,0,229,en,purple
139,0,255,en,purple
255,0,166,en,pink
255,0,122,en,pink
255,105,0,en,orange
182,255,0,en,sickly green
248,255,0,en,yellow
255,0,101,en,pink
255,0,249,en,pink
255,0,60,en,red
177,0,255,en,purple
101,255,0,en,green
255,0,180,en,pink
255,171,0,en,orange
223,255,0,en,yellow
255,216,0,en,yellow
255,51,0,en,red
206,255,0,en,yellow
229,0,255,en,magenta
194,0,255,en,magenta
171,255,0,en,lime
255,171,0,en,orange
255,0,48,en,red
121,255,0,en,lime
255,0,117,en,crimson
255,0,146,en,cerise
255,112,0,en,orange
255,0,197,en,magenta
255,0,214,en,magenta
255,187,0,en,orange
117,0,255,en,purple
255,0,72,en,red
16,0,255,en,blue
255,0,110,en,crimson
255,128,0,en,orange
255,255,0,en,yellow
255,217,0,en,gold
138,255,0,en,lime green
255,0,114,en,hot pink
255,0,164,en,bright pink
255,0,85,en,watermelon red
255,0,21,en,red
255,0,249,en,pink
123,0,255,en,purple
255,0,213,en,pink
255,0,62,en,vermillion
111,255,0,en,lime green
255,207,0,en,canary yellow
255,96,0,en,orange
255,177,0,en,orangish yellow
255,228,0,en,yellow
255,34,0,en,red
255,73,0,en,hot summer sun
255,0,111,en,romance
132,255,0,en,neon slime
255,193,0,en,marigold
212,0,255,en,bright purple
247,0,255,en,magenta
255,158,0,en,tangerine
255,0,191,en,hot pink
228,255,0,en,neon yellow
255,247,0,en,yellow
255,145,0,en,orange
54,0,255,en,royal blue
202,0,255,en,purple
255,251,0,en,yellow
255,101,0,en,reddish orange
255,0,61,en,red
232,0,255,en,magenta
255,0,170,en,hot pink
255,196,0,en,marigold
255,123,0,en,orange
156,0,255,en,purple
255,0,223,en,pink
238,0,255,en,magenta
255,200,0,en,gold
255,37,0,en,orange
255,229,0,en,yellow
255,0,70,en,red
75,255,0,en,green
165,0,255,en,purple
255,131,0,en,orange
255,0,188,en,hot pink
255,64,0,en,red
255,0,110,en,magenta
255,196,0,en,marigold
255,107,0,en,red orange
248,255,0,en,yellow
198,255,0,en,lemon lime
255,0,51,en,bright red
255,93,0,en,orange
255,0,22,en,red
42,255,0,en,lime green
255,0,247,en,pink
255,0,219,en,fuschia
255,0,138,en,pink
155,0,255,en,purple
255,0,100,en,rose
255,0,151,en,magenta
184,0,255,en,violet
235,0,255,en,violet
132,255,0,en,yellow green
255,87,0,en,orange red
255,234,0,en,yellow
255,120,0,en,orange
181,255,0,en,lime green
255,189,0,en,pale orange
255,0,9,en,red
246,255,0,en,yellow
182,255,0,en,green
235,0,255,en,pick
255,143,0,en,orange
255,81,0,en,orange
186,0,255,en,purple
194,255,0,en,lime green
255,0,204,en,pink
255,0,105,en,red
233,255,0,en,yellow
255,122,0,en,orange
157,255,0,en,lime green
255,0,41,en,red
255,169,0,en,orange
255,91,0,en,orange
255,0,171,en,magenta
255,0,126,en,pink
42,0,255,en,blue
119,255,0,en,lime green
255,157,0,en,orange
206,0,255,en,purple
241,255,0,en,yellow
252,0,255,en,magenta
204,255,0,en,olive
255,0,180,en,hot pink
255,68,0,en,red
171,255,0,en,yellow green
255,0,53,en,red
255,0,240,en,magenta
255,156,0,en,orange
102,0,255,en,blue
80,0,255,en,blue
238,255,0,en,yellow
255,0,145,en,hot pink
255,225,0,en,yellow
255,0,105,en,warmer hot pink
205,255,0,en,slightly greener yellow
255,0,141,en,hot pink
255,60,0,en,red
154,255,0,en,yellowish lime green
144,0,255,en,purple
156,255,0,en,neon green
214,0,255,en,purple
255,184,0,en,golden orange
255,0,134,en,magenta
255,148,0,en,orange
255,228,0,en,mustard yellow
208,0,255,en,magenta
255,213,0,en,yellow
255,57,0,en,red
255,0,154,en,pink
255,0,136,en,pink
87,0,255,en,purple
155,0,255,en,purple
67,255,0,en,green
255,206,0,en,yellow
255,0,194,en,magenta
135,255,0,en,yellow green
255,21,0,en,red
255,0,223,en,violet
255,0,78,en,rose
255,0,231,en,magenta
192,0,255,en,slightly more purple magenta
255,167,0,en,yellowish orange
119,255,0,en,lime green
255,0,29,en,red
255,0,202,en,slightly pinker magenta
220,255,0,en,chartreuse
255,0,141,en,hot pink
118,255,0,en,neon green
255,0,28,en,red
226,0,255,en,magenta
255,0,188,en,magenta
255,0,114,en,hot pink
247,0,255,en,fuchsia
197,0,255,en,purple
255,168,0,en,yellow
255,99,0,en,orange
255,0,108,en,bright pink
255,0,144,en,pink
117,0,255,en,purple
255,62,0,en,orange
255,0,208,en,pink
255,180,0,en,yellow orange
255,0,152,en,fuschia
59,0,255,en,indigo
255,0,94,en,pinkish red
255,214,0,en,gold
255,194,0,en,gold
85,0,255,en,blue
255,0,117,en,pink
255,136,0,en,orange
105,255,0,en,green
189,255,0,en,green
255,0,231,en,pink
255,48,0,en,orange
255,0,32,en,red
234,255,0,en,lemon
210,255,0,en,green yellow
255,161,0,en,yellow orange
255,142,0,en,orange
255,236,0,en,yellow
255,107,0,en,red orange
159,255,0,en,lime
255,2,0,en,red
246,255,0,en,yellow
255,194,0,en,mustard
55,255,0,en,neon green
255,220,0,en,gold
255,0,140,en,magenta
255,0,162,en,magenta
255,0,223,en,violet
255,0,82,en,red
255,141,0,en,orange
185,255,0,en,yellow green
255,127,0,en,orange
191,255,0,en,lime green
255,87,0,en,red orange
193,0,255,en,purple
255,0,20,en,red
255,193,0,en,mustard
255,20,0,en,red
255,98,0,en,red orange
255,0,16,en,red
255,0,66,en,red
174,0,255,en,purple
71,255,0,en,lime
119,0,255,en,royal blue
255,208,0,en,marigold
207,255,0,en,lime
255,168,0,en,orange
255,244,0,en,yellow
89,0,255,en,royal blue
227,0,255,en,lavender
255,0,180,en,hot pink
255,180,0,en,orange
255,222,0,en,mustard
175,255,0,en,lime green
255,0,180,en,pink
152,0,255,en,purple
92,0,255,en,indigo
255,0,27,en,red
255,0,66,en,bright pink
255,215,0,en,sunflower
255,0,217,en,magenta
201,255,0,en,yellow
255,134,0,en,orange
221,0,255,en,magenta
255,221,0,en,yellow
255,26,0,en,red
255,83,0,en,red orange
205,0,255,en,magenta
255,0,68,en,light red
255,0,130,en,pink
255,220,0,en,golden yellow
255,253,0,en,yellow
255,0,203,en,magenta
255,0,223,en,magenta
198,0,255,en,purple
145,0,255,en,purple
255,0,66,en,red
255,0,153,en,magenta
255,107,0,en,orange
255,138,0,en,light orange
160,0,255,en,purple
207,0,255,en,light purple
255,9,0,en,red
255,158,0,en,orange
255,0,216,en,magenta
255,0,107,en,watermelon red
138,255,0,en,lime green
138,0,255,en,purple
255,0,31,en,red
255,0,195,en,pink
255,0,141,en,reddish pink
255,0,247,en,pink
185,255,0,en,grass green
255,170,0,en,orange
255,0,103,en,neon red
224,255,0,en,puke green
255,129,0,en,orange
236,0,255,en,magenta
255,0,152,en,fuschia
255,0,58,en,red
224,255,0,en,highlighter yellow
255,217,0,en,dandelion yellow
209,0,255,en,purple
255,0,163,en,pink
255,199,0,en,gold yellow
255,0,58,en,red
238,255,0,en,lemon yellow
255,0,189,en,pink
255,253,0,en,yellow
255,0,239,en,magenta
255,0,123,en,pink red
255,110,0,en,orange
255,0,31,en,red
96,255,0,en,lime green
255,0,129,en,fuschia
255,79,0,en,blood orange
255,192,0,en,goldenrod
255,218,0,en,gold
255,0,117,en,hot pink
255,0,201,en,hot pink
38,0,255,en,dark blue
255,99,0,en,orange
211,255,0,en,yellow green
255,199,0,en,maize
255,0,225,en,pink
255,0,249,en,bright purple
255,0,85,en,red
255,152,0,en,orange
125,255,0,en,grass green
255,0,180,en,magenta
5,0,255,en,dark blue
149,0,255,en,purple
255,0,54,en,red
255,0,97,en,pink
175,0,255,en,purple
255,88,0,en,orange
255,0,196,en,pink
167,255,0,en,yellow green
255,234,0,en,dark yellow
255,155,0,en,orange
255,0,206,en,hot pink
255,41,0,en,red
255,97,0,en,blood orange
246,0,255,en,fuschia
103,255,0,en,green
255,133,0,en,orange
255,43,0,en,blood red
255,95,0,en,blood orange
255,0,160,en,magenta
255,0,224,en,bright purple
255,0,119,en,velvet red
255,241,0,en,yellow
255,136,0,en,orange
255,25,0,en,red
255,196,0,en,orange
168,0,255,en,purple
158,0,255,en,purple
255,0,96,en,bright red
96,255,0,en,lime green
199,255,0,en,yellow green
243,255,0,en,yellow
255,0,232,en,hot pink
255,0,56,en,red
255,0,11,en,red
255,0,171,en,fuschia
255,0,124,en,pinkish red
255,141,0,en,orange
147,255,0,en,yellow green
78,0,255,en,dark blue
255,0,41,en,primary red
255,236,0,en,light yellow
255,158,0,en,orange
255,0,218,en,fucia
255,0,251,en,neon purple
25,0,255,en,primary blue
173,0,255,en,purple
255,204,0,en,yellow
255,0,66,en,red
221,255,0,en,yellow green
170,0,255,en,purple
255,206,0,en,light ornage
137,255,0,en,grass green
255,115,0,en,dark orange
255,0,25,en,blood red
231,255,0,en,green yellow
255,0,139,en,hot pink
249,255,0,en,yellow
102,0,255,en,purple
255,29,0,en,red
255,112,0,en,orange
114,255,0,en,lime green
255,0,220,en,magenta
219,0,255,en,magenta
255,235,0,en,yellow
255,202,0,en,yellow orange
255,164,0,en,orange
255,141,0,en,pumpkin
214,0,255,en,magenta
179,255,0,en,yellow green
255,250,0,en,primary yellow
255,0,149,en,barbie pink
255,94,0,en,burnt orange
91,255,0,en,lime green
151,0,255,en,purple
255,139,0,en,light orange
197,255,0,en,green
255,153,0,en,orange
255,0,206,en,magenta
184,0,255,en,purple
72,255,0,en,green
255,204,0,en,orange
255,0,70,en,red
255,59,0,en,red
255,0,215,en,magenta
255,0,21,en,red
243,0,255,en,magenta
255,115,0,en,orange
84,0,255,en,blue
255,249,0,en,yellow
255,0,70,en,red
255,0,107,en,pink
255,0,5,en,red orange
255,0,169,en,magenta
255,0,182,en,bright pink
188,255,0,en,yellow green
119,0,255,en,blue
255,131,0,en,orange
179,255,0,en,green
255,237,0,en,yellow
255,0,115,en,pink
255,0,143,en,pink
255,0,107,en,pink
222,255,0,en,yellow green
255,0,69,en,watermelon pink
255,0,179,en,hot pink
174,255,0,en,spring green
255,0,86,en,dark pink
255,60,0,en,dark orange
255,0,131,en,barbie pink
214,255,0,en,neon yellow
255,105,0,en,orange
255,0,179,en,pink
144,0,255,en,purple
255,0,213,en,pink
255,0,162,en,dk pink
255,250,0,en,yellow
204,0,255,en,purple
255,204,0,en,mustard
255,0,177,en,pink
109,0,255,en,blue
255,0,39,en,red
255,91,0,en,dark orange
188,255,0,en,lime green
255,0,103,en,hot pink
255,248,0,en,yellow
255,158,0,en,orange
255,0,148,en,fuschia
255,47,0,en,red orange
115,255,0,en,lime green
255,0,238,en,magenta
255,0,147,en,pink
255,0,107,en,red
255,0,37,en,red orange
255,0,65,en,red
255,0,113,en,pink
115,0,255,en,indigo
255,123,0,en,orange
135,255,0,en,lime green
255,0,54,en,red
255,0,82,en,magenta
255,254,0,en,yellow
255,210,0,en,marigold
255,59,0,en,red
255,0,19,en,red
255,0,253,en,pink
255,71,0,en,red
255,0,132,en,pink
73,255,0,en,lime green
255,0,50,en,red
255,32,0,en,red
255,145,0,en,orange
255,118,0,en,orange
218,0,255,en,magenta
255,0,33,en,red
145,255,0,en,lime green
71,0,255,en,blue
255,0,66,en,red
215,0,255,en,purple
255,0,118,en,magenta
255,0,172,en,pink
255,175,0,en,gold
255,137,0,en,yellow orange
255,234,0,en,yellow
107,255,0,en,bright green
152,255,0,en,spring green
219,255,0,en,yellow
255,0,232,en,pink
255,0,94,en,red
255,0,182,en,pink
255,0,62,en,red
255,163,0,en,orange
255,206,0,en,yellow
255,0,174,en,hot pink
241,0,255,en,magenta
255,202,0,en,yellow
255,0,91,en,neon pink
255,0,203,en,magenta
19,255,0,en,neon green
244,255,0,en,neon yellow
121,255,0,en,neon green
255,178,0,en,yellow
157,0,255,en,purple
255,0,135,en,hot pink
255,216,0,en,yellow
255,0,227,en,magenta
197,255,0,en,lime green
79,0,255,en,purple
255,0,123,en,pink
238,255,0,en,yellow
255,175,0,en,orange
255,0,92,en,fuscia
255,0,7,en,red
176,0,255,en,purple
172,255,0,en,yellow green
65,255,0,en,green yellow
206,255,0,en,yellow
255,132,0,en,orange
255,0,161,en,pink
137,0,255,en,purple
255,88,0,en,orange
255,218,0,en,yello
253,0,255,en,pink
255,0,110,en,magenta
255,238,0,en,yellow
255,0,254,en,light purple
255,0,41,en,red
70,255,0,en,bright green
223,255,0,en,greenish yellow
255,47,0,en,orangish red
255,0,66,en,red
255,0,180,en,pink
255,0,218,en,pink
255,73,0,en,orange
255,204,0,en,yellow
255,204,0,en,yellow gold
181,255,0,en,light yellow green
255,0,199,en,magenta
