r,g,b,lang_code,human_raw,human_norm,human_min
159,143,67,en,Mustard,mustard,mustard
249,240,182,en,vanilla,vanilla,vanilla
182,27,222,en,Violet,violet,violet
215,222,240,en,dusty blue,dusty blue,dustyblue
183,247,217,en,pale green,pale green,palegreen
219,63,14,en,red,red,red
40,98,129,en,teal,teal,teal
96,43,238,en,periwinkle,periwinkle,periwinkle
240,78,148,en,coral,coral,coral
224,1,194,en,bright pink,bright pink,brightpink
100,81,19,en,olive green,olive green,olivegreen
78,115,206,en,sky blue,sky blue,skyblue
235,232,1,en,goldenrod,goldenrod,goldenrod
229,112,236,en,pink,pink,pink
236,248,101,en,yellow,yellow,yellow
1,171,61,en,green,green,green
61,115,5,en,forrest green,forrest green,forestgreen
117,35,179,en,purple,purple,purple
5,115,66,en,forrest green,forrest green,forestgreen
253,141,20,en,orange,orange,orange
148,159,181,en,grey,grey,gray
11,3,162,en,marine blue,marine blue,marineblue
104,217,18,en,bright green,bright green,brightgreen
42,68,138,en,deep blue,deep blue,deepblue
139,217,16,en,Lime green,lime green,limegreen
115,20,85,en,purple,purple,purple
240,169,35,en,yellow,yellow,yellow
28,6,0,en,black,black,black
211,208,61,en,chartreuse,chartreuse,chartreuse
46,127,144,en,marine blue,marine blue,marineblue
32,68,245,en,cobalrt,cobalrt,cobalrt
136,147,210,en,lilac,lilac,lilac
93,221,87,en,turquoise,turquoise,turquoise
138,16,253,en,purple,purple,purple
196,11,102,en,magenta,magenta,magenta
168,81,55,en,brown,brown,brown
222,94,201,en,orchid,orchid,orchid
155,25,130,en,violet,violet,violet
80,37,175,en,indigo,indigo,indigo
137,138,40,en,moss green,moss green,mossgreen
22,116,224,en,light blue,light blue,lightblue
219,145,69,en,tan,tan,tan
111,189,234,en,sky blue,sky blue,skyblue
108,185,93,en,mint green,mint green,mintgreen
93,65,60,en,warm gray,warm gray,warmgray
140,98,167,en,light purple,light purple,lightpurple
45,132,59,en,forest green,forest green,forestgreen
67,239,183,en,turquois,turquois,turquoise
183,134,176,en,warm lilac,warm lilac,warmlilac
137,183,125,en,cool dull green,cool dull green,cooldullgreen
170,53,76,en,magenta,magenta,magenta
20,76,143,en,blue,blue,blue
207,68,235,en,orchid,orchid,orchid
107,204,207,en,sky blue,sky blue,skyblue
41,32,101,en,cobalt,cobalt,cobalt
61,63,32,en,moss green,moss green,mossgreen
210,239,122,en,pastel green,pastel green,pastelgreen
80,159,9,en,lime green,lime green,limegreen
152,78,209,en,purple,purple,purple
204,157,164,en,lilac,lilac,lilac
116,24,14,en,dark crimson,dark crimson,darkcrimson
194,30,175,en,subdued magenta,subdued magenta,subduedmagenta
136,115,51,en,"fuck-all unnameable brown, a bit darker","fuck all unnameable brown, a bit darker",fuckallunnameablebrownabitdarker
184,185,235,en,a bit violetted periwinkle,a bit violetted periwinkle,abitviolettedperiwinkle
6,39,149,en,"just-dark blue, on the navy order","just dark blue, on the navy order",justdarkblueonthenavyorder
19,139,226,en,"medium, web-designer-spectra blue","medium, web designer-spectra blue",mediumwebdesignerspectrablue
53,233,32,en,near to 255G green,near to 255g green,nearto255ggreen
135,200,67,en,a bit yella-muddled slight-desat green,a bit yella muddled slight-desat green,abityellamuddledslightdesatgreen
14,184,57,en,slight-darker green,slight darker green,slightdarkergreen
222,142,227,en,lightened magenta,lightened magenta,lightenedmagenta
242,12,139,en,"pink, mid-high saturation, a bit more red than before","pink, mid high saturation, a bit more red than before",pinkmidhighsaturationabitmoreredthanbefore
222,166,112,en,godawful crayon excuse for white skintone,godawful crayon excuse for white skintone,godawfulcrayonexcuseforwhiteskintone
92,106,216,en,more-or-less blue,more or-less blue,moreorlessblue
100,169,108,en,diminished sat green,diminished sat green,diminishedsatgreen
26,192,112,en,oversat green with a bit of blue,oversat green with a bit of blue,oversatgreenwithabitofblue
71,250,226,en,cyan with a tinge of green,cyan with a tinge of green,cyanwithatingeofgreen
6,98,38,en,dark green,dark green,darkgreen
135,140,142,en,"a mid-grey, perhaps with a tiny squirt of red","a mid grey, perhaps with a tiny squirt of red",amidgrayperhapswithatinysquirtofred
145,9,109,en,a darker near-purple,a darker near purple,adarkernearpurple
197,152,32,en,a horid dark mustard,a horid dark mustard,ahoriddarkmustard
252,40,61,en,brighter red with a bit of yellow,brighter red with a bit of yellow,brighterredwithabitofyellow
56,249,147,en,brighter sea-green,brighter sea green,brighterseagreen
202,77,37,en,redbrick,redbrick,redbrick
248,254,18,en,a mid yellow,a mid yellow,amidyellow
226,151,168,en,"a diluted, dimmed pink","a diluted, dimmed pink",adiluteddimmedpink
238,205,106,en,a flat yellow with just a touch of red,a flat yellow with just a touch of red,aflatyellowwithjustatouchofred
6,135,152,en,a dark teal,a dark teal,adarkteal
187,80,128,en,"a dark pink, on the redder side","a dark pink, on the redder side",adarkpinkontheredderside
200,97,91,en,a nearly-orange very-light-puce,a nearly orange very-light-puce,anearlyorangeverylightpuce
148,13,62,en,a crimson on the pinker side,a crimson on the pinker side,acrimsononthepinkerside
126,123,200,en,a dark lilac,a dark lilac,adarklilac
42,202,249,en,a good midrange light blue short of cyan,a good midrange light blue short of cyan,agoodmidrangelightblueshortofcyan
13,42,32,en,a horrid very-dark green,a horrid very dark green,ahorridverydarkgreen
220,97,237,en,more-or-less magenta,more or-less magenta,moreorlessmagenta
245,212,36,en,"a darker, more strictly yellow","a darker, more strictly yellow",adarkermorestrictlyyellow
143,12,203,en,a slightly-dark purple,a slightly dark purple,aslightlydarkpurple
21,174,31,en,Green,green,green
125,15,81,en,Purple,purple,purple
96,37,161,en,Purple,purple,purple
206,39,130,en,Pink,pink,pink
19,248,229,en,Blue,blue,blue
104,139,30,en,Green,green,green
225,216,234,en,Purple,purple,purple
226,245,98,en,Green,green,green
193,4,180,en,Purple,purple,purple
133,244,129,en,Green,green,green
95,247,13,en,Green,green,green
8,197,245,en,Blue,blue,blue
38,50,104,en,Blue,blue,blue
251,105,92,en,Pink,pink,pink
163,72,44,en,Brown,brown,brown
211,182,45,en,Green,green,green
139,199,210,en,Blue,blue,blue
170,109,243,en,Purple,purple,purple
152,104,73,en,Brown,brown,brown
13,0,249,en,Blue,blue,blue
79,143,235,en,Blue,blue,blue
255,10,75,en,Pink,pink,pink
219,4,7,en,Red,red,red
153,166,108,en,Green,green,green
217,163,235,en,Purple,purple,purple
1,169,97,en,Green,green,green
111,11,113,en,Purple,purple,purple
33,197,200,en,Blue,blue,blue
172,108,173,en,Purple,purple,purple
230,159,105,en,Orange,orange,orange
20,91,198,en,Blue,blue,blue
193,154,157,en,Purple,purple,purple
207,254,198,en,Green,green,green
90,90,18,en,Green,green,green
41,242,99,en,Green,green,green
17,38,6,en,Green,green,green
222,3,103,en,Magenta,magenta,magenta
88,252,46,en,Lime,lime,lime
142,241,178,en,Seafoam,seafoam,seafoam
1,212,138,en,Mint,mint,mint
12,32,145,en,NAvy,navy,navy
31,84,113,en,Aqua,aqua,aqua
238,182,117,en,Peach,peach,peach
223,89,73,en,Coral,coral,coral
213,147,135,en,Blush,blush,blush
250,145,224,en,Hot Pink,hot pink,hotpink
171,30,79,en,Red Wine,red wine,redwine
145,86,66,en,Sienna,sienna,sienna
75,205,94,en,Kelly Green,kelly green,kellygreen
65,176,178,en,Blue Green,blue green,bluegreen
14,201,237,en,Cerulean,cerulean,cerulean
183,62,189,en,Fuschia,fuschia,fuchsia
210,216,2,en,Green Gold,green gold,greengold
199,205,156,en,Grey Green,grey green,graygreen
166,161,214,en,Lilac,lilac,lilac
246,9,151,en,Magenta,magenta,magenta
203,47,17,en,Red,red,red
248,117,31,en,Orange,orange,orange
125,20,225,en,Purple,purple,purple
169,166,62,en,Pea Soup,pea soup,peasoup
141,125,236,en,Lavender,lavender,lavender
117,121,87,en,Army Green,army green,armygreen
71,121,189,en,Grey Blue,grey blue,grayblue
157,0,27,en,Red,red,red
64,112,251,en,Cerulean,cerulean,cerulean
225,32,227,en,Fuschia,fuschia,fuchsia
28,156,11,en,Kelly Green,kelly green,kellygreen
236,238,103,en,Naples Yellow,naples yellow,naplesyellow
91,92,4,en,Olive,olive,olive
155,229,250,en,Light Blue,light blue,lightblue
13,8,36,en,Black,black,black
40,142,251,en,Sky Blue,sky blue,skyblue
187,105,19,en,Brown,brown,brown
69,249,117,en,Light green,light green,lightgreen
228,200,245,en,Mauve,mauve,mauve
125,181,172,en,Green,green,green
242,161,114,en,Orange,orange,orange
191,61,78,en,Red,red,red
3,13,5,en,Black,black,black
11,194,46,en,Green,green,green
75,133,76,en,Green,green,green
77,61,207,en,Purple,purple,purple
199,195,6,en,Green,green,green
135,226,12,en,lime green,lime green,limegreen
56,153,39,en,green,green,green
17,66,120,en,navy blue,navy blue,navyblue
33,60,194,en,cerulean,cerulean,cerulean
215,102,82,en,salmon,salmon,salmon
41,253,19,en,neon green,neon green,neongreen
188,19,197,en,purple,purple,purple
114,106,229,en,lavendar,lavendar,lavender
132,26,107,en,dark pink,dark pink,darkpink
52,243,109,en,pale green,pale green,palegreen
79,126,222,en,sky blue,sky blue,skyblue
251,232,112,en,yellow,yellow,yellow
153,48,58,en,maroon,maroon,maroon
183,125,39,en,tan,tan,tan
0,49,9,en,hunter green,hunter green,huntergreen
58,134,198,en,light blue,light blue,lightblue
25,175,7,en,green,green,green
154,205,86,en,light green,light green,lightgreen
17,132,69,en,green,green,green
121,8,213,en,purple,purple,purple
199,120,234,en,lavendar,lavendar,lavender
158,101,72,en,brown,brown,brown
156,48,167,en,purple,purple,purple
5,12,20,en,black,black,black
208,197,27,en,dark yellow,dark yellow,darkyellow
202,158,236,en,lavendar,lavendar,lavender
182,179,187,en,gray,gray,gray
201,140,133,en,mauve,mauve,mauve
121,128,9,en,kiwi,kiwi,kiwi
85,122,119,en,teal,teal,teal
65,66,29,en,army green,army green,armygreen
11,72,250,en,blue,blue,blue
20,65,68,en,teal,teal,teal
7,168,211,en,turquoise,turquoise,turquoise
126,182,175,en,blue green,blue green,bluegreen
175,203,245,en,sky blue,sky blue,skyblue
106,187,93,en,forest green,forest green,forestgreen
85,142,24,en,olive,olive,olive
16,138,128,en,teal,teal,teal
227,154,116,en,salmon,salmon,salmon
54,28,205,en,royal blue,royal blue,royalblue
242,71,147,en,fuschia,fuschia,fuchsia
5,24,66,en,navy blue,navy blue,navyblue
75,227,202,en,sky blue,sky blue,skyblue
165,71,18,en,red-orange,red orange,redorange
145,159,149,en,grey,grey,gray
245,87,187,en,pink,pink,pink
198,140,63,en,baige,baige,beige
70,137,106,en,pale green,pale green,palegreen
22,188,220,en,turquoise,turquoise,turquoise
177,96,179,en,purple,purple,purple
82,62,183,en,indigo,indigo,indigo
39,2,3,en,marroon,marroon,maroon
36,68,52,en,dark green,dark green,darkgreen
238,19,216,en,hot pink,hot pink,hotpink
18,109,48,en,Green,green,green
131,47,110,en,Purple,purple,purple
236,46,66,en,Watermelon Red,watermelon red,watermelonred
67,200,46,en,Lime Green,lime green,limegreen
186,214,51,en,Yellow-Green,yellow green,yellowgreen
72,195,115,en,teal,teal,teal
150,127,150,en,lavender,lavender,lavender
165,169,44,en,camo,camo,camo
196,90,122,en,pink,pink,pink
48,74,128,en,blue,blue,blue
117,64,67,en,red-brown,red brown,redbrown
165,91,222,en,light purple,light purple,lightpurple
239,133,145,en,Pink,pink,pink
22,112,109,en,Turquoise,turquoise,turquoise
214,211,7,en,Yellow,yellow,yellow
119,60,232,en,Purple,purple,purple
149,30,183,en,Purple,purple,purple
41,221,6,en,Green,green,green
126,81,113,en,Purple,purple,purple
233,129,14,en,Orange,orange,orange
98,110,49,en,Olive Green,olive green,olivegreen
103,169,168,en,Light Blue,light blue,lightblue
203,45,30,en,Red,red,red
165,89,73,en,Brown,brown,brown
201,8,251,en,Royal Purple,royal purple,royalpurple
29,15,149,en,Blue,blue,blue
77,68,66,en,Gray,gray,gray
61,143,232,en,Sky Blue,sky blue,skyblue
184,132,164,en,Lilac,lilac,lilac
234,189,130,en,Khaki,khaki,khaki
221,173,254,en,Lilac,lilac,lilac
0,169,24,en,Green,green,green
137,86,11,en,Carmel,carmel,carmel
89,135,3,en,Green,green,green
57,50,2,en,Coffee,coffee,coffee
63,170,112,en,Mint Green,mint green,mintgreen
238,103,175,en,Pink,pink,pink
203,234,165,en,Yellow Green,yellow green,yellowgreen
128,235,76,en,Light Green,light green,lightgreen
86,213,115,en,Mint Green,mint green,mintgreen
145,95,180,en,Purple,purple,purple
44,70,194,en,Blue,blue,blue
22,175,213,en,Sky Blue,sky blue,skyblue
243,252,143,en,Pale Yellow,pale yellow,paleyellow
97,143,176,en,Pale Blue,pale blue,paleblue
205,120,239,en,Light Purple,light purple,lightpurple
255,10,134,en,Hot Pink,hot pink,hotpink
131,6,35,en,Ruby,ruby,ruby
136,92,185,en,purple,purple,purple
219,222,16,en,lime green,lime green,limegreen
151,179,151,en,green,green,green
186,111,3,en,burnt sienna,burnt sienna,burntsienna
154,40,92,en,fuchsia,fuchsia,fuchsia
36,184,149,en,sea foam green,sea foam green,seafoamgreen
149,5,165,en,magenta,magenta,magenta
163,254,40,en,neon green,neon green,neongreen
80,8,183,en,indigo,indigo,indigo
128,137,61,en,green,green,green
182,145,16,en,mustard yellow,mustard yellow,mustardyellow
57,116,115,en,teal,teal,teal
71,0,232,en,cobalt,cobalt,cobalt
31,246,65,en,lime green,lime green,limegreen
254,7,98,en,hot pink,hot pink,hotpink
241,244,176,en,beige,beige,beige
214,55,26,en,red,red,red
176,154,167,en,mauve,mauve,mauve
110,87,105,en,plum,plum,plum
9,202,224,en,light blue,light blue,lightblue
245,198,190,en,pink,pink,pink
218,22,122,en,magenta,magenta,magenta
141,187,104,en,green,green,green
132,252,163,en,sea foam green,sea foam green,seafoamgreen
187,130,72,en,brown,brown,brown
66,76,7,en,navy green,navy green,navygreen
41,149,238,en,light blue,light blue,lightblue
238,2,187,en,hot pink,hot pink,hotpink
238,103,16,en,orange,orange,orange
48,96,217,en,blue,blue,blue
215,229,215,en,robins egg,robins egg,robinegg
101,177,33,en,green,green,green
4,83,35,en,forrest green,forrest green,forestgreen
117,88,16,en,burnt umber,burnt umber,burntumber
227,176,241,en,pastel purple,pastel purple,pastelpurple
170,183,63,en,yellow green,yellow green,yellowgreen
65,198,80,en,Lime green,lime green,limegreen
128,143,15,en,Umber,umber,umber
255,212,232,en,Pink,pink,pink
110,188,142,en,Green,green,green
132,70,8,en,Brown,brown,brown
193,73,203,en,Purple,purple,purple
154,27,238,en,Purple,purple,purple
166,98,189,en,Purple,purple,purple
248,61,231,en,Magenta,magenta,magenta
129,219,218,en,Teal,teal,teal
226,99,90,en,Red,red,red
81,97,181,en,Blue,blue,blue
10,254,236,en,Cyan,cyan,cyan
21,156,78,en,Green,green,green
234,50,5,en,Red,red,red
228,176,40,en,Orange,orange,orange
95,80,119,en,Violet,violet,violet
79,237,50,en,Fluorescent green,fluorescent green,fluorescentgreen
139,25,100,en,Purple,purple,purple
225,252,214,en,Sea foam,sea foam,seafoam
164,213,249,en,Periwinkle,periwinkle,periwinkle
61,117,162,en,Blue,blue,blue
186,58,31,en,Blood red,blood red,bloodred
244,162,216,en,Pink,pink,pink
146,46,67,en,Burgundy,burgundy,burgundy
83,21,12,en,Black,black,black
220,9,145,en,Magenta,magenta,magenta
85,29,137,en,Indigo,indigo,indigo
188,122,144,en,Mauve,mauve,mauve
199,253,19,en,Yellow,yellow,yellow
83,107,66,en,Dark green,dark green,darkgreen
253,125,158,en,Fuscia,fuscia,fuchsia
194,169,79,en,Taupe,taupe,taupe
192,93,6,en,Burnt orange,burnt orange,burntorange
9,39,203,en,Cobalt,cobalt,cobalt
106,107,5,en,Yellowy Brown,yellowy brown,yellowybrown
24,16,165,en,Blue,blue,blue
112,159,85,en,Green,green,green
1,163,220,en,Blue,blue,blue
76,210,197,en,Blue,blue,blue
188,97,101,en,Dark Pink,dark pink,darkpink
198,32,6,en,Red,red,red
156,250,152,en,Pale Green,pale green,palegreen
249,111,246,en,Pink,pink,pink
61,3,233,en,Blue,blue,blue
106,98,225,en,Lavender,lavender,lavender
164,213,19,en,Bile,bile,bile
7,202,48,en,Green,green,green
213,108,163,en,Pink,pink,pink
129,74,105,en,Purple,purple,purple
18,120,117,en,Blue,blue,blue
87,86,158,en,Purple,purple,purple
197,24,116,en,Hot Pink,hot pink,hotpink
242,194,86,en,Yellow,yellow,yellow
244,250,201,en,Cream,cream,cream
204,128,23,en,Orange,orange,orange
42,229,155,en,Blue,blue,blue
24,92,254,en,Blue,blue,blue
20,12,117,en,Blue,blue,blue
14,225,252,en,Blue,blue,blue
240,9,82,en,Cherry Red,cherry red,cherryred
150,95,182,en,Purple,purple,purple
183,11,190,en,Purple,purple,purple
247,211,37,en,Yellow,yellow,yellow
140,174,198,en,Grey,grey,gray
15,246,61,en,Green,green,green
25,166,185,en,Blue,blue,blue
238,169,238,en,Pink,pink,pink
117,60,47,en,Brown,brown,brown
126,14,54,en,Dark Pink,dark pink,darkpink
15,90,110,en,Blue,blue,blue
177,46,145,en,purple,purple,purple
231,84,231,en,purple,purple,purple
200,178,68,en,buff,buff,buff
35,106,160,en,blue,blue,blue
38,245,222,en,cyan,cyan,cyan
175,1,227,en,purple,purple,purple
7,62,200,en,blue,blue,blue
173,94,62,en,brown,brown,brown
49,19,18,en,dark brown,dark brown,darkbrown
34,252,107,en,emerald green,emerald green,emeraldgreen
46,104,200,en,blue,blue,blue
221,191,15,en,yellow,yellow,yellow
75,161,6,en,green,green,green
19,251,148,en,emerald green,emerald green,emeraldgreen
131,11,12,en,burgundy,burgundy,burgundy
213,31,18,en,red,red,red
107,10,83,en,purple,purple,purple
61,224,22,en,green,green,green
126,86,69,en,puce,puce,puce
234,25,166,en,magenta,magenta,magenta
241,159,83,en,peach,peach,peach
16,88,89,en,blue,blue,blue
176,249,156,en,light green,light green,lightgreen
104,63,88,en,purple,purple,purple
81,112,59,en,dark green,dark green,darkgreen
189,180,224,en,grey,grey,gray
223,160,132,en,beige,beige,beige
5,151,242,en,blue,blue,blue
35,58,136,en,indigo,indigo,indigo
21,179,209,en,cyan,cyan,cyan
148,85,246,en,lavender,lavender,lavender
196,137,185,en,light purple,light purple,lightpurple
234,238,82,en,pale yellow,pale yellow,paleyellow
158,215,161,en,light emerald green,light emerald green,lightemeraldgreen
251,29,92,en,rose,rose,rose
248,108,37,en,orange,orange,orange
37,236,238,en,Sky blue,sky blue,skyblue
172,2,204,en,Violet,violet,violet
199,180,153,en,light grey,light grey,lightgray
196,117,151,en,purple pink,purple pink,purplepink
135,207,149,en,Sea foam green,sea foam green,seafoamgreen
238,125,97,en,slamon,slamon,slamon
177,218,38,en,vermilion,vermilion,vermilion
15,149,111,en,mint Green,mint green,mintgreen
83,32,1,en,brown,brown,brown
224,234,111,en,light yellow,light yellow,lightyellow
140,144,206,en,baby blue,baby blue,babyblue
101,32,73,en,Dark purple,dark purple,darkpurple
188,45,16,en,red,red,red
192,147,234,en,purple,purple,purple
180,199,136,en,green,green,green
198,83,101,en,red,red,red
253,81,33,en,orange,orange,orange
237,209,218,en,pink,pink,pink
191,8,179,en,pink,pink,pink
144,249,167,en,green,green,green
48,246,41,en,green,green,green
74,207,98,en,green,green,green
68,147,121,en,green,green,green
214,234,49,en,yellow,yellow,yellow
185,94,32,en,brown,brown,brown
97,84,157,en,violet,violet,violet
97,191,32,en,green,green,green
25,204,110,en,sea foam green,sea foam green,seafoamgreen
230,185,41,en,marigold,marigold,marigold
95,250,44,en,lime green,lime green,limegreen
190,32,10,en,brick red,brick red,brickred
193,69,94,en,mauve,mauve,mauve
206,157,197,en,lavender,lavender,lavender
227,143,139,en,pink,pink,pink
101,162,121,en,aquamarine,aquamarine,aquamarine
214,227,205,en,gray,gray,gray
149,38,138,en,plum,plum,plum
124,153,247,en,periwinkle,periwinkle,periwinkle
114,129,79,en,sage,sage,sage
174,137,4,en,gold,gold,gold
201,8,246,en,purple,purple,purple
41,31,103,en,dark blue,dark blue,darkblue
158,63,212,en,violent,violent,violent
120,91,30,en,taupe,taupe,taupe
204,238,60,en,saffron,saffron,saffron
25,139,18,en,apple green,apple green,applegreen
232,48,129,en,pink,pink,pink
56,207,163,en,aquamarine,aquamarine,aquamarine
40,210,220,en,blue,blue,blue
47,128,142,en,marine blue,marine blue,marineblue
184,164,106,en,taupe,taupe,taupe
6,33,176,en,blue,blue,blue
229,32,208,en,lilac,lilac,lilac
51,119,175,en,ocean bluye,ocean bluye,oceanbluye
164,202,248,en,sky blue,sky blue,skyblue
171,128,243,en,violet,violet,violet
245,200,116,en,beige,beige,beige
85,113,18,en,army green,army green,armygreen
250,134,254,en,lavender,lavender,lavender
126,108,140,en,gray,gray,gray
255,233,218,en,Champagne,champagne,champagne
110,92,184,en,Blue,blue,blue
241,76,43,en,Orange,orange,orange
144,110,88,en,Brown,brown,brown
51,226,135,en,Green,green,green
91,225,28,en,Green,green,green
194,22,108,en,Raspberry,raspberry,raspberry
87,51,237,en,Blue,blue,blue
38,237,99,en,Green,green,green
22,71,195,en,Blue,blue,blue
252,164,85,en,Orange,orange,orange
213,233,128,en,Green,green,green
201,153,224,en,Violet,violet,violet
104,194,46,en,Green,green,green
33,150,88,en,Green,green,green
160,96,156,en,Purple,purple,purple
168,147,72,en,Brown,brown,brown
239,228,5,en,Yellow,yellow,yellow
67,99,75,en,Green,green,green
94,156,230,en,Blue,blue,blue
194,90,95,en,Red,red,red
81,33,112,en,Purple,purple,purple
31,212,164,en,Green,green,green
104,242,253,en,Blue,blue,blue
179,48,180,en,Purple,purple,purple
190,240,47,en,Green,green,green
44,9,58,en,Black,black,black
86,128,133,en,Green,green,green
25,99,40,en,Green,green,green
249,56,80,en,Red,red,red
94,128,9,en,Green,green,green
248,137,104,en,Orange,orange,orange
242,158,188,en,Pink,pink,pink
57,199,240,en,Blue,blue,blue
19,124,233,en,Blue,blue,blue
223,185,16,en,Yellow,yellow,yellow
134,235,237,en,turqoise,turqoise,turquoise
230,106,64,en,orange brown,orange brown,orangebrown
59,56,189,en,royal blue,royal blue,royalblue
50,150,253,en,sea blue,sea blue,seablue
82,170,217,en,dull blue,dull blue,dullblue
88,65,43,en,dark brown,dark brown,darkbrown
79,207,41,en,bright green,bright green,brightgreen
32,136,128,en,emerald,emerald,emerald
82,207,175,en,green turqoise,green turqoise,greenturquoise
237,140,33,en,orange,orange,orange
166,59,102,en,magenta,magenta,magenta
205,171,244,en,purple,purple,purple
105,19,151,en,purple,purple,purple
219,3,62,en,red,red,red
131,19,240,en,purple,purple,purple
133,6,104,en,magenta,magenta,magenta
245,85,165,en,pink,pink,pink
146,105,54,en,brown,brown,brown
15,190,97,en,green,green,green
14,238,8,en,green,green,green
46,2,190,en,blue,blue,blue
224,131,219,en,pink,pink,pink
22,245,98,en,green,green,green
149,156,148,en,grey,grey,gray
146,59,104,en,purple,purple,purple
184,39,9,en,maroon,maroon,maroon
1,191,182,en,cyan,cyan,cyan
151,227,58,en,green,green,green
170,168,129,en,grey,grey,gray
64,249,128,en,green,green,green
247,254,17,en,yellow,yellow,yellow
214,198,85,en,beige,beige,beige
127,61,217,en,lilac,lilac,lilac
201,123,61,en,brown,brown,brown
188,215,196,en,grey,grey,gray
10,124,151,en,blue,blue,blue
58,98,42,en,khaki,khaki,khaki
152,0,43,en,puce,puce,puce
89,137,208,en,blue,blue,blue
21,255,51,en,green,green,green
173,42,136,en,purple,purple,purple
13,17,102,en,blue,blue,blue
40,79,227,en,blue,blue,blue
101,145,64,en,khaki,khaki,khaki
69,182,74,en,green,green,green
90,53,40,en,brown,brown,brown
46,39,84,en,blue,blue,blue
180,125,171,en,purple,purple,purple
136,71,176,en,purple,purple,purple
208,228,81,en,yellow,yellow,yellow
229,1,114,en,magenta,magenta,magenta
64,96,98,en,blue,blue,blue
13,40,248,en,blue,blue,blue
99,106,220,en,blue,blue,blue
198,15,226,en,lilac,lilac,lilac
127,239,155,en,green,green,green
234,128,6,en,orange,orange,orange
44,193,143,en,turquoise,turquoise,turquoise
227,160,159,en,pink,pink,pink
4,2,156,en,blue,blue,blue
191,51,62,en,brick red,brick red,brickred
23,230,184,en,seafoam,seafoam,seafoam
204,17,150,en,fuschia,fuschia,fuchsia
154,85,9,en,brown,brown,brown
168,34,242,en,purple,purple,purple
173,29,183,en,orchid,orchid,orchid
92,139,129,en,slate,slate,slate
35,135,220,en,sky blue,sky blue,skyblue
243,147,12,en,oraqnge,oraqnge,oraqnge
147,72,223,en,purple,purple,purple
64,157,88,en,forrest green,forrest green,forestgreen
187,11,10,en,red,red,red
39,56,5,en,black,black,black
55,217,238,en,cyan,cyan,cyan
222,169,139,en,peach,peach,peach
64,232,40,en,lime green,lime green,limegreen
187,61,111,en,magenta,magenta,magenta
25,29,255,en,blue,blue,blue
65,90,103,en,navy,navy,navy
147,128,40,en,khaki,khaki,khaki
152,215,160,en,mint,mint,mint
230,206,47,en,mustard yellow,mustard yellow,mustardyellow
128,74,162,en,violet,violet,violet
1,78,204,en,blue,blue,blue
87,248,134,en,lime green,lime green,limegreen
148,102,121,en,mauve,mauve,mauve
7,149,16,en,green,green,green
28,3,167,en,navy,navy,navy
249,51,10,en,red,red,red
231,186,77,en,mustard yellow,mustard yellow,mustardyellow
149,162,121,en,puce,puce,puce
251,98,134,en,coral,coral,coral
125,13,43,en,burgandy,burgandy,burgundy
199,118,209,en,orchid,orchid,orchid
45,105,46,en,forest green,forest green,forestgreen
239,152,99,en,peach,peach,peach
213,237,125,en,Green,green,green
100,180,224,en,Blue,blue,blue
171,3,69,en,Red,red,red
201,116,218,en,Purple,purple,purple
25,241,57,en,Green,green,green
152,237,123,en,Green,green,green
215,82,150,en,Purple,purple,purple
144,106,40,en,Brown,brown,brown
246,169,150,en,Peach,peach,peach
17,160,26,en,Green,green,green
211,242,47,en,Yellow,yellow,yellow
236,36,128,en,Pink,pink,pink
40,106,79,en,Green,green,green
37,62,224,en,Blue,blue,blue
253,151,221,en,Pink,pink,pink
126,249,193,en,Green,green,green
16,151,165,en,Turquoise,turquoise,turquoise
162,207,133,en,Green,green,green
137,225,44,en,Green,green,green
167,109,109,en,Red,red,red
173,40,180,en,Purple,purple,purple
0,232,129,en,Green,green,green
157,3,214,en,Purple,purple,purple
12,21,3,en,Black,black,black
253,42,17,en,Red,red,red
228,119,51,en,Orange,orange,orange
26,16,235,en,Blue,blue,blue
228,61,180,en,Pink,pink,pink
180,216,223,en,Blue,blue,blue
221,171,252,en,Purple,purple,purple
107,17,27,en,Brown,brown,brown
113,53,129,en,Purple,purple,purple
94,174,124,en,Green,green,green
91,4,171,en,Purple,purple,purple
104,80,74,en,Brwon,brwon,brwon
149,6,97,en,Purple,purple,purple
96,122,241,en,blue,blue,blue
239,108,182,en,pink,pink,pink
26,173,130,en,green,green,green
226,113,235,en,magenta,magenta,magenta
131,213,77,en,green,green,green
131,19,189,en,purple,purple,purple
234,131,56,en,orange,orange,orange
178,212,185,en,seafoam green,seafoam green,seafoamgreen
227,214,209,en,peach,peach,peach
232,142,181,en,rose,rose,rose
81,13,218,en,purple,purple,purple
98,223,125,en,green,green,green
85,102,42,en,green,green,green
55,36,141,en,blue,blue,blue
254,215,146,en,yellow,yellow,yellow
105,65,134,en,purple,purple,purple
77,250,26,en,green,green,green
249,68,22,en,red,red,red
24,233,178,en,green blue,green blue,greenblue
68,72,42,en,green,green,green
169,106,184,en,purple,purple,purple
195,137,30,en,orange,orange,orange
252,83,201,en,pink,pink,pink
44,190,200,en,blue,blue,blue
211,36,65,en,red,red,red
149,247,226,en,blue,blue,blue
74,141,226,en,blue,blue,blue
78,230,77,en,green,green,green
217,42,219,en,purple,purple,purple
172,193,230,en,blue,blue,blue
224,191,58,en,yelloe,yelloe,yellow
44,114,82,en,green,green,green
59,65,72,en,black,black,black
